,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,-1.2105189548221213e-16,1.3553057198188496e-16,2.537078324072869e-16,-9.462116139307737e-18,1.5537475794686296e-16,4.680350898719787e-16,2.7571202384868347e-16,1.0116037059549999e-16,-2.6428603562255872e-17
vix,-1.2105189548221213e-16,0.0,0.012919075028217398,1.316980655452784e-16,-2.425632173813333e-16,-2.4840636214708548e-17,0.45101145325973796,-2.952377954674857e-17,0.3222485402970266,-3.0585670564837755e-17
realized_volatility_20d,1.3553057198188496e-16,0.012919075028217398,0.0,-1.306602738732567e-16,4.572923535505217e-18,-3.2068650697945234e-17,-1.7468588869193624e-17,-4.901050659355469e-17,0.1794181201141268,-1.8703294633400295e-16
drawdown_severity,2.537078324072869e-16,1.316980655452784e-16,-1.306602738732567e-16,0.0,2.7265649683101456e-16,2.465310886721273e-18,-3.624010647223888e-16,-1.0085190720535042e-16,2.226152118870001e-16,2.9459254993607515e-16
liquidity_stress_20d,-9.462116139307737e-18,-2.425632173813333e-16,4.572923535505217e-18,2.7265649683101456e-16,0.0,1.5809275348656865e-16,-8.347309696512974e-17,-1.812150835808826e-17,8.126798104003649e-17,-4.739992572444455e-17
baa_credit_spread_pct,1.5537475794686296e-16,-2.4840636214708548e-17,-3.2068650697945234e-17,2.465310886721273e-18,1.5809275348656865e-16,0.0,-9.200922245289646e-17,-1.2625817977662266e-16,-2.5982022747898613e-17,-9.445760537097865e-18
term_spread_10y_2y_pct,4.680350898719787e-16,0.45101145325973796,-1.7468588869193624e-17,-3.624010647223888e-16,-8.347309696512974e-17,-9.200922245289646e-17,0.0,-1.158812287864417e-16,1.6254182188123862e-16,-9.64328250518772e-18
average_equity_correlation_60d,2.7571202384868347e-16,-2.952377954674857e-17,-4.901050659355469e-17,-1.0085190720535042e-16,-1.812150835808826e-17,-1.2625817977662266e-16,-1.158812287864417e-16,0.0,-2.4861490191371593e-16,9.573354593456032e-17
negative_momentum_21d,1.0116037059549999e-16,0.3222485402970266,0.1794181201141268,2.226152118870001e-16,8.126798104003649e-17,-2.5982022747898613e-17,1.6254182188123862e-16,-2.4861490191371593e-16,0.0,0.006718360324941234
lagged_portfolio_loss_1d,-2.6428603562255872e-17,-3.0585670564837755e-17,-1.8703294633400295e-16,2.9459254993607515e-16,-4.739992572444455e-17,-9.445760537097865e-18,-9.64328250518772e-18,9.573354593456032e-17,0.006718360324941234,0.0
