,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,-1.0556988415620261e-17,-2.9597708247304535e-17,2.3149437338394842e-18,-1.5812852054274547e-17,1.1252899929110457e-18,-3.013464646605924e-17,-5.992368197769086e-19,-5.424452774086197e-19,-2.7218658908822056e-17
vix,-1.0556988415620261e-17,0.0,-1.3386519454380896e-17,-2.0789146418452215e-19,7.15618608930953e-18,-3.194094019258887e-19,1.809182781128077e-17,3.0302590243055186e-18,2.9992818193773606e-18,-1.4487931185159823e-17
realized_volatility_20d,-2.9597708247304535e-17,-1.3386519454380896e-17,0.0,1.9845202146058067e-18,-2.0108357804312352e-17,1.3235441044512527e-18,-2.2534905523684672e-17,-1.6565920813246762e-18,-1.599800538956388e-18,-2.264780022608951e-17
drawdown_severity,2.3149437338394842e-18,-2.0789146418452215e-19,1.9845202146058067e-18,0.0,1.4956224778271663e-17,-1.0071033513309796e-18,-7.915278193684451e-18,-3.3159376919763013e-18,-3.346914896904459e-18,3.8175102684380474e-18
liquidity_stress_20d,-1.5812852054274547e-17,7.15618608930953e-18,-2.0108357804312352e-17,1.4956224778271663e-17,0.0,1.4893625009979347e-17,1.2686176479630129e-17,-1.377797236971261e-18,-1.3623086345071828e-18,-1.9868800752867937e-17
baa_credit_spread_pct,1.1252899929110457e-18,-3.194094019258887e-19,1.3235441044512527e-18,-1.0071033513309796e-18,1.4893625009979347e-17,0.0,-7.622737214644167e-18,-3.1878985782732513e-18,-3.1940940192588827e-18,3.23167539218214e-18
term_spread_10y_2y_pct,-3.013464646605924e-17,1.809182781128077e-17,-2.2534905523684672e-17,-7.915278193684451e-18,1.2686176479630129e-17,-7.622737214644167e-18,0.0,7.091370590386939e-18,7.082077428908491e-18,-2.123248615203859e-17
average_equity_correlation_60d,-5.992368197769086e-19,3.0302590243055186e-18,-1.6565920813246762e-18,-3.3159376919763013e-18,-1.377797236971261e-18,-3.1878985782732513e-18,7.091370590386939e-18,0.0,-2.4217290430501615e-18,-1.1289040001526648e-18
negative_momentum_21d,-5.424452774086197e-19,2.9992818193773606e-18,-1.599800538956388e-18,-3.346914896904459e-18,-1.3623086345071828e-18,-3.1940940192588827e-18,7.082077428908491e-18,-2.4217290430501615e-18,0.0,-1.110833963944573e-18
lagged_portfolio_loss_1d,-2.7218658908822056e-17,-1.4487931185159823e-17,-2.264780022608951e-17,3.8175102684380474e-18,-1.9868800752867937e-17,3.23167539218214e-18,-2.123248615203859e-17,-1.1289040001526648e-18,-1.110833963944573e-18,0.0
