fold,model,evaluation_structure,MSE,RMSE,MAE,Tail-weighted MAE,OOS R2,Correlation,validation RMSE,selection runtime seconds,refit runtime seconds,parameter count,best parameters
0,Choquet 1-additive,rolling_5y,0.003973535876728419,0.06303598874237176,0.04320539221174027,0.06001874548780631,-0.1848983574792733,-0.03824333254546255,0.032149060615454056,0.20266869995975867,0.14454519998980686,11.0,{}
0,Choquet 1-additive scaled-q,rolling_5y,0.0033534824752239783,0.05790926070348316,0.039057125774126074,0.05976462144170528,0.0,-1.2506603089959462e-16,0.027093969586267294,0.04501669999444857,0.04317819996504113,12.0,{}
0,Choquet 2-additive,rolling_5y,0.003973471100250078,0.06303547493475463,0.042901070161249354,0.0618734338040517,-0.1848790412971193,-0.10400886041942693,0.03345543516068675,0.8612158000469208,0.9127488000085577,56.0,{}
0,Choquet 2-additive L1,rolling_5y,0.00398071260308881,0.06309288868873267,0.043091452818900894,0.06005270470037492,-0.18703843914465046,-0.046546270270282776,0.032255411058945256,2.818011899944395,0.8273603999987245,56.0,"{'regressor__regressor__penalty': L1Penalty(weight=0.01, selection=[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54])}"
0,Choquet 2-additive scaled-q,rolling_5y,0.0033534824752239783,0.05790926070348316,0.039057125774126074,0.05976462144170528,0.0,-1.2506603089959462e-16,0.027093969586267294,0.057038200029637665,0.055344599997624755,57.0,{}
0,Choquet 2-additive scaled-q L1,rolling_5y,0.0033534824752239783,0.05790926070348316,0.039057125774126074,0.05976462144170528,0.0,-1.2506603089959462e-16,0.027093969586267294,0.24474380002357066,0.05761509999865666,57.0,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54])}"
0,Choquet model aggregator,rolling_5y,0.0033420601230575078,0.0578105537342232,0.03763167147962454,0.05980706348250868,0.0034061165522292214,0.11527006277277405,0.02736688899454804,0.7001647999859415,0.0,66.0,"{'capacity': '2-additive', 'base models': ['Historical mean', 'OLS', 'OLS oriented', 'Monotone linear', 'Ridge', 'Lasso', 'Elastic net', 'Explicit interactions', 'Random forest', 'Gradient boosting', 'MLP']}"
0,Elastic net,rolling_5y,0.0033554390701462473,0.05792615186723737,0.03794631600120964,0.05987650256750975,-0.0005834516615861318,0.0478228163200804,0.030620864613555846,0.035594699962530285,0.0022211000323295593,11.0,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}"
0,Explicit interactions,rolling_5y,0.03321384952077347,0.1822466721802444,0.0883709049591092,0.09372574526322071,-8.904285997067905,-0.27193999743499153,0.04333845925213146,0.019407100044190884,0.0032878000056371093,56.0,{'regressor__ridge__alpha': 10.0}
0,Fuzzy Choquet neural network,rolling_5y,0.004258155961956531,0.0652545474427379,0.04153060800637626,0.06712695814657593,-0.26977134767108923,0.22388996378158232,0.02749778384180113,0.34408340003574267,0.10011980001581833,666.0,"{'regressor__alpha': 0.001, 'regressor__hidden_layer_sizes': (32, 16), 'regressor__mlp_solver': 'adam'}"
0,Gradient boosting,rolling_5y,0.0035234584940208036,0.05935872719340269,0.03771253912347506,0.06259916504785033,-0.05068641928283002,0.20699923225994335,0.046050784328531734,0.7377507999772206,0.10235450003528967,,"{'regressor__l2_regularization': 0.0, 'regressor__learning_rate': 0.03, 'regressor__max_leaf_nodes': 15}"
0,Historical mean,rolling_5y,0.0033534824752239783,0.05790926070348316,0.039057125774126074,0.05976462144170528,0.0,-1.2506603089959462e-16,0.027086554269485617,0.004193800035864115,0.002061900042463094,,{}
0,Lasso,rolling_5y,0.0033534824752239783,0.05790926070348316,0.039057125774126074,0.05976462144170528,0.0,-1.2506603089959462e-16,0.027086554269485617,0.015595600008964539,0.002430099993944168,11.0,{'regressor__alpha': 0.01}
0,MLP,rolling_5y,0.003971425784668705,0.06301924931851144,0.042626035245805646,0.06642295589686248,-0.1842691333591817,-0.008597960637325463,0.04125188415157759,20.691632999980357,0.48144550004508346,97.0,"{'regressor__regressor__alpha': 0.01, 'regressor__regressor__hidden_layer_sizes': (8,), 'regressor__regressor__learning_rate_init': 0.001, 'regressor__regressor__solver': 'adam'}"
0,Monotone linear,rolling_5y,0.00338044961831587,0.05814163412147848,0.03953459136195916,0.05988602050841291,-0.008041533925144506,-0.2101282877131898,0.028047352014667994,0.005176500009838492,0.003296900016721338,11.0,{}
0,OLS,rolling_5y,0.003542648287259454,0.05952015026240654,0.03902905709975037,0.06049087761791141,-0.05640876713478016,-0.06153649761054026,0.034458380784839336,0.003778400016017258,0.0025438999873586,11.0,{}
0,OLS oriented,rolling_5y,0.003542648287259454,0.05952015026240654,0.03902905709975037,0.06049087761791141,-0.05640876713478016,-0.06153649761054026,0.034458380784839336,0.00614280003355816,0.0033091999939642847,11.0,{}
0,Random forest,rolling_5y,0.0034540054709927405,0.05877078756485011,0.03800506784030535,0.061543510461623374,-0.02997570332078392,0.07587587055731498,0.03995791591169912,1.6709036999964155,0.2730011999956332,,"{'regressor__max_depth': 6, 'regressor__min_samples_leaf': 20}"
0,Ridge,rolling_5y,0.003529573140341727,0.05941021074143507,0.03897555768900738,0.0604324901122611,-0.0525097913642707,-0.0581269830976596,0.03406777180785952,0.014583899988792837,0.0025690000038594007,11.0,{'regressor__alpha': 10.0}
1,Choquet 1-additive,rolling_5y,0.0007167303063179529,0.02677181925678479,0.021497207268121557,0.02514482923654816,-0.37426413750469845,-0.1125966658306454,0.06431338390033567,0.2082867000135593,0.17553350003436208,11.0,{}
1,Choquet 1-additive scaled-q,rolling_5y,0.0005215375172485737,0.022837195914747803,0.0182142635527565,0.022371761804440657,0.0,,0.05902884051330039,0.04612209997139871,0.04527069994946942,12.0,{}
1,Choquet 2-additive,rolling_5y,0.0006714345899321909,0.025912054915274298,0.020602305114635955,0.02439278494767567,-0.2874137865947115,-0.12635057091537585,0.06489710371184518,0.7291321000084281,0.7136764000169933,56.0,{}
1,Choquet 2-additive L1,rolling_5y,0.0007170918485802611,0.026778570697112664,0.021487847680396518,0.02506050202468594,-0.3749573613866841,-0.11452816026005651,0.06429902139821425,3.0594301999663003,1.1565120000159368,56.0,"{'regressor__regressor__penalty': L1Penalty(weight=0.01, selection=[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54])}"
1,Choquet 2-additive scaled-q,rolling_5y,0.0005215375172485737,0.022837195914747803,0.0182142635527565,0.022371761804440657,0.0,,0.05902884051330039,0.05767419998301193,0.055923999985679984,57.0,{}
1,Choquet 2-additive scaled-q L1,rolling_5y,0.0005215375172485737,0.022837195914747803,0.0182142635527565,0.022371761804440657,0.0,,0.05902884051330039,0.2411269000149332,0.05580149998422712,57.0,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54])}"
1,Choquet model aggregator,rolling_5y,0.00048722917913456855,0.022073268428906685,0.017615258119362945,0.021924986563371662,0.06578306829200398,0.33583239307633084,0.05874190642694231,0.3136602999875322,0.0,66.0,"{'capacity': '2-additive', 'base models': ['Historical mean', 'OLS', 'OLS oriented', 'Monotone linear', 'Ridge', 'Lasso', 'Elastic net', 'Explicit interactions', 'Random forest', 'Gradient boosting', 'MLP']}"
1,Elastic net,rolling_5y,0.0005025105230632822,0.02241674648701908,0.01766872770211089,0.02166502082403701,0.036482503283120415,0.22695965208801094,0.05926210039270143,0.03588430001400411,0.002661900012753904,11.0,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}"
1,Explicit interactions,rolling_5y,0.0019151330024391522,0.043762232603457886,0.037990950750618216,0.04308554615659616,-2.672090576614006,0.4668902488740129,0.10927503534435472,0.020200399972964078,0.0031513000139966607,56.0,{'regressor__ridge__alpha': 10.0}
1,Fuzzy Choquet neural network,rolling_5y,0.0005229676457912779,0.022868485865734048,0.018175436395854245,0.02211182871913659,-0.0027421393387938586,0.3688012660517379,0.06006284823722301,0.3248951999703422,0.06738149997545406,154.0,"{'regressor__alpha': 0.0001, 'regressor__hidden_layer_sizes': (32,), 'regressor__mlp_solver': 'adam'}"
