,count,mean,std,min,25%,50%,75%,max
equal weight,3161.0,-0.0007826261310642493,0.011585561304641716,-0.09128542018079412,-0.00633719892958842,-0.0011777905928000616,0.004089603426253566,0.12702089402181627
lagged market-cap weight,3161.0,-0.0007170141375306304,0.013381178456735676,-0.11689752582966412,-0.007511608475830056,-0.001227120853679444,0.00509811946630259,0.1251075926806621
