,Shapley importance
vix,0.3805086957988676
lagged_portfolio_loss_1d,0.21124885523996542
term_spread_10y_2y_pct,0.18341020407214895
realized_volatility_20d,0.10534094068788613
negative_momentum_21d,0.09892245820272162
market_loss_1d,0.020568845998411543
average_equity_correlation_60d,1.0925764625183709e-16
liquidity_stress_20d,5.985627657687317e-17
baa_credit_spread_pct,-5.400625071828192e-18
drawdown_severity,-1.634086963712061e-16
