fold,model,feature,Shapley importance
0,Choquistic 1-additive [balanced],average_equity_correlation_60d,-6.603163817373768e-16
0,Choquistic 1-additive [balanced],baa_credit_spread_pct,0.445723087255291
0,Choquistic 1-additive [balanced],drawdown_severity,-7.474425671510456e-16
0,Choquistic 1-additive [balanced],lagged_portfolio_loss_1d,0.28001472211585593
0,Choquistic 1-additive [balanced],liquidity_stress_20d,0.1091771980596157
0,Choquistic 1-additive [balanced],market_loss_1d,0.07733694014234666
0,Choquistic 1-additive [balanced],negative_momentum_21d,-8.455822245140618e-16
0,Choquistic 1-additive [balanced],realized_volatility_20d,-5.861130257418265e-16
0,Choquistic 1-additive [balanced],term_spread_10y_2y_pct,0.08774805242689639
0,Choquistic 1-additive [balanced],vix,-4.363109627642887e-16
0,Choquistic 1-additive [unweighted],average_equity_correlation_60d,1.640271063239368e-17
0,Choquistic 1-additive [unweighted],baa_credit_spread_pct,0.34563135651237303
0,Choquistic 1-additive [unweighted],drawdown_severity,1.62011402626124e-16
0,Choquistic 1-additive [unweighted],lagged_portfolio_loss_1d,0.2008963213743224
0,Choquistic 1-additive [unweighted],liquidity_stress_20d,0.07444145383115122
0,Choquistic 1-additive [unweighted],market_loss_1d,0.2251521519844027
0,Choquistic 1-additive [unweighted],negative_momentum_21d,-1.6079658090210338e-17
0,Choquistic 1-additive [unweighted],realized_volatility_20d,-1.8217231562773922e-17
0,Choquistic 1-additive [unweighted],term_spread_10y_2y_pct,0.1538787162977481
0,Choquistic 1-additive [unweighted],vix,2.9760103316629896e-17
0,Choquistic 2-additive [balanced],average_equity_correlation_60d,6.661191720538696e-15
0,Choquistic 2-additive [balanced],baa_credit_spread_pct,0.3254468557148478
0,Choquistic 2-additive [balanced],drawdown_severity,3.001825792943282e-15
0,Choquistic 2-additive [balanced],lagged_portfolio_loss_1d,0.1865829470271641
0,Choquistic 2-additive [balanced],liquidity_stress_20d,0.034887293167148545
0,Choquistic 2-additive [balanced],market_loss_1d,0.13864239171346746
0,Choquistic 2-additive [balanced],negative_momentum_21d,0.1386423917134669
0,Choquistic 2-additive [balanced],realized_volatility_20d,4.467649826504693e-15
0,Choquistic 2-additive [balanced],term_spread_10y_2y_pct,0.17579812066388825
0,Choquistic 2-additive [balanced],vix,1.9793006921170048e-15
0,Choquistic 2-additive [unweighted],average_equity_correlation_60d,1.3229681888659914e-16
0,Choquistic 2-additive [unweighted],baa_credit_spread_pct,0.33653803435866136
0,Choquistic 2-additive [unweighted],drawdown_severity,1.3355455382683276e-15
0,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.03771046121578371
0,Choquistic 2-additive [unweighted],liquidity_stress_20d,0.1771333394911637
0,Choquistic 2-additive [unweighted],market_loss_1d,0.15552278865295605
0,Choquistic 2-additive [unweighted],negative_momentum_21d,0.1389713526239052
0,Choquistic 2-additive [unweighted],realized_volatility_20d,4.1912114296035283e-17
0,Choquistic 2-additive [unweighted],term_spread_10y_2y_pct,0.15412402365752853
0,Choquistic 2-additive [unweighted],vix,4.683534908374437e-16
0,Choquistic model aggregator [balanced],Gradient boosting [balanced],-6.100444223851772e-17
0,Choquistic model aggregator [balanced],Logistic [balanced],2.6107588313450947e-16
0,Choquistic model aggregator [balanced],Logistic oriented [balanced],-3.1514143146911994e-16
0,Choquistic model aggregator [balanced],Penalized logistic [balanced],0.9999999999999998
0,Choquistic model aggregator [balanced],Rolling prior probability,1.8503717077085943e-16
0,Choquistic model aggregator [unweighted],Gradient boosting [unweighted],0.3134952551169626
0,Choquistic model aggregator [unweighted],Logistic [unweighted],0.34325237640340656
0,Choquistic model aggregator [unweighted],Logistic oriented [unweighted],0.34325236847963075
0,Choquistic model aggregator [unweighted],Penalized logistic [unweighted],-4.7550961468414516e-17
0,Choquistic model aggregator [unweighted],Rolling prior probability,4.4492156089289783e-17
1,Choquistic 1-additive [balanced],average_equity_correlation_60d,-3.7704206145576746e-18
1,Choquistic 1-additive [balanced],baa_credit_spread_pct,2.2913856770513605e-16
1,Choquistic 1-additive [balanced],drawdown_severity,0.3424449988766235
1,Choquistic 1-additive [balanced],lagged_portfolio_loss_1d,0.0619205902356281
1,Choquistic 1-additive [balanced],liquidity_stress_20d,8.196600691912205e-18
1,Choquistic 1-additive [balanced],market_loss_1d,0.039647082270487286
1,Choquistic 1-additive [balanced],negative_momentum_21d,1.4349062956900621e-16
1,Choquistic 1-additive [balanced],realized_volatility_20d,0.5559873286172647
1,Choquistic 1-additive [balanced],term_spread_10y_2y_pct,1.4062237702408544e-16
1,Choquistic 1-additive [balanced],vix,7.003915917529337e-17
1,Choquistic 1-additive [unweighted],average_equity_correlation_60d,3.0394993990056883e-18
1,Choquistic 1-additive [unweighted],baa_credit_spread_pct,-1.4448986554291012e-17
1,Choquistic 1-additive [unweighted],drawdown_severity,0.2925131785398133
1,Choquistic 1-additive [unweighted],lagged_portfolio_loss_1d,0.16551969994702287
1,Choquistic 1-additive [unweighted],liquidity_stress_20d,6.863244813404918e-18
1,Choquistic 1-additive [unweighted],market_loss_1d,0.12842523888824994
1,Choquistic 1-additive [unweighted],negative_momentum_21d,2.567563526387684e-18
1,Choquistic 1-additive [unweighted],realized_volatility_20d,0.41354188262491925
1,Choquistic 1-additive [unweighted],term_spread_10y_2y_pct,-1.1512572906854761e-17
1,Choquistic 1-additive [unweighted],vix,1.0033714800199661e-16
1,Choquistic 2-additive [balanced],average_equity_correlation_60d,9.848913280832438e-16
1,Choquistic 2-additive [balanced],baa_credit_spread_pct,2.667862170295284e-16
1,Choquistic 2-additive [balanced],drawdown_severity,0.2483081467676719
1,Choquistic 2-additive [balanced],lagged_portfolio_loss_1d,0.056177748680048184
1,Choquistic 2-additive [balanced],liquidity_stress_20d,0.14236885580981792
1,Choquistic 2-additive [balanced],market_loss_1d,0.1394465502015884
1,Choquistic 2-additive [balanced],negative_momentum_21d,5.806487100215637e-16
1,Choquistic 2-additive [balanced],realized_volatility_20d,0.4136986985408726
1,Choquistic 2-additive [balanced],term_spread_10y_2y_pct,3.147000888248323e-16
1,Choquistic 2-additive [balanced],vix,-6.050957006271651e-16
1,Choquistic 2-additive [unweighted],average_equity_correlation_60d,-8.578680708970828e-19
1,Choquistic 2-additive [unweighted],baa_credit_spread_pct,-2.806473918171803e-17
1,Choquistic 2-additive [unweighted],drawdown_severity,0.24402272904100178
1,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.10672680156406676
1,Choquistic 2-additive [unweighted],liquidity_stress_20d,0.1285724541753958
1,Choquistic 2-additive [unweighted],market_loss_1d,0.16818210644883408
1,Choquistic 2-additive [unweighted],negative_momentum_21d,-5.3129883835011006e-17
1,Choquistic 2-additive [unweighted],realized_volatility_20d,0.3524959087707009
1,Choquistic 2-additive [unweighted],term_spread_10y_2y_pct,2.0322745000015297e-18
1,Choquistic 2-additive [unweighted],vix,-7.440192818309385e-17
1,Choquistic model aggregator [balanced],Gradient boosting [balanced],2.50768734481414e-16
1,Choquistic model aggregator [balanced],Logistic [balanced],-1.0325218689303622e-17
1,Choquistic model aggregator [balanced],Logistic oriented [balanced],-5.2663313524862577e-17
1,Choquistic model aggregator [balanced],Penalized logistic [balanced],0.9999999999999998
1,Choquistic model aggregator [balanced],Rolling prior probability,1.1824308893126913e-16
1,Choquistic model aggregator [unweighted],Gradient boosting [unweighted],-7.810795738492915e-17
1,Choquistic model aggregator [unweighted],Logistic [unweighted],7.637752554255176e-18
1,Choquistic model aggregator [unweighted],Logistic oriented [unweighted],-4.709751649731772e-17
1,Choquistic model aggregator [unweighted],Penalized logistic [unweighted],0.5009995692901611
1,Choquistic model aggregator [unweighted],Rolling prior probability,0.4990004307098388
2,Choquistic 1-additive [balanced],average_equity_correlation_60d,-1.7846578471182518e-16
2,Choquistic 1-additive [balanced],baa_credit_spread_pct,0.40424135375541137
2,Choquistic 1-additive [balanced],drawdown_severity,7.787247684760534e-17
2,Choquistic 1-additive [balanced],lagged_portfolio_loss_1d,0.14173899466750212
2,Choquistic 1-additive [balanced],liquidity_stress_20d,-1.6046616565198086e-16
2,Choquistic 1-additive [balanced],market_loss_1d,0.004746317708780911
2,Choquistic 1-additive [balanced],negative_momentum_21d,0.056192129624091904
2,Choquistic 1-additive [balanced],realized_volatility_20d,0.3764619442764931
2,Choquistic 1-additive [balanced],term_spread_10y_2y_pct,0.016619259967720623
2,Choquistic 1-additive [balanced],vix,-2.3647530270803392e-17
2,Choquistic 1-additive [unweighted],average_equity_correlation_60d,-6.934624239611901e-18
2,Choquistic 1-additive [unweighted],baa_credit_spread_pct,0.2934467649499817
2,Choquistic 1-additive [unweighted],drawdown_severity,0.07521477125405872
2,Choquistic 1-additive [unweighted],lagged_portfolio_loss_1d,0.06933526840080337
2,Choquistic 1-additive [unweighted],liquidity_stress_20d,7.233012118933211e-18
2,Choquistic 1-additive [unweighted],market_loss_1d,0.023317763206958875
2,Choquistic 1-additive [unweighted],negative_momentum_21d,0.2507406893302711
2,Choquistic 1-additive [unweighted],realized_volatility_20d,0.28794474285792476
2,Choquistic 1-additive [unweighted],term_spread_10y_2y_pct,3.367073599692219e-17
2,Choquistic 1-additive [unweighted],vix,8.735910609350113e-18
2,Choquistic 2-additive [balanced],average_equity_correlation_60d,-4.150202492167206e-16
2,Choquistic 2-additive [balanced],baa_credit_spread_pct,0.19709931773906508
2,Choquistic 2-additive [balanced],drawdown_severity,0.03500477377379917
2,Choquistic 2-additive [balanced],lagged_portfolio_loss_1d,0.12694196383945577
2,Choquistic 2-additive [balanced],liquidity_stress_20d,0.013912959566789894
2,Choquistic 2-additive [balanced],market_loss_1d,0.06225911360265572
2,Choquistic 2-additive [balanced],negative_momentum_21d,0.21239524695562592
2,Choquistic 2-additive [balanced],realized_volatility_20d,0.27823158433681866
2,Choquistic 2-additive [balanced],term_spread_10y_2y_pct,0.07237790379856285
2,Choquistic 2-additive [balanced],vix,0.0017771363872264394
2,Choquistic 2-additive [unweighted],average_equity_correlation_60d,-1.7176833512845072e-17
2,Choquistic 2-additive [unweighted],baa_credit_spread_pct,0.2188968015637571
2,Choquistic 2-additive [unweighted],drawdown_severity,0.07538111293341637
2,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.05493783058149145
2,Choquistic 2-additive [unweighted],liquidity_stress_20d,0.07604762565401817
2,Choquistic 2-additive [unweighted],market_loss_1d,0.05418589645442562
2,Choquistic 2-additive [unweighted],negative_momentum_21d,0.249593898817839
2,Choquistic 2-additive [unweighted],realized_volatility_20d,0.20419689836195673
2,Choquistic 2-additive [unweighted],term_spread_10y_2y_pct,0.06675993563309529
2,Choquistic 2-additive [unweighted],vix,7.436509633866101e-17
2,Choquistic model aggregator [balanced],Gradient boosting [balanced],2.5045674252198292e-17
2,Choquistic model aggregator [balanced],Logistic [balanced],-2.5927783156421666e-17
2,Choquistic model aggregator [balanced],Logistic oriented [balanced],-1.3885478275814083e-16
2,Choquistic model aggregator [balanced],Penalized logistic [balanced],0.9999999999999998
2,Choquistic model aggregator [balanced],Rolling prior probability,2.0201768735602347e-16
2,Choquistic model aggregator [unweighted],Gradient boosting [unweighted],0.9000737965477675
2,Choquistic model aggregator [unweighted],Logistic [unweighted],-3.145443595418479e-17
2,Choquistic model aggregator [unweighted],Logistic oriented [unweighted],-2.2255760796474266e-17
2,Choquistic model aggregator [unweighted],Penalized logistic [unweighted],4.892359821529836e-17
2,Choquistic model aggregator [unweighted],Rolling prior probability,0.0999262034522328
3,Choquistic 1-additive [balanced],average_equity_correlation_60d,-7.429742821672021e-16
