,count,mean,std,min,25%,50%,75%,max
AAPL,3161.0,0.0009392141532216569,0.017767083359214526,-0.13770812144664824,-0.007104745471361085,0.0009951396111609334,0.009868404205967796,0.1426175779646206
AMZN,3161.0,0.0007817277552182676,0.020624583963338296,-0.15139738553220017,-0.008942507528068688,0.0009870009532413349,0.011516999943067319,0.13215223689811673
JPM,3161.0,0.0006731716472831502,0.016604304526696898,-0.16210596347282547,-0.006987131124985169,0.0008182259836981842,0.00868763506233261,0.16562024975379064
KO,3161.0,0.00036935624535566443,0.011194453612538142,-0.10172780327160158,-0.004731670766812801,0.000492557054802667,0.005919697398111268,0.06278352409416676
MSFT,3161.0,0.0008501991923959538,0.016981369699605037,-0.1594530085583239,-0.006976559283439432,0.0008340684884746707,0.009394864065509267,0.14415854534873507
NVDA,3161.0,0.00197978546338164,0.02929722335560252,-0.2077088341480693,-0.012001858595491854,0.0023651201872043615,0.016817304157044244,0.2608570526541747
UNH,3161.0,0.0006130395298999738,0.018357053674451267,-0.2533408748336132,-0.00713281721238701,0.0008370536203026191,0.008776545107810563,0.12043751173849948
WMT,3161.0,0.0005310975928379885,0.013370980384053944,-0.12076558349708266,-0.005638516898803569,0.0006629895545753328,0.006956317882017338,0.11072181957273708
XOM,3161.0,0.00030604359998394825,0.01689154839339394,-0.1303903230711052,-0.007887444074917482,0.0003186452876038359,0.008849639344719051,0.1194424146412536
