,Shapley importance
term_spread_10y_2y_pct,0.3017297479778862
vix,0.3011363982462014
realized_volatility_20d,0.22445651994237353
market_loss_1d,0.11592836494779357
lagged_portfolio_loss_1d,0.05536140541599154
negative_momentum_21d,0.0013875634697412284
baa_credit_spread_pct,5.47184983223185e-15
drawdown_severity,5.1857507236013285e-15
liquidity_stress_20d,4.666983713403484e-15
average_equity_correlation_60d,-2.4580135889885123e-15
