fold,model,feature,Shapley importance
0,Choquistic 1-additive [balanced],average_equity_correlation_60d,3.499638406095996e-16
0,Choquistic 1-additive [balanced],baa_credit_spread_pct,0.03203847278947683
0,Choquistic 1-additive [balanced],drawdown_severity,2.0324041971611578e-16
0,Choquistic 1-additive [balanced],lagged_portfolio_loss_1d,-5.764084751503597e-17
0,Choquistic 1-additive [balanced],liquidity_stress_20d,0.26673765211824557
0,Choquistic 1-additive [balanced],market_loss_1d,-1.8738491215821517e-16
0,Choquistic 1-additive [balanced],negative_momentum_21d,0.7012238750922739
0,Choquistic 1-additive [balanced],realized_volatility_20d,3.2367290865347346e-17
0,Choquistic 1-additive [balanced],term_spread_10y_2y_pct,1.6582985703690776e-16
0,Choquistic 1-additive [balanced],vix,1.9604484793925574e-16
0,Choquistic 1-additive [unweighted],average_equity_correlation_60d,-3.6893638048175416e-18
0,Choquistic 1-additive [unweighted],baa_credit_spread_pct,0.15217492527492257
0,Choquistic 1-additive [unweighted],drawdown_severity,4.580975526088827e-17
0,Choquistic 1-additive [unweighted],lagged_portfolio_loss_1d,0.1617473068484762
0,Choquistic 1-additive [unweighted],liquidity_stress_20d,0.08710998992559704
0,Choquistic 1-additive [unweighted],market_loss_1d,0.10007290222654659
0,Choquistic 1-additive [unweighted],negative_momentum_21d,0.3823031596173227
0,Choquistic 1-additive [unweighted],realized_volatility_20d,0.11659171610713243
0,Choquistic 1-additive [unweighted],term_spread_10y_2y_pct,8.923698576546278e-18
0,Choquistic 1-additive [unweighted],vix,1.5716267754954324e-16
0,Choquistic 2-additive [balanced],average_equity_correlation_60d,0.09767114927516461
0,Choquistic 2-additive [balanced],baa_credit_spread_pct,0.2596378004399761
0,Choquistic 2-additive [balanced],drawdown_severity,-1.2633400488599046e-15
0,Choquistic 2-additive [balanced],lagged_portfolio_loss_1d,0.37094862158358594
0,Choquistic 2-additive [balanced],liquidity_stress_20d,0.1113108211436049
0,Choquistic 2-additive [balanced],market_loss_1d,-3.3787620000822794e-16
0,Choquistic 2-additive [balanced],negative_momentum_21d,0.16043160755767846
0,Choquistic 2-additive [balanced],realized_volatility_20d,-2.203167590417839e-15
0,Choquistic 2-additive [balanced],term_spread_10y_2y_pct,-1.408490334535058e-15
0,Choquistic 2-additive [balanced],vix,-5.328334886477628e-16
0,Choquistic 2-additive [unweighted],average_equity_correlation_60d,0.02248340401995572
0,Choquistic 2-additive [unweighted],baa_credit_spread_pct,0.27363256646718065
0,Choquistic 2-additive [unweighted],drawdown_severity,-4.3428250882070636e-16
0,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.21373165546433837
0,Choquistic 2-additive [unweighted],liquidity_stress_20d,0.055838965628753665
0,Choquistic 2-additive [unweighted],market_loss_1d,0.07381647582922056
0,Choquistic 2-additive [unweighted],negative_momentum_21d,0.25798990734166394
0,Choquistic 2-additive [unweighted],realized_volatility_20d,0.030587317010434538
0,Choquistic 2-additive [unweighted],term_spread_10y_2y_pct,0.0719197082384512
0,Choquistic 2-additive [unweighted],vix,-1.9669917423987315e-16
0,Choquistic model aggregator [balanced],Explicit interactions [balanced],0.04651077524918896
0,Choquistic model aggregator [balanced],Gradient boosting [balanced],-5.0320240811272926e-18
0,Choquistic model aggregator [balanced],Logistic [balanced],1.8266012611514082e-17
0,Choquistic model aggregator [balanced],Logistic oriented [balanced],3.216006056053767e-17
0,Choquistic model aggregator [balanced],MLP [balanced],0.659331179927337
0,Choquistic model aggregator [balanced],Penalized logistic [balanced],4.511556831590456e-17
0,Choquistic model aggregator [balanced],RBF SVM [balanced],0.2941580448234745
0,Choquistic model aggregator [balanced],Random forest [balanced],1.9903633904468074e-17
0,Choquistic model aggregator [balanced],Rolling prior probability,1.743409403109105e-17
0,Choquistic model aggregator [unweighted],Explicit interactions [unweighted],0.22002787051713563
0,Choquistic model aggregator [unweighted],Gradient boosting [unweighted],0.018498388205718825
0,Choquistic model aggregator [unweighted],Logistic [unweighted],0.2574802391931828
0,Choquistic model aggregator [unweighted],Logistic oriented [unweighted],0.25748002340965764
0,Choquistic model aggregator [unweighted],MLP [unweighted],-5.113476311845274e-17
0,Choquistic model aggregator [unweighted],Penalized logistic [unweighted],0.24651347867430456
0,Choquistic model aggregator [unweighted],RBF SVM [unweighted],2.1463718177420486e-16
0,Choquistic model aggregator [unweighted],Random forest [unweighted],1.811820373760554e-16
0,Choquistic model aggregator [unweighted],Rolling prior probability,8.848561085799713e-17
0,Fuzzy Choquet neural network [balanced],average_equity_correlation_60d,0.09767147863938792
0,Fuzzy Choquet neural network [balanced],baa_credit_spread_pct,0.2596376276553968
0,Fuzzy Choquet neural network [balanced],drawdown_severity,-3.130130970666915e-16
0,Fuzzy Choquet neural network [balanced],lagged_portfolio_loss_1d,0.37094865961120066
0,Fuzzy Choquet neural network [balanced],liquidity_stress_20d,0.11131103195579835
0,Fuzzy Choquet neural network [balanced],market_loss_1d,-4.589862852295793e-16
0,Fuzzy Choquet neural network [balanced],negative_momentum_21d,0.1604312021382232
0,Fuzzy Choquet neural network [balanced],realized_volatility_20d,-2.4720291422252494e-15
0,Fuzzy Choquet neural network [balanced],term_spread_10y_2y_pct,-1.5936735986210458e-15
0,Fuzzy Choquet neural network [balanced],vix,-1.3285485331870865e-15
0,Fuzzy Choquet neural network [unweighted],average_equity_correlation_60d,0.02248328385461748
0,Fuzzy Choquet neural network [unweighted],baa_credit_spread_pct,0.2736324491460699
0,Fuzzy Choquet neural network [unweighted],drawdown_severity,-6.149261085716271e-16
0,Fuzzy Choquet neural network [unweighted],lagged_portfolio_loss_1d,0.21373130776424612
0,Fuzzy Choquet neural network [unweighted],liquidity_stress_20d,0.05583864921934393
0,Fuzzy Choquet neural network [unweighted],market_loss_1d,0.07381659283207252
