fold,model,feature,Shapley importance
0,Choquet 1-additive,average_equity_correlation_60d,0.02162381632486271
0,Choquet 1-additive,baa_credit_spread_pct,1.3900348463139738e-18
0,Choquet 1-additive,drawdown_severity,0.039354437094851015
0,Choquet 1-additive,lagged_portfolio_loss_1d,0.37662323337484566
0,Choquet 1-additive,liquidity_stress_20d,0.020743222451481844
0,Choquet 1-additive,market_loss_1d,0.43353780900329153
0,Choquet 1-additive,negative_momentum_21d,1.0789317452581444e-18
0,Choquet 1-additive,realized_volatility_20d,0.03905759081010041
0,Choquet 1-additive,term_spread_10y_2y_pct,0.06905989094056762
0,Choquet 1-additive,vix,-2.410212083960987e-19
0,Choquet 1-additive scaled-q,average_equity_correlation_60d,0.10000000000000013
0,Choquet 1-additive scaled-q,baa_credit_spread_pct,0.10000000000000013
0,Choquet 1-additive scaled-q,drawdown_severity,0.10000000000000013
0,Choquet 1-additive scaled-q,lagged_portfolio_loss_1d,0.10000000000000013
0,Choquet 1-additive scaled-q,liquidity_stress_20d,0.10000000000000013
0,Choquet 1-additive scaled-q,market_loss_1d,0.10000000000000013
0,Choquet 1-additive scaled-q,negative_momentum_21d,0.10000000000000013
0,Choquet 1-additive scaled-q,realized_volatility_20d,0.10000000000000013
0,Choquet 1-additive scaled-q,term_spread_10y_2y_pct,0.10000000000000013
0,Choquet 1-additive scaled-q,vix,0.10000000000000013
0,Choquet 2-additive,average_equity_correlation_60d,0.025247513532757872
0,Choquet 2-additive,baa_credit_spread_pct,0.040034108878856535
0,Choquet 2-additive,drawdown_severity,0.12067061421826845
0,Choquet 2-additive,lagged_portfolio_loss_1d,0.28167191298866845
0,Choquet 2-additive,liquidity_stress_20d,0.03233306497088038
0,Choquet 2-additive,market_loss_1d,0.33701332274025037
0,Choquet 2-additive,negative_momentum_21d,0.010716070343705886
0,Choquet 2-additive,realized_volatility_20d,0.017992788695371676
0,Choquet 2-additive,term_spread_10y_2y_pct,0.1343206036312406
0,Choquet 2-additive,vix,4.755357718984121e-18
0,Choquet 2-additive L1,average_equity_correlation_60d,0.025346730078190466
0,Choquet 2-additive L1,baa_credit_spread_pct,0.040718923051526856
0,Choquet 2-additive L1,drawdown_severity,0.1153782441535304
