fold,model,probability calibration,threshold source,calibration runtime seconds,ROC AUC,PR AUC,Precision,Recall,F1,Brier,Log loss,Mean predicted probability,Observed event prevalence,Calibration gap,Absolute calibration gap,Threshold,Predicted event rate,Observed event rate,base model,validation PR AUC,selection runtime seconds,refit runtime seconds,parameter count,calibration observations,calibration event prevalence
1,Prior probability [isotonic],isotonic,calibration,0.009013999999979205,0.5,0.007936507936507936,0.007936507936507936,1.0,0.015748031496062992,0.00827606349206349,0.05655146892078719,0.028000000000000004,0.007936507936507936,0.020063492063492068,0.020063492063492068,0.01,1.0,0.007936507936507936,Prior probability,0.07258064516129033,0.004812099999981001,0.0027666999999382824,,500,0.028
1,Prior probability [sigmoid],sigmoid,calibration,0.0098540999999841,0.5,0.007936507936507936,0.007936507936507936,1.0,0.015748031496062992,0.008285824797211464,0.05673004997847981,0.028241803278604805,0.007936507936507936,0.02030529534209687,0.02030529534209687,0.01,1.0,0.007936507936507936,Prior probability,0.07258064516129033,0.004812099999981001,0.0027666999999382824,,500,0.028
2,Choquistic 1-additive,uncalibrated,selection validation,0.0,0.7005444646098004,0.1298294659775678,0.11042944785276074,0.9473684210526315,0.1978021978021978,0.31572610868719764,0.8478408853988415,0.546833715565136,0.07569721115537849,0.4711365044097576,0.4711365044097576,0.4715305901840613,0.649402390438247,0.07569721115537849,Choquistic 1-additive,0.08660100090751736,0.36049099999991085,0.22103660000016134,12.0,500,0.03
2,Choquistic 1-additive [isotonic],isotonic,calibration,0.011451800000031653,0.6665154264972777,0.11265564856957562,0.08530805687203792,0.9473684210526315,0.1565217391304348,0.07035141172137048,0.3615709270429105,0.04524237147535698,0.07569721115537849,-0.03045483968002151,0.03045483968002151,0.009999999999999998,0.8406374501992032,0.07569721115537849,Choquistic 1-additive,0.08660100090751736,0.36049099999991085,0.22103660000016134,12.0,500,0.03
2,Choquistic 1-additive [sigmoid],sigmoid,calibration,0.013065699999970093,0.7005444646098004,0.1298294659775678,0.08530805687203792,0.9473684210526315,0.1565217391304348,0.06964024202732663,0.2632954614389877,0.04530555211897321,0.07569721115537849,-0.030391659036405276,0.030391659036405276,0.02602634869156866,0.8406374501992032,0.07569721115537849,Choquistic 1-additive,0.08660100090751736,0.36049099999991085,0.22103660000016134,12.0,500,0.03
2,Choquistic 2-additive,uncalibrated,selection validation,0.0,0.6817150635208712,0.15383452961965643,0.076,1.0,0.1412639405204461,0.3258162324908006,0.9045788183220164,0.537800562850426,0.07569721115537849,0.4621033516950475,0.4621033516950475,0.06569153162928447,0.9960159362549801,0.07569721115537849,Choquistic 2-additive,0.12496102532653892,1.1759286999999858,0.9672347999999147,57.0,500,0.03
2,Choquistic 2-additive [isotonic],isotonic,calibration,0.012347300000101313,0.6762704174228675,0.1282768337933078,0.1590909090909091,0.3684210526315789,0.2222222222222222,0.06977839526305099,0.3596701233311111,0.0384485666998392,0.07569721115537849,-0.03724864445553929,0.03724864445553929,0.08333333333333333,0.1752988047808765,0.07569721115537849,Choquistic 2-additive,0.12496102532653892,1.1759286999999858,0.9672347999999147,57.0,500,0.03
2,Choquistic 2-additive [sigmoid],sigmoid,calibration,0.013964500000156477,0.6817150635208712,0.15383452961965643,0.1590909090909091,0.3684210526315789,0.2222222222222222,0.07046901378074615,0.27400739109691125,0.0360779650803589,0.07569721115537849,-0.03961924607501959,0.03961924607501959,0.05053017844715802,0.1752988047808765,0.07569721115537849,Choquistic 2-additive,0.12496102532653892,1.1759286999999858,0.9672347999999147,57.0,500,0.03
2,Gradient boosting,uncalibrated,selection validation,0.0,0.7887931034482759,0.24530306357330595,0.07569721115537849,1.0,0.14074074074074075,0.07422500844505911,0.4103588233274918,0.0034760330905544926,0.07569721115537849,-0.07222117806482399,0.07222117806482399,1.727502954549796e-05,1.0,0.07569721115537849,Gradient boosting,0.042248651230603174,0.674601100000018,0.06235160000005635,,500,0.03
2,Gradient boosting [isotonic],isotonic,calibration,0.016521700000112105,0.6637931034482758,0.12732946748705237,0.1724137931034483,0.5263157894736842,0.2597402597402597,0.07109217237909377,0.28011612716333134,0.03145314523770908,0.07569721115537849,-0.044244065917669405,0.044244065917669405,0.04629629629629628,0.23107569721115537,0.07569721115537849,Gradient boosting,0.042248651230603174,0.674601100000018,0.06235160000005635,,500,0.03
2,Gradient boosting [sigmoid],sigmoid,calibration,0.01871730000016214,0.21120689655172414,0.04736843777217616,0.0,0.0,0.0,0.07256602453309853,0.30309097914549815,0.02950659431345151,0.07569721115537849,-0.046190616841926976,0.046190616841926976,0.034235989266559776,0.04780876494023904,0.07569721115537849,Gradient boosting,0.042248651230603174,0.674601100000018,0.06235160000005635,,500,0.03
2,Logistic,uncalibrated,selection validation,0.0,0.5274500907441017,0.09045217237741313,0.07569721115537849,1.0,0.14074074074074075,0.4230993315090548,1.1456214826218394,0.6285669636972292,0.07569721115537849,0.5528697525418507,0.5528697525418507,0.004454048547724562,1.0,0.07569721115537849,Logistic,0.03369540714508544,0.0093603999998777,0.007637700000032055,11.0,500,0.03
2,Logistic [isotonic],isotonic,calibration,0.009395499999982349,0.5043103448275862,0.07630522088353414,0.07630522088353414,1.0,0.1417910447761194,0.07318282425852148,0.284200546496541,0.13280212483399734,0.07569721115537849,0.05710491367861885,0.05710491367861885,0.1333333333333333,0.9920318725099602,0.07569721115537849,Logistic,0.03369540714508544,0.0093603999998777,0.007637700000032055,11.0,500,0.03
2,Logistic [sigmoid],sigmoid,calibration,0.010874400000147944,0.5274500907441017,0.09045217237741313,0.07630522088353414,1.0,0.1417910447761194,0.15031964458159378,0.46850200052389224,0.3176763933413277,0.07569721115537849,0.24197918218594922,0.24197918218594922,0.05668790698590513,0.9920318725099602,0.07569721115537849,Logistic,0.03369540714508544,0.0093603999998777,0.007637700000032055,11.0,500,0.03
