asset,fold,model,evaluation_structure,MSE,RMSE,MAE,Tail-weighted MAE,OOS R2,Correlation,validation RMSE,selection runtime seconds,refit runtime seconds,parameter count
AAPL,1,Choquet 2-additive,rolling_5y,7.747984878495968e-05,0.008802263844316397,0.00646066999670847,0.007260021046499055,0.6886361423544493,0.8328177798992445,0.014356799320606461,0.04419879999477416,0.05278779997024685,29
AAPL,1,Choquet 2-additive L1,rolling_5y,7.907805081315249e-05,0.008892584034641026,0.006607703673796254,0.007251768786574669,0.6822135388440038,0.8274871036866728,0.014354948734740657,0.2500721999676898,0.04441540001425892,29
AAPL,1,Choquet 2-additive scaled-q,rolling_5y,0.00016176401463903356,0.012718648302356408,0.00986359376141981,0.011735302398782,0.3499281630500791,0.6256125651357153,0.019495521560912523,0.009149099991191179,0.0067269999999552965,30
AAPL,1,Choquet 2-additive scaled-q L1,rolling_5y,0.0001617640108341279,0.012718648152776612,0.009863593769410681,0.011735302106107856,0.34992817834063705,0.6256125643364159,0.019495521475615576,0.038112300040666014,0.007214099983684719,30
AAPL,1,Elastic net,rolling_5y,7.042413490349453e-05,0.008391908895090231,0.006123519977239765,0.006696509475360221,0.7169905380718904,0.8481466909309763,0.01165706667882427,0.03520790004404262,0.002359100035391748,8
AAPL,1,Lasso,rolling_5y,7.205512907624863e-05,0.008488529264616376,0.006213079214795472,0.006816983394701489,0.7104361546368428,0.8443622576910261,0.011875954339018084,0.014410800009500235,0.0024763999972492456,8
AAPL,1,Monotone linear,rolling_5y,7.514586152788132e-05,0.008668671266571441,0.006349146572503971,0.006887429933449534,0.6980156040784447,0.8395477412900542,0.014180651554098977,0.005054799956269562,0.0030269999988377094,8
AAPL,1,OLS,rolling_5y,7.520003502000236e-05,0.008671795374661602,0.006358982308634058,0.00699389376857027,0.697797900149572,0.8373906279167816,0.012120058842259815,0.003487900015898049,0.0020834000315517187,8
AAPL,1,OLS oriented,rolling_5y,7.520003502000236e-05,0.008671795374661602,0.006358982308634058,0.00699389376857027,0.697797900149572,0.8373906279167816,0.012120058842259815,0.004873500030953437,0.0030205000075511634,8
AAPL,1,Ridge,rolling_5y,7.403020804304006e-05,0.00860408089472897,0.006292303435943216,0.006885368224570638,0.7024990172275847,0.8404406497783135,0.012021844608467577,0.014646600000560284,0.002146099985111505,8
AAPL,2,Choquet 1-additive,rolling_5y,8.453908832106847e-05,0.009194514033980724,0.006834290436150087,0.0073296851128613,0.834063134770277,0.9120173098047618,0.009058757776476856,0.015308099973481148,0.014601900009438396,8
AAPL,2,Choquet 1-additive scaled-q,rolling_5y,0.00016316978612398504,0.012773792941956788,0.009715642687224036,0.010357283813054256,0.6797235060450647,0.8268717749855603,0.012825712860635066,0.007444899994879961,0.005402699986007065,9
AAPL,2,Choquet 2-additive,rolling_5y,8.220310390951422e-05,0.009066592739806626,0.0068840969092484865,0.007300161643673757,0.8386483028644331,0.9145229337669066,0.008859617877684293,0.056107499985955656,0.054245100007392466,29
AAPL,2,Choquet 2-additive L1,rolling_5y,8.212603345129148e-05,0.009062341499374843,0.006881925270584724,0.007295135713017737,0.8387995799895275,0.9146100426720365,0.008880626399355806,0.2566787999821827,0.0730424000066705,29
AAPL,2,Choquet 2-additive scaled-q,rolling_5y,0.0001302223918343784,0.011411502610716015,0.00870787029855362,0.008894590522099332,0.7443940322416726,0.8853870104692525,0.008896515498076464,0.01343809999525547,0.011775399965699762,30
AAPL,2,Choquet 2-additive scaled-q L1,rolling_5y,0.00013067579961025455,0.011431351609072942,0.008727829026142752,0.00891158685138283,0.743504064458794,0.8852883205116343,0.008896891028090442,0.04419049998978153,0.014661799999885261,30
AAPL,2,Elastic net,rolling_5y,7.279474942750127e-05,0.008531983909238301,0.006588276461439395,0.006785411901347038,0.8571154153057933,0.9304044017172917,0.008359058580186199,0.03514789999462664,0.0025191999739035964,8
AAPL,2,Lasso,rolling_5y,7.304533823545434e-05,0.008546656553030217,0.006600066480713969,0.006801861542513508,0.8566235490924333,0.9303809404288513,0.008345488291407993,0.014941699977498502,0.0023493999615311623,8
AAPL,2,Monotone linear,rolling_5y,8.312634025082134e-05,0.009117364764602837,0.007086123123721658,0.007277723636952069,0.8368361358848126,0.9278692824044141,0.008416080980717465,0.005042300035711378,0.0031790999928489327,8
AAPL,2,OLS,rolling_5y,7.286553183421866e-05,0.00853613096398003,0.00656754833075804,0.00676040193808309,0.8569764806316992,0.9297412461114456,0.008431986204042733,0.0034294999786652625,0.002237600041553378,8
AAPL,2,OLS oriented,rolling_5y,7.286553183421866e-05,0.00853613096398003,0.00656754833075804,0.00676040193808309,0.8569764806316992,0.9297412461114456,0.008431986204042733,0.005004600039683282,0.002766899997368455,8
AAPL,2,Ridge,rolling_5y,7.571230891366388e-05,0.008701282027015552,0.006748828750737922,0.0069291971241829805,0.8513887072838615,0.9293560629323118,0.008344915862161871,0.014388799958396703,0.0021512999664992094,8
AAPL,3,Choquet 1-additive,rolling_5y,5.9874895126680355e-05,0.007737886993661794,0.005592815932747698,0.006533982585201193,0.6323537894810177,0.795836011750354,0.009056518804443128,0.016521000012289733,0.013915000017732382,8
AAPL,3,Choquet 1-additive scaled-q,rolling_5y,0.00011513306232185903,0.010730007563923663,0.007895277361535549,0.009351863149695303,0.29305539527841684,0.5665965456966843,0.01406379864763167,0.007521099993027747,0.0057403999962843955,9
AAPL,3,Choquet 2-additive,rolling_5y,6.216395698594982e-05,0.007884412279044635,0.00579016796061814,0.006534782384063321,0.6182984008841206,0.7916847953778977,0.009016973057087584,0.06899060000432655,0.06236769998213276,29
AAPL,3,Choquet 2-additive L1,rolling_5y,6.461876563689111e-05,0.008038579827114433,0.005911371884871306,0.006600170953591092,0.6032252872501291,0.7864443930156505,0.008773542727412908,0.3315085000358522,0.08400710002752021,29
AAPL,3,Choquet 2-additive scaled-q,rolling_5y,7.158472257501341e-05,0.008460775530352606,0.006280611402630249,0.007518763560262516,0.5604526416276085,0.7579057224231686,0.011294842980474477,0.01247509999666363,0.010515899979509413,30
AAPL,3,Choquet 2-additive scaled-q L1,rolling_5y,7.00232390826113e-05,0.008367988950913553,0.00616526641329467,0.007243252026287747,0.5700405246218918,0.757600045410418,0.011287744637326846,0.04270549997454509,0.013833299977704883,30
AAPL,3,Elastic net,rolling_5y,7.758184590735461e-05,0.008808055739341947,0.006415459320348652,0.006750457349858768,0.5236288666132998,0.7738970262207597,0.008480339195684711,0.035575800051447004,0.002456699963659048,8
AAPL,3,Lasso,rolling_5y,7.601296483964797e-05,0.008718541439922619,0.006357198231074962,0.006707329151408139,0.5332621724934515,0.7760860183159801,0.008490082210569929,0.015433299995493144,0.0024699000059626997,8
AAPL,3,Monotone linear,rolling_5y,6.648092488148814e-05,0.008153583560710477,0.005963578036114674,0.006399376172617299,0.5917911830531946,0.7909214835262287,0.008544989177612847,0.005013599991798401,0.0030030999914743006,8
AAPL,3,OLS,rolling_5y,8.957513216541019e-05,0.009464413989540513,0.0069013301923006995,0.007145655946711526,0.4499872137116193,0.7570544197365467,0.008497734038614372,0.0036658000317402184,0.0022237999946810305,8
AAPL,3,OLS oriented,rolling_5y,8.957513216541019e-05,0.009464413989540513,0.0069013301923006995,0.007145655946711526,0.4499872137116193,0.7570544197365467,0.008497734038614372,0.004996199975721538,0.002790600003208965,8
AAPL,3,Ridge,rolling_5y,8.955375577432073e-05,0.00946328461868926,0.0069004302461435395,0.007144897730498807,0.45011846987769655,0.7570833172755747,0.008497819531366985,0.014301299990620464,0.0022686999873258173,8
AAPL,4,Choquet 1-additive,rolling_5y,0.00015940825234379475,0.012625698093325166,0.009745671855947543,0.01078259047768533,0.21055544269128135,0.5809849750614451,0.007711053864296888,0.018736099998932332,0.014790499990340322,8
AAPL,4,Choquet 1-additive scaled-q,rolling_5y,0.00019846576571972744,0.014087787822072258,0.011112757540740132,0.011652014319005267,0.01712918712865452,0.5552441593471573,0.010193101054376564,0.008595000021159649,0.006078300008084625,9
AAPL,4,Choquet 2-additive,rolling_5y,0.00016630665008066328,0.01289599356702163,0.010023142048578277,0.011085054414006036,0.17639220165795944,0.5816960276041566,0.007809154257547898,0.052587500016670674,0.05128600000170991,29
AAPL,4,Choquet 2-additive L1,rolling_5y,0.00015680526965267553,0.012522191088330968,0.009668147623614457,0.010690150025882337,0.22344630930614806,0.5851704279694009,0.007637739623045869,0.24378150003030896,0.0720428999629803,29
AAPL,4,Choquet 2-additive scaled-q,rolling_5y,0.0001889642686877677,0.013746427488179162,0.01067604970248006,0.011832251871067866,0.06418387223986455,0.6116543657064436,0.008831567889795729,0.014587199955713004,0.01163789996644482,30
AAPL,4,Choquet 2-additive scaled-q L1,rolling_5y,0.00018920064384444734,0.013755022495235962,0.010684291653811847,0.011837265418120734,0.06301326106898675,0.6117745581792897,0.008841219615025944,0.05068879999453202,0.014431999996304512,30
AAPL,4,Elastic net,rolling_5y,0.00017138802499580333,0.013091524930114265,0.010125235776774646,0.011145092990002737,0.1512274833236109,0.5852028249124295,0.008057978860813593,0.03814209997653961,0.0024058999842964113,8
AAPL,4,Lasso,rolling_5y,0.0001690489396521274,0.013001882158061862,0.010056051136863947,0.011068421626331551,0.16281143940176335,0.5827317876117835,0.008042266211018636,0.015229100012220442,0.002196400018874556,8
AAPL,4,Monotone linear,rolling_5y,0.00017429772061526206,0.01320218620590022,0.010183078724041216,0.01117921822239947,0.13681766867202882,0.6022948331721324,0.008183362940055346,0.005937300040386617,0.002961199963465333,8
AAPL,4,OLS,rolling_5y,0.0001786656586835478,0.01336658739856766,0.01029609185483659,0.011301428337237018,0.11518613527291133,0.5984002495696772,0.009273942221607838,0.0037697000079788268,0.0020948000019416213,8
AAPL,4,OLS oriented,rolling_5y,0.0001786656586835478,0.01336658739856766,0.01029609185483659,0.011301428337237018,0.11518613527291133,0.5984002495696772,0.009273942221607838,0.004993899958208203,0.0031952999997884035,8
AAPL,4,Ridge,rolling_5y,0.00017509530973395471,0.01323235843430621,0.010211763805057908,0.011218428135015713,0.13286773270909868,0.6011784839369051,0.008489929101064516,0.014763900020625442,0.0020874000038020313,8
AAPL,5,Choquet 1-additive,rolling_5y,0.00023906546816407907,0.015461742080505646,0.011264026728019393,0.013937171297493264,0.417796287429826,0.6563729627015893,0.01261420455331067,0.015622599981725216,0.01439239998580888,8
AAPL,5,Choquet 1-additive scaled-q,rolling_5y,0.0003510008138811415,0.01873501571606337,0.014176059650572443,0.016652250945435453,0.14519659185366796,0.5540015220265684,0.013915843630795935,0.007393500010948628,0.005293700029142201,9
AAPL,5,Choquet 2-additive,rolling_5y,0.00024056161532804126,0.015510048849956638,0.011348892084600397,0.013990416452379214,0.4141526728162245,0.6549332655657785,0.012701108419636802,0.047863899962976575,0.03232280001975596,29
AAPL,5,Choquet 2-additive L1,rolling_5y,0.00030400138013890834,0.017435635352315335,0.012915361353400606,0.01589849692653981,0.2596558026445953,0.5540015991974974,0.012353801222875044,0.1750529000419192,0.008289199962746352,29
AAPL,5,Choquet 2-additive scaled-q,rolling_5y,0.0003510008138811415,0.01873501571606337,0.01417605965057244,0.01665225094543545,0.14519659185366796,0.5540015220265683,0.013641858152348418,0.013724499964155257,0.006552599952556193,30
AAPL,5,Choquet 2-additive scaled-q L1,rolling_5y,0.0003510008138811415,0.01873501571606337,0.01417605965057244,0.01665225094543545,0.14519659185366796,0.5540015220265683,0.013650899501770317,0.05230640002992004,0.00678130000596866,30
AAPL,5,Elastic net,rolling_5y,0.00024800072593696767,0.015748038796528526,0.011608864150486592,0.013962355390264776,0.39603597094372933,0.668051452191383,0.013097382855265917,0.08262579998699948,0.00253660004818812,8
AAPL,5,Lasso,rolling_5y,0.00026917034615730193,0.016406411739234815,0.010911486831552675,0.015560037454321421,0.3444809237818358,0.674850876499024,0.011713165983108646,0.01537460001418367,0.0020986999734304845,8
AAPL,5,Monotone linear,rolling_5y,0.00025530784107181785,0.015978355393212965,0.011832815296358802,0.014031424131577222,0.3782407218332736,0.6632088336250836,0.013240331959807382,0.005262400023639202,0.0029316999716684222,8
AAPL,5,OLS,rolling_5y,0.00024802401824581806,0.015748778309628276,0.011609454773854338,0.013963251793371946,0.3959792464456612,0.6680096660400395,0.013100802304265994,0.0037761999992653728,0.0021361999679356813,8
AAPL,5,OLS oriented,rolling_5y,0.00024802401824581806,0.015748778309628276,0.011609454773854338,0.013963251793371946,0.3959792464456612,0.6680096660400395,0.013100802304265994,0.004778800008352846,0.0030592999537475407,8
AAPL,5,Ridge,rolling_5y,0.00024659364952354457,0.01570330059330027,0.01155715972353606,0.01393608998749211,0.39946266873515857,0.6698304666210269,0.012994053239088074,0.014377799991052598,0.0020948000019416213,8
AAPL,6,Choquet 1-additive,rolling_5y,0.00026523080788193125,0.01628590826088405,0.01242667464288342,0.014648741976180348,0.044271935625791126,0.387718921289158,0.015447316512431903,0.014216799987480044,0.011358299991115928,8
AAPL,6,Choquet 1-additive scaled-q,rolling_5y,0.000314464106044601,0.017733135820959613,0.013818067600948912,0.015444181217102278,-0.1331344717652867,0.3082126252615249,0.017959742329856115,0.007917899987660348,0.005608299979940057,9
AAPL,6,Choquet 2-additive,rolling_5y,0.0002687271118217131,0.016392898212998,0.01241983719377081,0.01472926287353657,0.03167341502587995,0.38006028805371045,0.015770666155673203,0.060579099983442575,0.033280599978752434,29
AAPL,6,Choquet 2-additive L1,rolling_5y,0.0002689293724881914,0.016399066207811692,0.01242505289101931,0.014744108428172897,0.030944592470098953,0.3798447750091912,0.015663429381876058,0.22217219998128712,0.04370109998853877,29
AAPL,6,Choquet 2-additive scaled-q,rolling_5y,0.00031446410604460103,0.017733135820959613,0.01381806760094891,0.01544418121710228,-0.13313447176528692,0.30821262526152476,0.017959742329856112,0.009143500006757677,0.00764209998305887,30
AAPL,6,Choquet 2-additive scaled-q L1,rolling_5y,0.00031446410998116326,0.017733135931954146,0.013818067807144861,0.015444181110084523,-0.1331344859502266,0.3082126252321927,0.01795974229401935,0.04034970002248883,0.0077401999733410776,30
AAPL,6,Elastic net,rolling_5y,0.00028807341593204647,0.0169727256482878,0.012796424851231832,0.015312148330926959,-0.03803871957801008,0.3324606376545591,0.015121339759441623,0.034498399996664375,0.0025372999953106046,8
AAPL,6,Lasso,rolling_5y,0.00029758420539515687,0.017250629130415994,0.012945861389506028,0.015542048045712924,-0.07230973234925453,0.31179085982018867,0.01504202444666219,0.015329000016208738,0.002508100005798042,8
AAPL,6,Monotone linear,rolling_5y,0.00027499695405963843,0.0165830321129653,0.012682043248029014,0.014840692641064489,0.009080774925595891,0.37613602488729,0.016006529921665243,0.005532800045330077,0.0033369999728165567,8
AAPL,6,OLS,rolling_5y,0.0002797127766671723,0.016724615889974044,0.01286032568872996,0.015151112451810193,-0.007912137958931309,0.3630841392810376,0.015393470489266413,0.0038855000166222453,0.0021440000273287296,8
AAPL,6,OLS oriented,rolling_5y,0.0002797127766671723,0.016724615889974044,0.01286032568872996,0.015151112451810193,-0.007912137958931309,0.3630841392810376,0.015393470489266413,0.004879300016909838,0.0029352999990805984,8
AAPL,6,Ridge,rolling_5y,0.0002761490572740851,0.016617733217081238,0.012774730506672017,0.015057919616814125,0.004929306308901205,0.36820034755772885,0.01533820357470058,0.014641400019172579,0.002059800026472658,8
AMZN,0,Choquet 1-additive,rolling_5y,0.0001723015334139503,0.013126367868300442,0.009584144903709608,0.010528356076613862,0.7049857862545925,0.8742520374803789,0.0076114188620843536,0.014092199970036745,0.012760800018440932,8
AMZN,0,Choquet 1-additive scaled-q,rolling_5y,0.0002584298208413468,0.0160757525746494,0.011851921032735475,0.013669717992170382,0.5575171683428346,0.8084325859929299,0.010357272041682467,0.007547799963504076,0.0058456999831832945,9
AMZN,0,Choquet 2-additive,rolling_5y,0.00016511552548936474,0.012849728615397476,0.009269870385773487,0.00991414238980222,0.7172896493475964,0.8787637049096946,0.00781519200530917,0.03953509998973459,0.03833970002597198,29
AMZN,0,Choquet 2-additive L1,rolling_5y,0.00016239289182303475,0.012743346963142561,0.009221786227333885,0.009879649790343092,0.7219513352564467,0.8789749255835281,0.007678742154888689,0.1916278999997303,0.037008100014645606,29
AMZN,0,Choquet 2-additive scaled-q,rolling_5y,0.0002584298208413469,0.016075752574649403,0.011851921032735479,0.01366971799217039,0.5575171683428344,0.8084325859929302,0.010357272041682467,0.009109499980695546,0.006712100002914667,30
AMZN,0,Choquet 2-additive scaled-q L1,rolling_5y,0.00025842981562608464,0.01607575241244044,0.011851920851361154,0.013669717734671396,0.5575171772723921,0.8084325878971919,0.010357271905569579,0.038118599972222,0.007347700011450797,30
AMZN,0,Elastic net,rolling_5y,0.00022577831240280932,0.01502592134954823,0.010092083009240273,0.01138248988870856,0.6134229916906421,0.8701932206297605,0.007432360062314052,0.03288529999554157,0.0024961999733932316,8
AMZN,0,Lasso,rolling_5y,0.0002254276516726613,0.01501424828863108,0.010078742437227983,0.011372416885167085,0.6140233920326835,0.8703424780158924,0.007434738909589072,0.016150199982803315,0.0023070000461302698,8
AMZN,0,Monotone linear,rolling_5y,0.00016114572336447812,0.012694318546675836,0.009329499302192741,0.010175271920010229,0.7240867336764085,0.8802406851048364,0.0076488825539630005,0.005134199978783727,0.0029563999851234257,8
AMZN,0,OLS,rolling_5y,0.00022590207441793963,0.015030039069075624,0.010096631433951547,0.011385915640019329,0.6132110867071995,0.870140707339168,0.007431572488372156,0.004010099975857884,0.0021668000263161957,8
AMZN,0,OLS oriented,rolling_5y,0.00022590207441793963,0.015030039069075624,0.010096631433951547,0.011385915640019329,0.6132110867071995,0.870140707339168,0.007431572488372156,0.004812299972400069,0.002843200054485351,8
AMZN,0,Ridge,rolling_5y,0.00022589918299175554,0.015029942880522052,0.010096550852179791,0.011385861001957718,0.6132160373991951,0.8701416659157764,0.007431612069402077,0.014748100016731769,0.0022131000296212733,8
AMZN,1,Choquet 1-additive,rolling_5y,0.00010322291329320862,0.01015986777931724,0.007329605573824731,0.008287656805074229,0.5548317178097413,0.759061053092995,0.012762177038858145,0.015295399993192405,0.017885599983856082,8
AMZN,1,Choquet 1-additive scaled-q,rolling_5y,0.00016589844027268402,0.012880156841928751,0.009517231786426744,0.010653759577893086,0.2845316866377089,0.685334973801468,0.01594486859638428,0.007728199998382479,0.00536779995309189,9
AMZN,1,Choquet 2-additive,rolling_5y,0.00010320911526613695,0.010159188711021021,0.007368606626770474,0.008338488277089322,0.5548912244038988,0.7569217414227583,0.012383311105629496,0.04196459997911006,0.04075000004377216,29
AMZN,1,Choquet 2-additive L1,rolling_5y,0.00010356316646574956,0.010176598963590418,0.007360272640329526,0.008321701811221332,0.5533643118288658,0.758905651198172,0.012356546224247101,0.1776646999642253,0.06304879998788238,29
AMZN,1,Choquet 2-additive scaled-q,rolling_5y,0.00016589844027268397,0.01288015684192875,0.009517231786426742,0.010653759577893085,0.2845316866377091,0.6853349738014679,0.01594486859638428,0.008786700025666505,0.00653690000763163,30
AMZN,1,Choquet 2-additive scaled-q L1,rolling_5y,0.00016589843729730654,0.012880156726426372,0.009517231613027779,0.010653759367346671,0.28453169946958545,0.6853349739274232,0.01594486846195174,0.03893040004186332,0.007642500044312328,30
AMZN,1,Elastic net,rolling_5y,0.00013854138022888896,0.011770360242103423,0.008638248805599654,0.009766462641707807,0.4025141678226618,0.7672799475661187,0.014418486175468464,0.0328084000502713,0.0021989999804645777,8
AMZN,1,Lasso,rolling_5y,0.0001356317693169992,0.011646105328263144,0.008563726690319271,0.00966029654797214,0.415062413654561,0.7655062145833135,0.01415287424327191,0.014550099964253604,0.0023077999940142035,8
AMZN,1,Monotone linear,rolling_5y,0.00015255043224005185,0.0123511308081508,0.00905403818250491,0.010299053304983515,0.34209748881255986,0.7669445681979206,0.012484242212087455,0.005389400001149625,0.003103800001554191,8
AMZN,1,OLS,rolling_5y,0.00016978459583575872,0.01303014181947989,0.009572568779910903,0.010848689060706008,0.2677719078139513,0.7572038220454077,0.015044349963468148,0.003447099996265024,0.002278600004501641,8
AMZN,1,OLS oriented,rolling_5y,0.00016978459583575872,0.01303014181947989,0.009572568779910903,0.010848689060706008,0.2677719078139513,0.7572038220454077,0.015044349963468148,0.0049168000114150345,0.002776700013782829,8
AMZN,1,Ridge,rolling_5y,0.00016409981847882707,0.01281014513886658,0.009413791455954985,0.010676943081999174,0.29228858235723654,0.7590208165782415,0.014951163281239542,0.014137000020127743,0.0021658999612554908,8
AMZN,2,Choquet 1-additive,rolling_5y,0.0003009657885972089,0.017348365588642892,0.011359247195903074,0.01459706422424776,0.7017101381438889,0.8535909691232656,0.010205535200170866,0.017106300045270473,0.013775200000964105,8
AMZN,2,Choquet 1-additive scaled-q,rolling_5y,0.0004504747789171615,0.02122439113183607,0.015478299202781742,0.019519130497325368,0.5535304520850499,0.7707212610648886,0.01257132868005027,0.007403200026601553,0.005321800010278821,9
AMZN,2,Choquet 2-additive,rolling_5y,0.0003114709946105143,0.01764854086349674,0.011720906887579433,0.015157609870895617,0.691298335310469,0.8549245544591636,0.010226061769383715,0.04618860001210123,0.03469340002629906,29
AMZN,2,Choquet 2-additive L1,rolling_5y,0.00030505104290046994,0.017465710489426703,0.011515253953749369,0.01481440787848711,0.6976612063784327,0.8526239824544293,0.010099135524268553,0.199866299983114,0.05185630003688857,29
AMZN,2,Choquet 2-additive scaled-q,rolling_5y,0.00045047477891716164,0.021224391131836072,0.015478299202781744,0.019519130497325378,0.5535304520850498,0.7707212610648883,0.012571328680050271,0.009043900005053729,0.006399200006853789,30
AMZN,2,Choquet 2-additive scaled-q L1,rolling_5y,0.00045047477865087915,0.02122439112556304,0.015478299192874715,0.01951913019652723,0.5535304523489647,0.7707212579195605,0.012571328566884202,0.037697300023864955,0.00773539999499917,30
AMZN,2,Elastic net,rolling_5y,0.00022956560665004762,0.015151422594926446,0.010318231173438374,0.012189054143532285,0.7724754916041242,0.8782472383336687,0.011560968556954916,0.032979800016619265,0.0022566000116057694,8
AMZN,2,Lasso,rolling_5y,0.0002320668306482647,0.015233739877267982,0.010295169503681813,0.01229846861300545,0.7699965063201926,0.8776773490903109,0.011467556019880433,0.018984200025442988,0.0021835999796167016,8
AMZN,2,Monotone linear,rolling_5y,0.00022636851862246538,0.015045548133001515,0.01046635656035112,0.012024528693762833,0.775644153898049,0.8787264309741456,0.011925648190847616,0.005292999965604395,0.002949399990029633,8
AMZN,2,OLS,rolling_5y,0.0002232034726319,0.014939995737345443,0.010328502991227785,0.011617340797140498,0.7787810590449575,0.88127111608388,0.01228719844920183,0.003776300000026822,0.0021597000304609537,8
AMZN,2,OLS oriented,rolling_5y,0.0002232034726319,0.014939995737345443,0.010328502991227785,0.011617340797140498,0.7787810590449575,0.88127111608388,0.01228719844920183,0.005023500008974224,0.00287580001167953,8
AMZN,2,Ridge,rolling_5y,0.00022351194393157816,0.014950315847218017,0.01029248708902315,0.011643683072962421,0.778475330404515,0.8806885071004464,0.012043153157802182,0.014977099956013262,0.002150599961169064,8
AMZN,3,Choquet 1-additive,rolling_5y,0.0002290006470091417,0.01513276732819023,0.010670812444392962,0.012688024976785029,0.4696961801819296,0.7111525620138459,0.018786309614297,0.017032200004905462,0.016596200002823025,8
AMZN,3,Choquet 1-additive scaled-q,rolling_5y,0.0003238667688381361,0.017996298753858695,0.01296724795291832,0.015209371362533197,0.2500117931101592,0.49989806256411473,0.021290012920798657,0.007613099995069206,0.0055176999885588884,9
AMZN,3,Choquet 2-additive,rolling_5y,0.00021284149660535446,0.014589088271902204,0.010395413953264352,0.012116381649029007,0.5071164202382863,0.7320989037521459,0.01864625207888774,0.04183930001454428,0.039829099958296865,29
AMZN,3,Choquet 2-additive L1,rolling_5y,0.00020973407387288518,0.014482198516554218,0.010299947617536092,0.012018107188027299,0.5143123743385916,0.7362356446379044,0.018510145858559344,0.19229400000767782,0.05903559998841956,29
AMZN,3,Choquet 2-additive scaled-q,rolling_5y,0.00022747799149303786,0.015082373536451013,0.010699339992556782,0.01221023178327955,0.47322224024771053,0.6897139300943326,0.021290012920798657,0.0087682000012137,0.011524399975314736,30
AMZN,3,Choquet 2-additive scaled-q L1,rolling_5y,0.00032386676440540206,0.01799629863070187,0.012967247836605864,0.015209371118141255,0.25001180337517726,0.49989807495361255,0.02129001286048049,0.03814869996858761,0.008331399993039668,30
AMZN,3,Elastic net,rolling_5y,0.00018781513762699083,0.013704566305687707,0.009753638328337288,0.010916337087751315,0.5650707270740862,0.7565310190977409,0.014865654397518161,0.03334819996962324,0.0023113000206649303,8
AMZN,3,Lasso,rolling_5y,0.00018818336765704657,0.013717994301538639,0.009759757024469936,0.010928909605984742,0.5642180055029438,0.7561668664758396,0.01486718794425988,0.014720600040163845,0.002477100002579391,8
AMZN,3,Monotone linear,rolling_5y,0.00019372792542872878,0.013918617942480093,0.009949894989777733,0.0112058823766542,0.5513783030657377,0.7505531623457055,0.015026237652218695,0.005244200001470745,0.0029621999710798264,8
AMZN,3,OLS,rolling_5y,0.00018768978669737814,0.013699992215230567,0.009751535985730754,0.010912026147950771,0.5653610060652574,0.7566550473041176,0.014865236900797487,0.003572500019799918,0.0021166999940760434,8
AMZN,3,OLS oriented,rolling_5y,0.00018768978669737814,0.013699992215230567,0.009751535985730754,0.010912026147950771,0.5653610060652574,0.7566550473041176,0.014865236900797487,0.0051862000254914165,0.0029593000072054565,8
AMZN,3,Ridge,rolling_5y,0.0001876928057154008,0.013700102397989616,0.009751585408848984,0.010912120797539154,0.5653540148326541,0.7566516942991685,0.014865256384031383,0.014372100005857646,0.0022465999936684966,8
AMZN,4,Choquet 1-additive,rolling_5y,0.000139374925233168,0.01180571578656576,0.008930206992119345,0.009815618359898179,0.5542720594278356,0.7612967730652401,0.015123129291511436,0.016724999994039536,0.013558399979956448,8
AMZN,4,Choquet 1-additive scaled-q,rolling_5y,0.00020436094191052766,0.014295486767176823,0.011253284334065815,0.012184694581556986,0.3464435470097741,0.6639573287710605,0.015798820559834104,0.007423100003506988,0.005238400015514344,9
AMZN,4,Choquet 2-additive,rolling_5y,0.00013914952938256115,0.01179616587635835,0.008985019317093789,0.009775075813653304,0.5549928865646856,0.7646628918988571,0.014456895254783221,0.041337299975566566,0.0339434000197798,29
AMZN,4,Choquet 2-additive L1,rolling_5y,0.0001408170153836646,0.011866634543275722,0.0090539208558855,0.0098276297701088,0.5496601834262886,0.7628431392478441,0.01457456462805887,0.14802740002050996,0.036968300002627075,29
AMZN,4,Choquet 2-additive scaled-q,rolling_5y,0.00016677553193777348,0.012914160132884116,0.010061046897740632,0.010821806237669014,0.4666435568371474,0.7549131470144845,0.01456293118563524,0.013319299963768572,0.011175499996170402,30
AMZN,4,Choquet 2-additive scaled-q L1,rolling_5y,0.00016670245159570022,0.012911330357314083,0.010055919229492135,0.010800133360591845,0.46687727140462876,0.7535981958517324,0.014577893863153106,0.043264899984933436,0.012373999983537942,30
AMZN,4,Elastic net,rolling_5y,0.00014846185955943926,0.012184492585226489,0.009168956621722879,0.009921970623992861,0.5252115916529656,0.7619996662854703,0.013827492760514282,0.032379799988120794,0.0022492000134661794,8
AMZN,4,Lasso,rolling_5y,0.0001481947769146813,0.012173527710350903,0.009161894659749205,0.009915803426048562,0.5260657352301648,0.7622425289194615,0.013841434387978802,0.014059999957680702,0.0021670000278390944,8
AMZN,4,Monotone linear,rolling_5y,0.000144911100393884,0.012037902657601282,0.009146501587878716,0.009889384187167716,0.5365670960070159,0.7663763745629455,0.0138888162938456,0.004985000006854534,0.003486800007522106,8
AMZN,4,OLS,rolling_5y,0.00014855386073212067,0.012188267339212766,0.009171429528014537,0.00992411144212803,0.5249173673284617,0.7619157483480218,0.013822737203854237,0.003461299987975508,0.002325599954929203,8
