,Shapley importance
vix,0.4161452557990067
negative_momentum_21d,0.25419251036804635
term_spread_10y_2y_pct,0.22550572662986929
realized_volatility_20d,0.10079732704060665
lagged_portfolio_loss_1d,0.00335918016247055
drawdown_severity,3.5112984508946686e-16
baa_credit_spread_pct,-6.766396169007444e-18
average_equity_correlation_60d,-5.095533362708794e-17
market_loss_1d,-5.935451812434142e-17
liquidity_stress_20d,-6.274938363334449e-17
