,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,2.7380303889134427e-15,-1.70437888312172e-15,5.39695611583393e-16,2.4863940560004226e-16,-3.038099386281786e-16,-1.2849529502365397e-15,2.5775151954686156e-17,2.694284944318086e-15,1.5616754628036896e-15
vix,2.7380303889134427e-15,0.0,7.80370797966428e-15,-1.647767595297985e-15,-1.235001477197314e-15,-1.5646805883504744e-15,0.5283668954945229,1.0090306297883696e-15,0.28129235286951915,3.8037511665116316e-16
realized_volatility_20d,-1.70437888312172e-15,7.80370797966428e-15,0.0,-6.80502958736933e-17,-1.2151555876230676e-15,9.538699086183086e-16,-4.259843438179896e-15,-2.613249780381942e-15,0.044312946393829204,-1.2327767635503615e-15
drawdown_severity,5.39695611583393e-16,-1.647767595297985e-15,-6.80502958736933e-17,0.0,-1.8450161915884882e-15,1.1747725105613772e-15,1.5629997606787923e-15,1.9797331375746232e-15,-2.515412860581768e-15,-7.943444698417805e-16
liquidity_stress_20d,2.4863940560004226e-16,-1.235001477197314e-15,-1.2151555876230676e-15,-1.8450161915884882e-15,0.0,-9.029217682022084e-16,-2.723539627029532e-15,-2.891698176508458e-15,6.267558895900645e-16,2.3508108549119673e-15
baa_credit_spread_pct,-3.038099386281786e-16,-1.5646805883504744e-15,9.538699086183086e-16,1.1747725105613772e-15,-9.029217682022084e-16,0.0,-1.2464887916541203e-15,4.688848742718543e-16,-4.3735051417472705e-16,-1.4742691303679593e-16
term_spread_10y_2y_pct,-1.2849529502365397e-15,0.5283668954945229,-4.259843438179896e-15,1.5629997606787923e-15,-2.723539627029532e-15,-1.2464887916541203e-15,0.0,-2.7047307422735476e-15,-3.630739867714971e-15,3.309086114556838e-17
average_equity_correlation_60d,2.5775151954686156e-17,1.0090306297883696e-15,-2.613249780381942e-15,1.9797331375746232e-15,-2.891698176508458e-15,4.688848742718543e-16,-2.7047307422735476e-15,0.0,4.442745819872314e-16,-6.724098408938521e-16
negative_momentum_21d,2.694284944318086e-15,0.28129235286951915,0.044312946393829204,-2.515412860581768e-15,6.267558895900645e-16,-4.3735051417472705e-16,-3.630739867714971e-15,4.442745819872314e-16,0.0,0.14602780524217202
lagged_portfolio_loss_1d,1.5616754628036896e-15,3.8037511665116316e-16,-1.2327767635503615e-15,-7.943444698417805e-16,2.3508108549119673e-15,-1.4742691303679593e-16,3.309086114556838e-17,-6.724098408938521e-16,0.14602780524217202,0.0
