asset,model,feature,training_correlation,absolute_training_correlation,minimum_absolute_correlation,meets_correlation_threshold,subperiod_sign_agreement,sign_stable,stability_required,orientation_supported,orientation_sign,transformation,orientation_training_observations,orientation_source,training_subperiod_1_correlation,training_subperiod_2_correlation,training_subperiod_3_correlation
KO,OLS oriented,quality_spread,-0.005812406229574689,0.005812406229574689,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.06343388192779116,-0.03026901754865661,-0.07543838523007224
KO,OLS oriented,low_volatility_spread,0.009307782229957668,0.009307782229957668,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.1266278923850095,-0.0414052334683156,-0.03768954185757993
KO,Monotone linear,market_excess_return,-0.4920176281305274,0.4920176281305274,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.4874275335331738,-0.5370608888409222,-0.4540830481509893
KO,Monotone linear,sector_excess_return,-0.744335152494627,0.744335152494627,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.6810481289379512,-0.7998949755177183,-0.7619503056472524
KO,Monotone linear,size_spread,0.1543322197820313,0.1543322197820313,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.14857208926786003,0.07234049755466224,0.2616163966667608
KO,Monotone linear,value_growth_spread,0.005651912696280587,0.005651912696280587,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.024742711335408358,0.005507336927236257,-0.005677869163296427
KO,Monotone linear,momentum_spread,0.02100836537882766,0.02100836537882766,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.018229058670803384,-0.006795600318289592,0.0536633683653816
KO,Monotone linear,quality_spread,-0.005812406229574689,0.005812406229574689,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.06343388192779116,-0.03026901754865661,-0.07543838523007224
KO,Monotone linear,low_volatility_spread,0.009307782229957668,0.009307782229957668,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.1266278923850095,-0.0414052334683156,-0.03768954185757993
KO,Choquet 1-additive,market_excess_return,-0.4920176281305274,0.4920176281305274,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.4874275335331738,-0.5370608888409222,-0.4540830481509893
KO,Choquet 1-additive,sector_excess_return,-0.744335152494627,0.744335152494627,0.2,True,1.0,True,False,True,-1.0,multiplied by -1,1257,training only (frozen before validation refit),-0.6810481289379512,-0.7998949755177183,-0.7619503056472524
KO,Choquet 1-additive,size_spread,0.1543322197820313,0.1543322197820313,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1257,training only (frozen before validation refit),0.14857208926786003,0.07234049755466224,0.2616163966667608
