fold,model,feature,Shapley importance
0,Choquistic 1-additive [balanced],average_equity_correlation_60d,1.3306363785434475e-16
0,Choquistic 1-additive [balanced],baa_credit_spread_pct,6.000100189320094e-17
0,Choquistic 1-additive [balanced],drawdown_severity,0.04433042534718689
0,Choquistic 1-additive [balanced],lagged_portfolio_loss_1d,0.3416383417414816
0,Choquistic 1-additive [balanced],liquidity_stress_20d,0.025895463699454474
0,Choquistic 1-additive [balanced],market_loss_1d,0.2890580169359286
0,Choquistic 1-additive [balanced],negative_momentum_21d,0.29907775227594696
0,Choquistic 1-additive [balanced],realized_volatility_20d,-3.607020372247158e-18
0,Choquistic 1-additive [balanced],term_spread_10y_2y_pct,1.6018731962537058e-16
0,Choquistic 1-additive [balanced],vix,-1.7303077184381905e-16
0,Choquistic 1-additive [unweighted],average_equity_correlation_60d,-9.667266808564076e-19
0,Choquistic 1-additive [unweighted],baa_credit_spread_pct,0.006236266935255548
0,Choquistic 1-additive [unweighted],drawdown_severity,5.425259472131203e-17
0,Choquistic 1-additive [unweighted],lagged_portfolio_loss_1d,0.2877777819780924
0,Choquistic 1-additive [unweighted],liquidity_stress_20d,0.0947305444220792
0,Choquistic 1-additive [unweighted],market_loss_1d,0.2007991636591087
0,Choquistic 1-additive [unweighted],negative_momentum_21d,0.41045624300546435
0,Choquistic 1-additive [unweighted],realized_volatility_20d,3.135268326830005e-18
0,Choquistic 1-additive [unweighted],term_spread_10y_2y_pct,9.560558806280475e-18
0,Choquistic 1-additive [unweighted],vix,3.0213698547137456e-18
0,Choquistic 2-additive [balanced],average_equity_correlation_60d,0.009753373334283248
0,Choquistic 2-additive [balanced],baa_credit_spread_pct,0.03476064705931016
0,Choquistic 2-additive [balanced],drawdown_severity,1.556751952775109e-15
0,Choquistic 2-additive [balanced],lagged_portfolio_loss_1d,0.378498030605078
0,Choquistic 2-additive [balanced],liquidity_stress_20d,0.008613797741069884
0,Choquistic 2-additive [balanced],market_loss_1d,0.27639962940575974
0,Choquistic 2-additive [balanced],negative_momentum_21d,0.24961081073755303
0,Choquistic 2-additive [balanced],realized_volatility_20d,0.012608038732244252
0,Choquistic 2-additive [balanced],term_spread_10y_2y_pct,0.009753373334282566
0,Choquistic 2-additive [balanced],vix,0.020002299050418483
0,Choquistic 2-additive [unweighted],average_equity_correlation_60d,-1.4860644740544298e-16
0,Choquistic 2-additive [unweighted],baa_credit_spread_pct,0.10584883550099082
0,Choquistic 2-additive [unweighted],drawdown_severity,-3.268809221934465e-17
0,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.30650195258892515
0,Choquistic 2-additive [unweighted],liquidity_stress_20d,0.04524915329956341
0,Choquistic 2-additive [unweighted],market_loss_1d,0.22731003690074172
