asset,fold,model,evaluation_structure,OOS start,OOS end,best parameters,fitted q
NVDA,1,OLS oriented,rolling_5y,2021-01-01,2022-01-01,{},
NVDA,1,Ridge,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 10.0},
NVDA,2,Choquet 1-additive,rolling_5y,2022-01-01,2023-01-01,{},
NVDA,2,Choquet 1-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.4137364133876529
NVDA,2,Choquet 2-additive,rolling_5y,2022-01-01,2023-01-01,{},
NVDA,2,Choquet 2-additive L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
NVDA,2,Choquet 2-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.4217661330321243
NVDA,2,Choquet 2-additive scaled-q L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.42621888340415026
NVDA,2,Elastic net,rolling_5y,2022-01-01,2023-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
NVDA,2,Lasso,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 0.001},
NVDA,2,Monotone linear,rolling_5y,2022-01-01,2023-01-01,{},
NVDA,2,OLS,rolling_5y,2022-01-01,2023-01-01,{},
NVDA,2,OLS oriented,rolling_5y,2022-01-01,2023-01-01,{},
NVDA,2,Ridge,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 10.0},
NVDA,3,Choquet 1-additive,rolling_5y,2023-01-01,2024-01-01,{},
NVDA,3,Choquet 1-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.44489550323768723
NVDA,3,Choquet 2-additive,rolling_5y,2023-01-01,2024-01-01,{},
NVDA,3,Choquet 2-additive L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
NVDA,3,Choquet 2-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.4474484088766846
NVDA,3,Choquet 2-additive scaled-q L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.44828107509956105
NVDA,3,Elastic net,rolling_5y,2023-01-01,2024-01-01,"{'regressor__alpha': 0.0001, 'regressor__l1_ratio': 0.75}",
NVDA,3,Lasso,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 0.0001},
NVDA,3,Monotone linear,rolling_5y,2023-01-01,2024-01-01,{},
NVDA,3,OLS,rolling_5y,2023-01-01,2024-01-01,{},
NVDA,3,OLS oriented,rolling_5y,2023-01-01,2024-01-01,{},
NVDA,3,Ridge,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 10.0},
NVDA,4,Choquet 1-additive,rolling_5y,2024-01-01,2025-01-01,{},
NVDA,4,Choquet 1-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.484033542754423
NVDA,4,Choquet 2-additive,rolling_5y,2024-01-01,2025-01-01,{},
NVDA,4,Choquet 2-additive L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
NVDA,4,Choquet 2-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.48605011077311855
NVDA,4,Choquet 2-additive scaled-q L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.485762100807862
NVDA,4,Elastic net,rolling_5y,2024-01-01,2025-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.25}",
NVDA,4,Lasso,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 1e-05},
NVDA,4,Monotone linear,rolling_5y,2024-01-01,2025-01-01,{},
NVDA,4,OLS,rolling_5y,2024-01-01,2025-01-01,{},
NVDA,4,OLS oriented,rolling_5y,2024-01-01,2025-01-01,{},
NVDA,4,Ridge,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 0.01},
NVDA,5,Choquet 1-additive,rolling_5y,2025-01-01,2026-01-01,{},
NVDA,5,Choquet 1-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.48711679864595675
NVDA,5,Choquet 2-additive,rolling_5y,2025-01-01,2026-01-01,{},
NVDA,5,Choquet 2-additive L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
NVDA,5,Choquet 2-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.4863147050072994
NVDA,5,Choquet 2-additive scaled-q L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.43493211251041647
NVDA,5,Elastic net,rolling_5y,2025-01-01,2026-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.25}",
NVDA,5,Lasso,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 0.0001},
NVDA,5,Monotone linear,rolling_5y,2025-01-01,2026-01-01,{},
NVDA,5,OLS,rolling_5y,2025-01-01,2026-01-01,{},
NVDA,5,OLS oriented,rolling_5y,2025-01-01,2026-01-01,{},
NVDA,5,Ridge,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 10.0},
NVDA,6,Choquet 1-additive,rolling_5y,2026-01-01,2027-01-01,{},
NVDA,6,Choquet 1-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.5324832142907974
NVDA,6,Choquet 2-additive,rolling_5y,2026-01-01,2027-01-01,{},
NVDA,6,Choquet 2-additive L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
NVDA,6,Choquet 2-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.5336813558311918
NVDA,6,Choquet 2-additive scaled-q L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.5334112559062026
NVDA,6,Elastic net,rolling_5y,2026-01-01,2027-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
NVDA,6,Lasso,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 0.001},
NVDA,6,Monotone linear,rolling_5y,2026-01-01,2027-01-01,{},
NVDA,6,OLS,rolling_5y,2026-01-01,2027-01-01,{},
NVDA,6,OLS oriented,rolling_5y,2026-01-01,2027-01-01,{},
NVDA,6,Ridge,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 0.01},
UNH,0,Choquet 1-additive,rolling_5y,2020-01-01,2021-01-01,{},
UNH,0,Choquet 1-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.12846770064309748
UNH,0,Choquet 2-additive,rolling_5y,2020-01-01,2021-01-01,{},
UNH,0,Choquet 2-additive L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
UNH,0,Choquet 2-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.12846770064309748
UNH,0,Choquet 2-additive scaled-q L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.1284677006430944
UNH,0,Elastic net,rolling_5y,2020-01-01,2021-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.5}",
UNH,0,Lasso,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 0.001},
UNH,0,Monotone linear,rolling_5y,2020-01-01,2021-01-01,{},
UNH,0,OLS,rolling_5y,2020-01-01,2021-01-01,{},
UNH,0,OLS oriented,rolling_5y,2020-01-01,2021-01-01,{},
UNH,0,Ridge,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 0.01},
UNH,1,Choquet 1-additive,rolling_5y,2021-01-01,2022-01-01,{},
UNH,1,Choquet 1-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.2385128279103561
UNH,1,Choquet 2-additive,rolling_5y,2021-01-01,2022-01-01,{},
UNH,1,Choquet 2-additive L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
UNH,1,Choquet 2-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.2385128279103561
UNH,1,Choquet 2-additive scaled-q L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.2385128279103527
UNH,1,Elastic net,rolling_5y,2021-01-01,2022-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.25}",
UNH,1,Lasso,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 1e-05},
UNH,1,Monotone linear,rolling_5y,2021-01-01,2022-01-01,{},
UNH,1,OLS,rolling_5y,2021-01-01,2022-01-01,{},
UNH,1,OLS oriented,rolling_5y,2021-01-01,2022-01-01,{},
UNH,1,Ridge,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 0.01},
UNH,2,Choquet 1-additive,rolling_5y,2022-01-01,2023-01-01,{},
UNH,2,Choquet 1-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.22178510573670054
UNH,2,Choquet 2-additive,rolling_5y,2022-01-01,2023-01-01,{},
UNH,2,Choquet 2-additive L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
UNH,2,Choquet 2-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.22178510573670054
UNH,2,Choquet 2-additive scaled-q L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.22178510573669113
UNH,2,Elastic net,rolling_5y,2022-01-01,2023-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.5}",
UNH,2,Lasso,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 0.001},
UNH,2,Monotone linear,rolling_5y,2022-01-01,2023-01-01,{},
UNH,2,OLS,rolling_5y,2022-01-01,2023-01-01,{},
UNH,2,OLS oriented,rolling_5y,2022-01-01,2023-01-01,{},
UNH,2,Ridge,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 10.0},
UNH,3,Choquet 1-additive,rolling_5y,2023-01-01,2024-01-01,{},
UNH,3,Choquet 1-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.1966248001375943
UNH,3,Choquet 2-additive,rolling_5y,2023-01-01,2024-01-01,{},
UNH,3,Choquet 2-additive L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
UNH,3,Choquet 2-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.19662480013759426
UNH,3,Choquet 2-additive scaled-q L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.19662480013758563
UNH,3,Elastic net,rolling_5y,2023-01-01,2024-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.25}",
UNH,3,Lasso,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 1e-05},
UNH,3,Monotone linear,rolling_5y,2023-01-01,2024-01-01,{},
UNH,3,OLS,rolling_5y,2023-01-01,2024-01-01,{},
UNH,3,OLS oriented,rolling_5y,2023-01-01,2024-01-01,{},
UNH,3,Ridge,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 0.01},
UNH,4,Choquet 1-additive,rolling_5y,2024-01-01,2025-01-01,{},
UNH,4,Choquet 1-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.16654147413424583
UNH,4,Choquet 2-additive,rolling_5y,2024-01-01,2025-01-01,{},
UNH,4,Choquet 2-additive L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
UNH,4,Choquet 2-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.16654147413424586
UNH,4,Choquet 2-additive scaled-q L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.16654147413423953
UNH,4,Elastic net,rolling_5y,2024-01-01,2025-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
UNH,4,Lasso,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 0.001},
UNH,4,Monotone linear,rolling_5y,2024-01-01,2025-01-01,{},
UNH,4,OLS,rolling_5y,2024-01-01,2025-01-01,{},
UNH,4,OLS oriented,rolling_5y,2024-01-01,2025-01-01,{},
UNH,4,Ridge,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 10.0},
UNH,5,Choquet 1-additive,rolling_5y,2025-01-01,2026-01-01,{},
UNH,5,Choquet 1-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.12382925581026138
UNH,5,Choquet 2-additive,rolling_5y,2025-01-01,2026-01-01,{},
UNH,5,Choquet 2-additive L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
UNH,5,Choquet 2-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.12382925581026134
UNH,5,Choquet 2-additive scaled-q L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.12382925581025675
UNH,5,Elastic net,rolling_5y,2025-01-01,2026-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.5}",
UNH,5,Lasso,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 0.001},
UNH,5,Monotone linear,rolling_5y,2025-01-01,2026-01-01,{},
UNH,5,OLS,rolling_5y,2025-01-01,2026-01-01,{},
UNH,5,OLS oriented,rolling_5y,2025-01-01,2026-01-01,{},
UNH,5,Ridge,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 0.01},
UNH,6,Choquet 1-additive,rolling_5y,2026-01-01,2027-01-01,{},
UNH,6,Choquet 1-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.09022706669179158
UNH,6,Choquet 2-additive,rolling_5y,2026-01-01,2027-01-01,{},
UNH,6,Choquet 2-additive L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
UNH,6,Choquet 2-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.09022706669179152
UNH,6,Choquet 2-additive scaled-q L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.09022706669178805
UNH,6,Elastic net,rolling_5y,2026-01-01,2027-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.25}",
UNH,6,Lasso,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 1e-05},
UNH,6,Monotone linear,rolling_5y,2026-01-01,2027-01-01,{},
UNH,6,OLS,rolling_5y,2026-01-01,2027-01-01,{},
UNH,6,OLS oriented,rolling_5y,2026-01-01,2027-01-01,{},
UNH,6,Ridge,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 0.01},
WMT,0,Choquet 1-additive,rolling_5y,2020-01-01,2021-01-01,{},
WMT,0,Choquet 1-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.09413437587520494
WMT,0,Choquet 2-additive,rolling_5y,2020-01-01,2021-01-01,{},
WMT,0,Choquet 2-additive L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
WMT,0,Choquet 2-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.09413437587520486
WMT,0,Choquet 2-additive scaled-q L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.09413437587520486
WMT,0,Elastic net,rolling_5y,2020-01-01,2021-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
WMT,0,Lasso,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 0.001},
WMT,0,Monotone linear,rolling_5y,2020-01-01,2021-01-01,{},
WMT,0,OLS,rolling_5y,2020-01-01,2021-01-01,{},
WMT,0,OLS oriented,rolling_5y,2020-01-01,2021-01-01,{},
WMT,0,Ridge,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 10.0},
WMT,1,Choquet 1-additive,rolling_5y,2021-01-01,2022-01-01,{},
WMT,1,Choquet 1-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.14586771081881728
WMT,1,Choquet 2-additive,rolling_5y,2021-01-01,2022-01-01,{},
WMT,1,Choquet 2-additive L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
WMT,1,Choquet 2-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.14586771081881716
WMT,1,Choquet 2-additive scaled-q L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.1458677108188137
WMT,1,Elastic net,rolling_5y,2021-01-01,2022-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
WMT,1,Lasso,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 0.001},
WMT,1,Monotone linear,rolling_5y,2021-01-01,2022-01-01,{},
WMT,1,OLS,rolling_5y,2021-01-01,2022-01-01,{},
WMT,1,OLS oriented,rolling_5y,2021-01-01,2022-01-01,{},
WMT,1,Ridge,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 0.01},
WMT,2,Choquet 1-additive,rolling_5y,2022-01-01,2023-01-01,{},
WMT,2,Choquet 1-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.13567608803866382
WMT,2,Choquet 2-additive,rolling_5y,2022-01-01,2023-01-01,{},
WMT,2,Choquet 2-additive L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
WMT,2,Choquet 2-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.1356760880386638
WMT,2,Choquet 2-additive scaled-q L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.13567608803866052
WMT,2,Elastic net,rolling_5y,2022-01-01,2023-01-01,"{'regressor__alpha': 0.0001, 'regressor__l1_ratio': 0.5}",
WMT,2,Lasso,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 0.0001},
WMT,2,Monotone linear,rolling_5y,2022-01-01,2023-01-01,{},
WMT,2,OLS,rolling_5y,2022-01-01,2023-01-01,{},
WMT,2,OLS oriented,rolling_5y,2022-01-01,2023-01-01,{},
WMT,2,Ridge,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 0.1},
WMT,3,Choquet 1-additive,rolling_5y,2023-01-01,2024-01-01,{},
WMT,3,Choquet 1-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.12773141567957952
WMT,3,Choquet 2-additive,rolling_5y,2023-01-01,2024-01-01,{},
WMT,3,Choquet 2-additive L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
WMT,3,Choquet 2-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.1277314156795795
WMT,3,Choquet 2-additive scaled-q L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.1277314156795795
WMT,3,Elastic net,rolling_5y,2023-01-01,2024-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
WMT,3,Lasso,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 0.001},
WMT,3,Monotone linear,rolling_5y,2023-01-01,2024-01-01,{},
WMT,3,OLS,rolling_5y,2023-01-01,2024-01-01,{},
WMT,3,OLS oriented,rolling_5y,2023-01-01,2024-01-01,{},
WMT,3,Ridge,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 10.0},
WMT,4,Choquet 1-additive,rolling_5y,2024-01-01,2025-01-01,{},
WMT,4,Choquet 1-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.11214586235287319
WMT,4,Choquet 2-additive,rolling_5y,2024-01-01,2025-01-01,{},
WMT,4,Choquet 2-additive L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
WMT,4,Choquet 2-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.11214586235287324
WMT,4,Choquet 2-additive scaled-q L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.11214586235286995
WMT,4,Elastic net,rolling_5y,2024-01-01,2025-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.5}",
WMT,4,Lasso,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 0.001},
WMT,4,Monotone linear,rolling_5y,2024-01-01,2025-01-01,{},
WMT,4,OLS,rolling_5y,2024-01-01,2025-01-01,{},
WMT,4,OLS oriented,rolling_5y,2024-01-01,2025-01-01,{},
WMT,4,Ridge,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 10.0},
WMT,5,Choquet 1-additive,rolling_5y,2025-01-01,2026-01-01,{},
WMT,5,Choquet 1-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.09907359419544226
WMT,5,Choquet 2-additive,rolling_5y,2025-01-01,2026-01-01,{},
WMT,5,Choquet 2-additive L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
WMT,5,Choquet 2-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.09907359419544226
WMT,5,Choquet 2-additive scaled-q L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.09907359419544226
WMT,5,Elastic net,rolling_5y,2025-01-01,2026-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.25}",
WMT,5,Lasso,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 0.0001},
WMT,5,Monotone linear,rolling_5y,2025-01-01,2026-01-01,{},
WMT,5,OLS,rolling_5y,2025-01-01,2026-01-01,{},
WMT,5,OLS oriented,rolling_5y,2025-01-01,2026-01-01,{},
WMT,5,Ridge,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 10.0},
WMT,6,Choquet 1-additive,rolling_5y,2026-01-01,2027-01-01,{},
WMT,6,Choquet 1-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.10270578446150647
WMT,6,Choquet 2-additive,rolling_5y,2026-01-01,2027-01-01,{},
WMT,6,Choquet 2-additive L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
WMT,6,Choquet 2-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.10270578446150648
