asset,fold,model,evaluation_structure,OOS start,OOS end,best parameters,fitted q
JPM,4,Choquet 2-additive L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
JPM,4,Choquet 2-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.30899701272653063
JPM,4,Choquet 2-additive scaled-q L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.30899701272653063
JPM,4,Elastic net,rolling_5y,2024-01-01,2025-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.25}",
JPM,4,Lasso,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 1e-05},
JPM,4,Monotone linear,rolling_5y,2024-01-01,2025-01-01,{},
JPM,4,OLS,rolling_5y,2024-01-01,2025-01-01,{},
JPM,4,OLS oriented,rolling_5y,2024-01-01,2025-01-01,{},
JPM,4,Ridge,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 0.01},
JPM,5,Choquet 1-additive,rolling_5y,2025-01-01,2026-01-01,{},
JPM,5,Choquet 1-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.256661092083273
JPM,5,Choquet 2-additive,rolling_5y,2025-01-01,2026-01-01,{},
JPM,5,Choquet 2-additive L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
JPM,5,Choquet 2-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.2571725277093379
JPM,5,Choquet 2-additive scaled-q L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.2571569943266781
JPM,5,Elastic net,rolling_5y,2025-01-01,2026-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.25}",
JPM,5,Lasso,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 1e-05},
JPM,5,Monotone linear,rolling_5y,2025-01-01,2026-01-01,{},
JPM,5,OLS,rolling_5y,2025-01-01,2026-01-01,{},
JPM,5,OLS oriented,rolling_5y,2025-01-01,2026-01-01,{},
JPM,5,Ridge,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 0.01},
JPM,6,Choquet 1-additive,rolling_5y,2026-01-01,2027-01-01,{},
JPM,6,Choquet 1-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.21974043134771273
JPM,6,Choquet 2-additive,rolling_5y,2026-01-01,2027-01-01,{},
JPM,6,Choquet 2-additive L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
JPM,6,Choquet 2-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.21974043134771268
JPM,6,Choquet 2-additive scaled-q L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.21974043134770857
JPM,6,Elastic net,rolling_5y,2026-01-01,2027-01-01,"{'regressor__alpha': 0.0001, 'regressor__l1_ratio': 0.25}",
JPM,6,Lasso,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 1e-05},
JPM,6,Monotone linear,rolling_5y,2026-01-01,2027-01-01,{},
JPM,6,OLS,rolling_5y,2026-01-01,2027-01-01,{},
JPM,6,OLS oriented,rolling_5y,2026-01-01,2027-01-01,{},
JPM,6,Ridge,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 10.0},
KO,0,Choquet 1-additive,rolling_5y,2020-01-01,2021-01-01,{},
KO,0,Choquet 1-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.0848722377791515
KO,0,Choquet 2-additive,rolling_5y,2020-01-01,2021-01-01,{},
KO,0,Choquet 2-additive L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
KO,0,Choquet 2-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.08487223777915141
KO,0,Choquet 2-additive scaled-q L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.08487223777915141
KO,0,Elastic net,rolling_5y,2020-01-01,2021-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.25}",
KO,0,Lasso,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 1e-05},
KO,0,Monotone linear,rolling_5y,2020-01-01,2021-01-01,{},
KO,0,OLS,rolling_5y,2020-01-01,2021-01-01,{},
KO,0,OLS oriented,rolling_5y,2020-01-01,2021-01-01,{},
KO,0,Ridge,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 0.01},
KO,1,Choquet 1-additive,rolling_5y,2021-01-01,2022-01-01,{},
KO,1,Choquet 1-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.1070316279289271
KO,1,Choquet 2-additive,rolling_5y,2021-01-01,2022-01-01,{},
KO,1,Choquet 2-additive L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
KO,1,Choquet 2-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.10703162792892705
KO,1,Choquet 2-additive scaled-q L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.10703162792892357
KO,1,Elastic net,rolling_5y,2021-01-01,2022-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.25}",
KO,1,Lasso,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 1e-05},
KO,1,Monotone linear,rolling_5y,2021-01-01,2022-01-01,{},
KO,1,OLS,rolling_5y,2021-01-01,2022-01-01,{},
KO,1,OLS oriented,rolling_5y,2021-01-01,2022-01-01,{},
KO,1,Ridge,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 0.01},
KO,2,Choquet 1-additive,rolling_5y,2022-01-01,2023-01-01,{},
KO,2,Choquet 1-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.10367942176148949
KO,2,Choquet 2-additive,rolling_5y,2022-01-01,2023-01-01,{},
KO,2,Choquet 2-additive L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
KO,2,Choquet 2-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.10367942176148955
KO,2,Choquet 2-additive scaled-q L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.10367942176148626
KO,2,Elastic net,rolling_5y,2022-01-01,2023-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
KO,2,Lasso,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 0.001},
KO,2,Monotone linear,rolling_5y,2022-01-01,2023-01-01,{},
KO,2,OLS,rolling_5y,2022-01-01,2023-01-01,{},
KO,2,OLS oriented,rolling_5y,2022-01-01,2023-01-01,{},
KO,2,Ridge,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 10.0},
KO,3,Choquet 1-additive,rolling_5y,2023-01-01,2024-01-01,{},
KO,3,Choquet 1-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.10747774882342054
KO,3,Choquet 2-additive,rolling_5y,2023-01-01,2024-01-01,{},
KO,3,Choquet 2-additive L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
KO,3,Choquet 2-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.10747774882342057
KO,3,Choquet 2-additive scaled-q L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.10747774882341651
KO,3,Elastic net,rolling_5y,2023-01-01,2024-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
KO,3,Lasso,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 0.001},
KO,3,Monotone linear,rolling_5y,2023-01-01,2024-01-01,{},
KO,3,OLS,rolling_5y,2023-01-01,2024-01-01,{},
KO,3,OLS oriented,rolling_5y,2023-01-01,2024-01-01,{},
KO,3,Ridge,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 10.0},
KO,4,Choquet 1-additive,rolling_5y,2024-01-01,2025-01-01,{},
KO,4,Choquet 1-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.09862852030725636
KO,4,Choquet 2-additive,rolling_5y,2024-01-01,2025-01-01,{},
KO,4,Choquet 2-additive L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
KO,4,Choquet 2-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.09862852030725641
KO,4,Choquet 2-additive scaled-q L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.09862852030725311
KO,4,Elastic net,rolling_5y,2024-01-01,2025-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
KO,4,Lasso,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 0.001},
KO,4,Monotone linear,rolling_5y,2024-01-01,2025-01-01,{},
KO,4,OLS,rolling_5y,2024-01-01,2025-01-01,{},
KO,4,OLS oriented,rolling_5y,2024-01-01,2025-01-01,{},
KO,4,Ridge,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 10.0},
KO,5,Choquet 1-additive,rolling_5y,2025-01-01,2026-01-01,{},
KO,5,Choquet 1-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.07933422698759751
KO,5,Choquet 2-additive,rolling_5y,2025-01-01,2026-01-01,{},
KO,5,Choquet 2-additive L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
KO,5,Choquet 2-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.0793342269875975
KO,5,Choquet 2-additive scaled-q L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.07933422698759382
KO,5,Elastic net,rolling_5y,2025-01-01,2026-01-01,"{'regressor__alpha': 0.0001, 'regressor__l1_ratio': 0.75}",
KO,5,Lasso,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 0.0001},
KO,5,Monotone linear,rolling_5y,2025-01-01,2026-01-01,{},
KO,5,OLS,rolling_5y,2025-01-01,2026-01-01,{},
KO,5,OLS oriented,rolling_5y,2025-01-01,2026-01-01,{},
KO,5,Ridge,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 10.0},
KO,6,Choquet 1-additive,rolling_5y,2026-01-01,2027-01-01,{},
KO,6,Choquet 1-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.07309342170762421
KO,6,Choquet 2-additive,rolling_5y,2026-01-01,2027-01-01,{},
KO,6,Choquet 2-additive L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
KO,6,Choquet 2-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.07309342170762424
KO,6,Choquet 2-additive scaled-q L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.07309342170762424
KO,6,Elastic net,rolling_5y,2026-01-01,2027-01-01,"{'regressor__alpha': 0.0001, 'regressor__l1_ratio': 0.5}",
KO,6,Lasso,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 1e-05},
KO,6,Monotone linear,rolling_5y,2026-01-01,2027-01-01,{},
KO,6,OLS,rolling_5y,2026-01-01,2027-01-01,{},
KO,6,OLS oriented,rolling_5y,2026-01-01,2027-01-01,{},
KO,6,Ridge,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 10.0},
MSFT,0,Choquet 1-additive,rolling_5y,2020-01-01,2021-01-01,{},
MSFT,0,Choquet 1-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.18835425200111752
MSFT,0,Choquet 2-additive,rolling_5y,2020-01-01,2021-01-01,{},
MSFT,0,Choquet 2-additive L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
MSFT,0,Choquet 2-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.1883542520011176
MSFT,0,Choquet 2-additive scaled-q L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.18835425200111278
MSFT,0,Elastic net,rolling_5y,2020-01-01,2021-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.25}",
MSFT,0,Lasso,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 0.0001},
MSFT,0,Monotone linear,rolling_5y,2020-01-01,2021-01-01,{},
MSFT,0,OLS,rolling_5y,2020-01-01,2021-01-01,{},
MSFT,0,OLS oriented,rolling_5y,2020-01-01,2021-01-01,{},
MSFT,0,Ridge,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 10.0},
MSFT,1,Choquet 1-additive,rolling_5y,2021-01-01,2022-01-01,{},
MSFT,1,Choquet 1-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.2984802100087786
MSFT,1,Choquet 2-additive,rolling_5y,2021-01-01,2022-01-01,{},
MSFT,1,Choquet 2-additive L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
MSFT,1,Choquet 2-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.2984802100087786
MSFT,1,Choquet 2-additive scaled-q L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__penalty': L1Penalty(weight=0.01, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.2984802100087757
MSFT,1,Elastic net,rolling_5y,2021-01-01,2022-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.5}",
MSFT,1,Lasso,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 0.0001},
MSFT,1,Monotone linear,rolling_5y,2021-01-01,2022-01-01,{},
MSFT,1,OLS,rolling_5y,2021-01-01,2022-01-01,{},
MSFT,1,OLS oriented,rolling_5y,2021-01-01,2022-01-01,{},
MSFT,1,Ridge,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 10.0},
MSFT,2,Choquet 1-additive,rolling_5y,2022-01-01,2023-01-01,{},
MSFT,2,Choquet 1-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.28378787715189013
MSFT,2,Choquet 2-additive,rolling_5y,2022-01-01,2023-01-01,{},
MSFT,2,Choquet 2-additive L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
MSFT,2,Choquet 2-additive scaled-q,rolling_5y,2022-01-01,2023-01-01,{},0.28378787715189013
MSFT,2,Choquet 2-additive scaled-q L1,rolling_5y,2022-01-01,2023-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.28378787715188203
MSFT,2,Elastic net,rolling_5y,2022-01-01,2023-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.25}",
MSFT,2,Lasso,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 1e-05},
MSFT,2,Monotone linear,rolling_5y,2022-01-01,2023-01-01,{},
MSFT,2,OLS,rolling_5y,2022-01-01,2023-01-01,{},
MSFT,2,OLS oriented,rolling_5y,2022-01-01,2023-01-01,{},
MSFT,2,Ridge,rolling_5y,2022-01-01,2023-01-01,{'regressor__alpha': 0.01},
MSFT,3,Choquet 1-additive,rolling_5y,2023-01-01,2024-01-01,{},
MSFT,3,Choquet 1-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.299971717756532
MSFT,3,Choquet 2-additive,rolling_5y,2023-01-01,2024-01-01,{},
MSFT,3,Choquet 2-additive L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
MSFT,3,Choquet 2-additive scaled-q,rolling_5y,2023-01-01,2024-01-01,{},0.29997171775653203
MSFT,3,Choquet 2-additive scaled-q L1,rolling_5y,2023-01-01,2024-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.29997171775651993
MSFT,3,Elastic net,rolling_5y,2023-01-01,2024-01-01,"{'regressor__alpha': 0.0001, 'regressor__l1_ratio': 0.75}",
MSFT,3,Lasso,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 0.0001},
MSFT,3,Monotone linear,rolling_5y,2023-01-01,2024-01-01,{},
MSFT,3,OLS,rolling_5y,2023-01-01,2024-01-01,{},
MSFT,3,OLS oriented,rolling_5y,2023-01-01,2024-01-01,{},
MSFT,3,Ridge,rolling_5y,2023-01-01,2024-01-01,{'regressor__alpha': 0.01},
MSFT,4,Choquet 1-additive,rolling_5y,2024-01-01,2025-01-01,{},
MSFT,4,Choquet 1-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.3339458511226377
MSFT,4,Choquet 2-additive,rolling_5y,2024-01-01,2025-01-01,{},
MSFT,4,Choquet 2-additive L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
MSFT,4,Choquet 2-additive scaled-q,rolling_5y,2024-01-01,2025-01-01,{},0.3339458511226377
MSFT,4,Choquet 2-additive scaled-q L1,rolling_5y,2024-01-01,2025-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.3339458511226377
MSFT,4,Elastic net,rolling_5y,2024-01-01,2025-01-01,"{'regressor__alpha': 0.0001, 'regressor__l1_ratio': 0.75}",
MSFT,4,Lasso,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 0.0001},
MSFT,4,Monotone linear,rolling_5y,2024-01-01,2025-01-01,{},
MSFT,4,OLS,rolling_5y,2024-01-01,2025-01-01,{},
MSFT,4,OLS oriented,rolling_5y,2024-01-01,2025-01-01,{},
MSFT,4,Ridge,rolling_5y,2024-01-01,2025-01-01,{'regressor__alpha': 0.01},
MSFT,5,Choquet 1-additive,rolling_5y,2025-01-01,2026-01-01,{},
MSFT,5,Choquet 1-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.3136417625618732
MSFT,5,Choquet 2-additive,rolling_5y,2025-01-01,2026-01-01,{},
MSFT,5,Choquet 2-additive L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
MSFT,5,Choquet 2-additive scaled-q,rolling_5y,2025-01-01,2026-01-01,{},0.3136417625618732
MSFT,5,Choquet 2-additive scaled-q L1,rolling_5y,2025-01-01,2026-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.3136417625618732
MSFT,5,Elastic net,rolling_5y,2025-01-01,2026-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
MSFT,5,Lasso,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 0.01},
MSFT,5,Monotone linear,rolling_5y,2025-01-01,2026-01-01,{},
MSFT,5,OLS,rolling_5y,2025-01-01,2026-01-01,{},
MSFT,5,OLS oriented,rolling_5y,2025-01-01,2026-01-01,{},
MSFT,5,Ridge,rolling_5y,2025-01-01,2026-01-01,{'regressor__alpha': 10.0},
MSFT,6,Choquet 1-additive,rolling_5y,2026-01-01,2027-01-01,{},
MSFT,6,Choquet 1-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.2770112166338523
MSFT,6,Choquet 2-additive,rolling_5y,2026-01-01,2027-01-01,{},
MSFT,6,Choquet 2-additive L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
MSFT,6,Choquet 2-additive scaled-q,rolling_5y,2026-01-01,2027-01-01,{},0.27701121663385236
MSFT,6,Choquet 2-additive scaled-q L1,rolling_5y,2026-01-01,2027-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.27701121663385236
MSFT,6,Elastic net,rolling_5y,2026-01-01,2027-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
MSFT,6,Lasso,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 0.001},
MSFT,6,Monotone linear,rolling_5y,2026-01-01,2027-01-01,{},
MSFT,6,OLS,rolling_5y,2026-01-01,2027-01-01,{},
MSFT,6,OLS oriented,rolling_5y,2026-01-01,2027-01-01,{},
MSFT,6,Ridge,rolling_5y,2026-01-01,2027-01-01,{'regressor__alpha': 10.0},
NVDA,0,Choquet 1-additive,rolling_5y,2020-01-01,2021-01-01,{},
NVDA,0,Choquet 1-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.2360905560034378
NVDA,0,Choquet 2-additive,rolling_5y,2020-01-01,2021-01-01,{},
NVDA,0,Choquet 2-additive L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.0001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
NVDA,0,Choquet 2-additive scaled-q,rolling_5y,2020-01-01,2021-01-01,{},0.23609055600343792
NVDA,0,Choquet 2-additive scaled-q L1,rolling_5y,2020-01-01,2021-01-01,"{'regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.23609055600341752
NVDA,0,Elastic net,rolling_5y,2020-01-01,2021-01-01,"{'regressor__alpha': 1e-05, 'regressor__l1_ratio': 0.25}",
NVDA,0,Lasso,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 1e-05},
NVDA,0,Monotone linear,rolling_5y,2020-01-01,2021-01-01,{},
NVDA,0,OLS,rolling_5y,2020-01-01,2021-01-01,{},
NVDA,0,OLS oriented,rolling_5y,2020-01-01,2021-01-01,{},
NVDA,0,Ridge,rolling_5y,2020-01-01,2021-01-01,{'regressor__alpha': 1.0},
NVDA,1,Choquet 1-additive,rolling_5y,2021-01-01,2022-01-01,{},
NVDA,1,Choquet 1-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.3966228944602837
NVDA,1,Choquet 2-additive,rolling_5y,2021-01-01,2022-01-01,{},
NVDA,1,Choquet 2-additive L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__regressor__penalty': L1Penalty(weight=0.001, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",
NVDA,1,Choquet 2-additive scaled-q,rolling_5y,2021-01-01,2022-01-01,{},0.4079170071322361
NVDA,1,Choquet 2-additive scaled-q L1,rolling_5y,2021-01-01,2022-01-01,"{'regressor__penalty': L1Penalty(weight=1e-05, selection=[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27])}",0.4084931523640952
NVDA,1,Elastic net,rolling_5y,2021-01-01,2022-01-01,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}",
NVDA,1,Lasso,rolling_5y,2021-01-01,2022-01-01,{'regressor__alpha': 0.001},
NVDA,1,Monotone linear,rolling_5y,2021-01-01,2022-01-01,{},
NVDA,1,OLS,rolling_5y,2021-01-01,2022-01-01,{},
