,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,-1.466285893785132e-17,-1.3076826045529667e-17,-3.1332535318203595e-17,8.600122144558022e-19,-5.448489722913683e-18,-2.9469332577338146e-17,6.606508890428969e-18,-1.5059367160931733e-17,-1.771652296143589e-17
vix,-1.466285893785132e-17,0.0,-7.985550320004084e-18,-1.8206461016645762e-17,6.204551630113862e-19,1.6308341766678578e-18,-1.7400613537328083e-17,1.1058965812102778e-17,5.892237487810367e-18,-1.503183186766226e-17
realized_volatility_20d,-1.3076826045529667e-17,-7.985550320004084e-18,0.0,-3.5784992239877406e-17,1.2813022014787413e-18,1.7630035843613287e-18,-3.207141779130336e-17,1.1984151665957072e-17,-2.0938152273964247e-17,-1.4106646013807963e-17
drawdown_severity,-3.1332535318203595e-17,-1.8206461016645762e-17,-3.5784992239877406e-17,0.0,3.3978551894529843e-18,3.926532820226867e-18,-2.815759089736322e-17,-2.2028234615578505e-17,-3.493333976025452e-17,-2.7055492355858254e-17
liquidity_stress_20d,8.600122144558022e-19,6.204551630113862e-19,1.2813022014787413e-18,3.3978551894529843e-18,0.0,-5.0609869029291615e-18,-4.598393976002012e-18,3.7447998846483466e-19,-4.2180724574064262e-19,-1.1341196112254403e-19
baa_credit_spread_pct,-5.448489722913683e-18,1.6308341766678578e-18,1.7630035843613287e-18,3.926532820226867e-18,-5.0609869029291615e-18,0.0,-2.4506411009831086e-18,-2.566289332714896e-18,6.662680517358378e-19,-2.396430968298281e-19
term_spread_10y_2y_pct,-2.9469332577338146e-17,-1.7400613537328083e-17,-3.207141779130336e-17,-2.815759089736322e-17,-4.598393976002012e-18,-2.4506411009831086e-18,0.0,-2.748022268293418e-17,-3.4760482436457645e-17,-3.3477337770100195e-17
average_equity_correlation_60d,6.606508890428969e-18,1.1058965812102778e-17,1.1984151665957072e-17,-2.2028234615578505e-17,3.7447998846483466e-19,-2.566289332714896e-18,-2.748022268293418e-17,0.0,7.967717853685683e-18,-2.2054012398020867e-17
negative_momentum_21d,-1.5059367160931733e-17,5.892237487810367e-18,-2.0938152273964247e-17,-3.493333976025452e-17,-4.2180724574064262e-19,6.662680517358378e-19,-3.4760482436457645e-17,7.967717853685683e-18,0.0,-1.6089187129210028e-17
lagged_portfolio_loss_1d,-1.771652296143589e-17,-1.503183186766226e-17,-1.4106646013807963e-17,-2.7055492355858254e-17,-1.1341196112254403e-19,-2.396430968298281e-19,-3.3477337770100195e-17,-2.2054012398020867e-17,-1.6089187129210028e-17,0.0
