model,base model,class weight,probability calibration,threshold source,ROC AUC,PR AUC,Precision,Recall,F1,Brier,Log loss,Mean predicted probability,Observed event prevalence,Calibration gap,Absolute calibration gap,Threshold,Predicted event rate,Observed event rate,validation PR AUC,selection runtime seconds,refit runtime seconds,calibration runtime seconds,parameter count,calibration observations,calibration event prevalence,OOS folds,evaluation_structure
Choquistic 1-additive [balanced],Choquistic 1-additive,balanced,uncalibrated,selection validation,0.6508036716370049,0.08709102973995485,0.04150352388410337,0.8412698412698413,0.0791044776119403,0.221660667525349,0.6411205961185628,0.45668629618943213,0.03825136612021858,0.41843493006921356,0.41843493006921356,0.24612848253814368,0.7753491196114147,0.03825136612021858,0.03783476116051758,2.1486527999513783,1.9966119001037441,0.0,12.0,3486,0.03758952141587518,7,rolling_5y
Choquistic 2-additive [balanced],Choquistic 2-additive,balanced,uncalibrated,selection validation,0.6117925284591951,0.08369198864395298,0.05096153846153846,0.8412698412698413,0.09610154125113328,0.21377040005143755,0.6238725106594534,0.4303194003355707,0.03825136612021858,0.39206803421535213,0.39206803421535213,0.2572564273853216,0.6314511232544019,0.03825136612021858,0.04859525360378775,8.072684299899265,8.997629099991173,0.0,57.0,3486,0.03758952141587518,7,rolling_5y
Choquistic 2-additive [unweighted],Choquistic 2-additive,unweighted,uncalibrated,selection validation,0.5650953984287317,0.07435695974663564,0.047619047619047616,0.7619047619047619,0.0896358543417367,0.036826436062848925,0.16886978627422847,0.03445854358632794,0.03825136612021858,-0.0037928225338906413,0.0037928225338906413,0.06186932564274499,0.6120218579234973,0.03825136612021858,0.03432784388335468,9.402901699999347,10.205183399957605,0.0,57.0,3486,0.03758952141587518,7,rolling_5y
Choquistic 1-additive [unweighted],Choquistic 1-additive,unweighted,uncalibrated,selection validation,0.5797859547859547,0.06824345262128018,0.039316239316239315,0.7301587301587301,0.0746147607461476,0.03701264958932782,0.1654530073420869,0.03648216420006995,0.03825136612021858,-0.001769201920148629,0.001769201920148629,0.03504866048921368,0.7103825136612022,0.03825136612021858,0.03703832631976743,2.2107213000417687,1.9964722000295296,0.0,12.0,3486,0.03758952141587518,7,rolling_5y
Logistic oriented [balanced],Logistic oriented,balanced,uncalibrated,selection validation,0.43871252204585537,0.03203567864363761,0.03968253968253968,0.9523809523809523,0.0761904761904762,0.6094183063391002,3.799240107303719,0.7243999859351142,0.03825136612021858,0.6861486198148956,0.6861486198148956,0.062323404339044625,0.9180327868852459,0.03825136612021858,0.031475016202798425,0.0745423999032937,0.05521240003872663,0.0,11.0,3486,0.03758952141587518,7,rolling_5y
Logistic [balanced],Logistic,balanced,uncalibrated,selection validation,0.43871252204585537,0.03203567864363761,0.03968253968253968,0.9523809523809523,0.0761904761904762,0.6094183063391002,3.799240107303719,0.7243999859351142,0.03825136612021858,0.6861486198148956,0.6861486198148956,0.062323404339044625,0.9180327868852459,0.03825136612021858,0.031475016202798425,0.06778630003100261,0.04737139999633655,0.0,11.0,3486,0.03758952141587518,7,rolling_5y
Logistic [unweighted],Logistic,unweighted,uncalibrated,selection validation,0.4010541927208594,0.02948053904658666,0.03955174686882004,0.9523809523809523,0.0759493670886076,0.33868060769209263,2.049921289627709,0.38066676908420766,0.03825136612021858,0.3424154029639891,0.3424154029639891,0.01881238544394712,0.9210686095931998,0.03825136612021858,0.03185943804372831,0.06372859998373315,0.041662000061478466,0.0,11.0,3486,0.03758952141587518,7,rolling_5y
Logistic oriented [unweighted],Logistic oriented,unweighted,uncalibrated,selection validation,0.4010541927208594,0.02948053904658666,0.03955174686882004,0.9523809523809523,0.0759493670886076,0.33868060769209263,2.049921289627709,0.38066676908420766,0.03825136612021858,0.3424154029639891,0.3424154029639891,0.01881238544394712,0.9210686095931998,0.03825136612021858,0.03185943804372831,0.06914709985721856,0.04929130006348714,0.0,11.0,3486,0.03758952141587518,7,rolling_5y
