,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,2.2080863464927528e-16,0.24598006480603227,-4.768661590323775e-16,3.540919942624255e-17,1.227479019105482e-16,-2.236727984537631e-16,2.8328394422537105e-16,-6.919170939271314e-17,-2.7870150708949157e-16
vix,2.2080863464927528e-16,0.0,3.6605770162048127e-16,-7.392575278309734e-16,1.4252830703231196e-16,4.7083650255361185e-17,0.32763630376693254,-3.4205041976055856e-16,0.020739947642853227,-3.0957185025755135e-17
realized_volatility_20d,0.24598006480603227,3.6605770162048127e-16,0.0,-1.2417764136637336e-15,-8.234068122392885e-17,1.8670491302767592e-16,-2.1084069866512368e-16,-1.8175864853002817e-16,-5.051168997205506e-16,0.09194470475106781
drawdown_severity,-4.768661590323775e-16,-7.392575278309734e-16,-1.2417764136637336e-15,0.0,1.2189933684049677e-16,-3.3795462384102404e-17,-9.517103431924276e-17,1.9556787611228488e-16,-2.7525327574403624e-16,-1.7055633472483323e-15
liquidity_stress_20d,3.540919942624255e-17,1.4252830703231196e-16,-8.234068122392885e-17,1.2189933684049677e-16,0.0,-7.17523988687132e-17,-8.0407354013205e-17,-1.3750735872915797e-16,1.2707658161814226e-16,8.812241739561965e-17
baa_credit_spread_pct,1.227479019105482e-16,4.7083650255361185e-17,1.8670491302767592e-16,-3.3795462384102404e-17,-7.17523988687132e-17,0.0,-1.909408496555619e-17,-3.5781267947064656e-17,-5.568835598639171e-17,-1.712934483017473e-16
term_spread_10y_2y_pct,-2.236727984537631e-16,0.32763630376693254,-2.1084069866512368e-16,-9.517103431924276e-17,-8.0407354013205e-17,-1.909408496555619e-17,0.0,1.0325547087060014e-16,0.04896627560631411,7.178481748663398e-17
average_equity_correlation_60d,2.8328394422537105e-16,-3.4205041976055856e-16,-1.8175864853002817e-16,1.9556787611228488e-16,-1.3750735872915797e-16,-3.5781267947064656e-17,1.0325547087060014e-16,0.0,-6.469127088108924e-17,8.523484879251477e-17
negative_momentum_21d,-6.919170939271314e-17,0.020739947642853227,-5.051168997205506e-16,-2.7525327574403624e-16,1.2707658161814226e-16,-5.568835598639171e-17,0.04896627560631411,-6.469127088108924e-17,0.0,0.005447683179789059
lagged_portfolio_loss_1d,-2.7870150708949157e-16,-3.0957185025755135e-17,0.09194470475106781,-1.7055633472483323e-15,8.812241739561965e-17,-1.712934483017473e-16,7.178481748663398e-17,8.523484879251477e-17,0.005447683179789059,0.0
