,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,1.203111484127473e-15,0.12716234783495264,5.160332079279213e-16,-1.978725328467249e-15,5.663418214459034e-16,-2.315554523602767e-15,1.3023050485266038e-15,-2.1775725542584076e-15,4.3864756808647906e-15
vix,1.203111484127473e-15,0.0,5.186579955008615e-16,3.313218967207685e-16,-4.988012045529432e-16,-1.1461433016335108e-15,0.5257780479006401,-1.5035613463952148e-16,-4.920303811775591e-16,2.075270362293245e-15
realized_volatility_20d,0.12716234783495264,5.186579955008615e-16,0.0,5.550777372481311e-16,-1.9308645827347937e-15,-4.4273739645059e-16,-3.885593851372457e-16,3.557680189661306e-15,0.0066217830167325294,0.059199900878937325
drawdown_severity,5.160332079279213e-16,3.313218967207685e-16,5.550777372481311e-16,0.0,2.0950652667252767e-15,-1.397583592264599e-15,1.7454738474998722e-15,-3.0226001452813084e-15,5.440468254179313e-16,-1.5831548475196091e-15
liquidity_stress_20d,-1.978725328467249e-15,-4.988012045529432e-16,-1.9308645827347937e-15,2.0950652667252767e-15,0.0,4.259275847945365e-16,1.6169869749582837e-15,-1.6675819530353723e-15,1.7367886128741057e-16,3.0245128270498647e-15
baa_credit_spread_pct,5.663418214459034e-16,-1.1461433016335108e-15,-4.4273739645059e-16,-1.397583592264599e-15,4.259275847945365e-16,0.0,-9.729638198812445e-16,5.118133402033279e-16,2.718060589509729e-16,1.6749091304908951e-15
term_spread_10y_2y_pct,-2.315554523602767e-15,0.5257780479006401,-3.885593851372457e-16,1.7454738474998722e-15,1.6169869749582837e-15,-9.729638198812445e-16,0.0,-1.0014439290637807e-15,0.032200131804798415,7.063012405826909e-16
average_equity_correlation_60d,1.3023050485266038e-15,-1.5035613463952148e-16,3.557680189661306e-15,-3.0226001452813084e-15,-1.6675819530353723e-15,5.118133402033279e-16,-1.0014439290637807e-15,0.0,-5.386469516972506e-16,2.560507348678272e-15
negative_momentum_21d,-2.1775725542584076e-15,-4.920303811775591e-16,0.0066217830167325294,5.440468254179313e-16,1.7367886128741057e-16,2.718060589509729e-16,0.032200131804798415,-5.386469516972506e-16,0.0,7.183630251082493e-15
lagged_portfolio_loss_1d,4.3864756808647906e-15,2.075270362293245e-15,0.059199900878937325,-1.5831548475196091e-15,3.0245128270498647e-15,1.6749091304908951e-15,7.063012405826909e-16,2.560507348678272e-15,7.183630251082493e-15,0.0
