,average_equity_correlation_60d,baa_credit_spread_pct,drawdown_severity,lagged_portfolio_loss_1d,liquidity_stress_20d,market_loss_1d,negative_momentum_21d,realized_volatility_20d,term_spread_10y_2y_pct,vix
2018-12-31,0.13248352493067123,0.0012737947072422116,0.17870906705364137,0.054424685592579444,0.06667105245616699,0.02629100437490174,0.009224328527004708,0.33042869682866693,0.10177729103309385,0.098716554496032
2020-12-31,-1.0124142958539618e-17,0.030595176981984745,0.030113478021459635,0.18086484418408125,0.051610046169110385,0.1680478560367348,0.027818871992463357,0.2271682863377266,0.241066252758625,0.042715187517814175
2022-12-30,0.005104463109060726,0.023956840517863925,0.037550139667474496,0.19775023051571722,0.07554585754332106,0.21937788257838392,0.03664146754510008,0.1784750968022125,0.19859628421788736,0.02700173750297863
2024-12-31,4.785287137780224e-18,3.4208725912508335e-05,-3.409039359698474e-18,0.20799275190639535,0.06956739776933975,0.23856711020477833,0.06023165585441382,0.23914130775879106,0.15806494124663917,0.026400626533731122
2026-07-30,-9.905887924069154e-18,0.00550230220875261,-6.582330129417151e-19,0.21074309795273163,0.08606726614706607,0.24189752950648713,0.05514469788699944,0.23768883859044818,0.14484598892883935,0.018110278778674455
