,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,0.03532525151510532,-9.166961510286872e-16,7.378429010113586e-16,-4.0323783106282827e-16,3.0700036805392885e-16,-2.9984442167735105e-16,-3.0895000035883287e-17,1.0796112152294384e-15,4.68823244385072e-16
vix,0.03532525151510532,0.0,2.1482922709408476e-15,-3.863775705185944e-16,2.2195739882629405e-16,-4.696884588644344e-16,0.4266816373188498,3.835058796405799e-16,0.3175496844882189,-9.793723191762373e-16
realized_volatility_20d,-9.166961510286872e-16,2.1482922709408476e-15,0.0,1.6672759526171847e-16,4.540407502453427e-16,-1.7791876546002773e-16,-3.883905421109818e-15,-7.514628318780166e-17,0.16293468739766886,7.886113346191643e-16
drawdown_severity,7.378429010113586e-16,-3.863775705185944e-16,1.6672759526171847e-16,0.0,-1.7862250990252142e-16,5.667135556254998e-16,-7.159854922609223e-16,-4.302906462602259e-16,-1.3078220609752117e-16,-3.403390438531489e-16
liquidity_stress_20d,-4.0323783106282827e-16,2.2195739882629405e-16,4.540407502453427e-16,-1.7862250990252142e-16,0.0,1.5586055437217626e-15,8.463807912990098e-16,-6.187195032456887e-16,1.254620022748934e-15,2.596136355114841e-16
baa_credit_spread_pct,3.0700036805392885e-16,-4.696884588644344e-16,-1.7791876546002773e-16,5.667135556254998e-16,1.5586055437217626e-15,0.0,4.143198116382004e-16,-2.9676554253759356e-16,8.948453246609943e-16,5.728503779471365e-16
term_spread_10y_2y_pct,-2.9984442167735105e-16,0.4266816373188498,-3.883905421109818e-15,-7.159854922609223e-16,8.463807912990098e-16,4.143198116382004e-16,0.0,2.6579448460765624e-16,6.043161289348514e-16,6.944127580491737e-17
average_equity_correlation_60d,-3.0895000035883287e-17,3.835058796405799e-16,-7.514628318780166e-17,-4.302906462602259e-16,-6.187195032456887e-16,-2.9676554253759356e-16,2.6579448460765624e-16,0.0,2.890249821246202e-16,-2.1478538244600442e-16
negative_momentum_21d,1.0796112152294384e-15,0.3175496844882189,0.16293468739766886,-1.3078220609752117e-16,1.254620022748934e-15,8.948453246609943e-16,6.043161289348514e-16,2.890249821246202e-16,0.0,0.057508739280183956
lagged_portfolio_loss_1d,4.68823244385072e-16,-9.793723191762373e-16,7.886113346191643e-16,-3.403390438531489e-16,2.596136355114841e-16,5.728503779471365e-16,6.944127580491737e-17,-2.1478538244600442e-16,0.057508739280183956,0.0
