,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,-1.825540646594707e-16,0.16712234653600722,-9.966382385362622e-16,1.8524419879132915e-16,-2.7450553980619695e-16,-3.8163921445566566e-17,-9.617745616258675e-17,8.190790563455284e-16,-7.003421526694748e-16
vix,-1.825540646594707e-16,0.0,2.7974283541818835e-16,-1.7664951950453488e-17,7.163798431067918e-17,2.2090755112138887e-17,0.2580943306432569,-2.0049484076977143e-16,0.017927982733772135,0.02164854465660881
realized_volatility_20d,0.16712234653600722,2.7974283541818835e-16,0.0,-2.904586754043833e-17,3.352906448090625e-16,-1.7859671339502066e-16,1.241105122695629e-16,2.0749216382804216e-16,4.656112387382758e-16,0.025956117162105767
drawdown_severity,-9.966382385362622e-16,-1.7664951950453488e-17,-2.904586754043833e-17,0.0,4.523171010868716e-16,-2.3143065729954026e-16,1.112389063121816e-17,3.367150141502623e-16,-4.586440545384431e-16,9.746830328083117e-18
liquidity_stress_20d,1.8524419879132915e-16,7.163798431067918e-17,3.352906448090625e-16,4.523171010868716e-16,0.0,4.102268434362822e-16,1.8788809646922847e-16,8.091115327118598e-17,-2.871799021222145e-16,2.730307119064828e-16
baa_credit_spread_pct,-2.7450553980619695e-16,2.2090755112138887e-17,-1.7859671339502066e-16,-2.3143065729954026e-16,4.102268434362822e-16,0.0,-5.060109821719915e-16,-1.8573281075032157e-16,-4.3213780949406086e-16,9.68818243061656e-17
term_spread_10y_2y_pct,-3.8163921445566566e-17,0.2580943306432569,1.241105122695629e-16,1.112389063121816e-17,1.8788809646922847e-16,-5.060109821719915e-16,0.0,2.366842679282653e-17,0.08123167454341361,3.0413549571852535e-17
average_equity_correlation_60d,-9.617745616258675e-17,-2.0049484076977143e-16,2.0749216382804216e-16,3.367150141502623e-16,8.091115327118598e-17,-1.8573281075032157e-16,2.366842679282653e-17,0.0,2.552219518687663e-16,-2.2269108245803145e-17
negative_momentum_21d,8.190790563455284e-16,0.017927982733772135,4.656112387382758e-16,-4.586440545384431e-16,-2.871799021222145e-16,-4.3213780949406086e-16,0.08123167454341361,2.552219518687663e-16,0.0,0.023436107247230584
lagged_portfolio_loss_1d,-7.003421526694748e-16,0.02164854465660881,0.025956117162105767,9.746830328083117e-18,2.730307119064828e-16,9.68818243061656e-17,3.0413549571852535e-17,-2.2269108245803145e-17,0.023436107247230584,0.0
