,Shapley importance
vix,0.3897799613670611
negative_momentum_21d,0.2689935738662382
term_spread_10y_2y_pct,0.21334522263234357
realized_volatility_20d,0.08146630458228846
lagged_portfolio_loss_1d,0.0287537340506509
market_loss_1d,0.01766120350142072
average_equity_correlation_60d,-1.9384913193979052e-16
drawdown_severity,-5.868078982120764e-16
liquidity_stress_20d,-7.674103123400853e-16
baa_credit_spread_pct,-1.0065803431076968e-15
