,average_equity_correlation_60d,baa_credit_spread_pct,drawdown_severity,lagged_portfolio_loss_1d,liquidity_stress_20d,market_loss_1d,negative_momentum_21d,realized_volatility_20d,term_spread_10y_2y_pct,vix
2018-12-31,0.2289204456976699,-2.9404894659157057e-16,-1.3422195188906846e-16,0.2710795543023293,1.711929475776586e-15,6.885889795922753e-16,0.1949833348752087,0.30501666512478987,-3.2961816444417354e-16,6.941095459649519e-16
2020-12-31,5.139855966902089e-15,-1.0683486814787108e-15,-7.445952346350998e-16,0.1651738536792019,-6.088018401684997e-16,0.005270586694639107,0.5902015841408107,0.2393539754853503,-2.7850923344326568e-15,7.145080503283084e-16
2022-12-30,2.2437774150006067e-15,2.0209608896977553e-15,1.0643677693924611e-15,0.15782403174033924,-5.391468372166245e-15,0.06964598641949298,0.3176142470523987,0.20685113872122213,0.24806459606653783,9.390201349150523e-15
2024-12-31,-1.35939355701449e-14,-1.5659041333192593e-14,-2.548803916002633e-14,0.1141063651545151,-1.4619073413807752e-14,0.03123837943234731,0.3540861505228031,0.1300111708320212,0.37055793405840975,-2.6623989364425862e-14
2026-07-30,-2.0122236654622308e-14,-1.0307428637049318e-14,-3.0104464144147755e-14,0.12573859753332725,-1.4761968351038083e-14,0.0008644272452835625,0.3350369837966083,0.16434365386826338,0.3740163375566209,-2.8787227418148304e-14
