,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,1.1921293872613682e-15,1.6601742102069696e-15,1.3172175361036367e-15,-5.828508081698041e-16,-4.454738741845357e-16,5.52485219264182e-16,-7.238279674917133e-16,3.6755086360617925e-15,1.482994593970151e-15
vix,1.1921293872613682e-15,0.0,-2.672328608832383e-15,-8.429817149836374e-17,-8.724894267577553e-16,1.3793935380633337e-15,0.4082278523237959,2.565862032640087e-16,-2.191682618641666e-15,0.46956321477590807
realized_volatility_20d,1.6601742102069696e-15,-2.672328608832383e-15,0.0,2.697854821233646e-16,3.8036450522821047e-16,-1.3087017830895219e-15,-3.11495338544728e-15,-1.0565703258169328e-15,-3.2535904173091028e-15,7.369337078535182e-16
drawdown_severity,1.3172175361036367e-15,-8.429817149836374e-17,2.697854821233646e-16,0.0,-3.1334456180894853e-16,-5.050002705560826e-16,-1.3914588007705376e-15,-8.425838174348568e-17,2.322016488378326e-16,1.5445229595986703e-15
liquidity_stress_20d,-5.828508081698041e-16,-8.724894267577553e-16,3.8036450522821047e-16,-3.1334456180894853e-16,0.0,-4.2187249958701247e-16,-1.7436103111624415e-16,-2.8749006156215e-16,4.577846537505551e-16,-5.592420621130641e-16
baa_credit_spread_pct,-4.454738741845357e-16,1.3793935380633337e-15,-1.3087017830895219e-15,-5.050002705560826e-16,-4.2187249958701247e-16,0.0,-2.0461758390551333e-16,8.062716871201584e-16,8.461501831137631e-16,5.592647722229554e-16
term_spread_10y_2y_pct,5.52485219264182e-16,0.4082278523237959,-3.11495338544728e-15,-1.3914588007705376e-15,-1.7436103111624415e-16,-2.0461758390551333e-16,0.0,3.4996642263075093e-16,-6.545793116128033e-16,-1.136456276577755e-15
average_equity_correlation_60d,-7.238279674917133e-16,2.565862032640087e-16,-1.0565703258169328e-15,-8.425838174348568e-17,-2.8749006156215e-16,8.062716871201584e-16,3.4996642263075093e-16,0.0,-2.2321401475964227e-16,1.0782166310665413e-15
negative_momentum_21d,3.6755086360617925e-15,-2.191682618641666e-15,-3.2535904173091028e-15,2.322016488378326e-16,4.577846537505551e-16,8.461501831137631e-16,-6.545793116128033e-16,-2.2321401475964227e-16,0.0,0.12220893290029955
lagged_portfolio_loss_1d,1.482994593970151e-15,0.46956321477590807,7.369337078535182e-16,1.5445229595986703e-15,-5.592420621130641e-16,5.592647722229554e-16,-1.136456276577755e-15,1.0782166310665413e-15,0.12220893290029955,0.0
