,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,-5.623814750941545e-19,2.7694383535425137e-17,1.1529328459198535e-18,2.493534714982392e-17,-6.907916698979061e-19,2.7694383535425125e-17,-1.2721305490496554e-18,5.648306103587861e-18,2.6422252986375446e-17
vix,-5.623814750941545e-19,0.0,-7.945437944593645e-20,-4.956352788505165e-20,2.6749031574942475e-19,1.5199481884749167e-18,-2.855011941008828e-18,-4.47723868561633e-18,3.3042351923367637e-20,3.500961955578435e-19
realized_volatility_20d,2.7694383535425137e-17,-7.945437944593645e-20,0.0,4.590434555291309e-19,2.8553484685432683e-17,1.1874595222460273e-19,1.2439808207692397e-18,9.747493817393488e-19,7.713453098798362e-18,2.448376834020457e-17
drawdown_severity,1.1529328459198535e-18,-4.956352788505165e-20,4.590434555291309e-19,0.0,1.8750701128531362e-18,-4.956352788505165e-20,-8.178815689013358e-19,-3.304235192336777e-19,2.7590363856012077e-18,-2.8499862121884512e-18
liquidity_stress_20d,2.493534714982392e-17,2.6749031574942475e-19,2.8553484685432683e-17,1.8750701128531362e-18,0.0,4.656906474199642e-19,2.8553484685432696e-17,9.912705577010315e-20,6.589109631593464e-19,2.5095051850786864e-17
baa_credit_spread_pct,-6.907916698979061e-19,1.5199481884749167e-18,1.1874595222460273e-19,-4.956352788505165e-20,4.656906474199642e-19,0.0,-2.8764136401427868e-18,-4.47723868561633e-18,3.3042351923367733e-20,3.286944964238836e-19
term_spread_10y_2y_pct,2.7694383535425125e-17,-2.855011941008828e-18,1.2439808207692397e-18,-8.178815689013358e-19,2.8553484685432696e-17,-2.8764136401427868e-18,0.0,-4.576365741386433e-18,8.638638952652662e-18,-2.1555242006354486e-17
average_equity_correlation_60d,-1.2721305490496554e-18,-4.47723868561633e-18,9.747493817393488e-19,-3.304235192336777e-19,9.912705577010315e-20,-4.47723868561633e-18,-4.576365741386433e-18,0.0,1.899935235593647e-18,4.642958665001529e-18
negative_momentum_21d,5.648306103587861e-18,3.3042351923367637e-20,7.713453098798362e-18,2.7590363856012077e-18,6.589109631593464e-19,3.3042351923367733e-20,8.638638952652662e-18,1.899935235593647e-18,0.0,-7.23884305999414e-18
lagged_portfolio_loss_1d,2.6422252986375446e-17,3.500961955578435e-19,2.448376834020457e-17,-2.8499862121884512e-18,2.5095051850786864e-17,3.286944964238836e-19,-2.1555242006354486e-17,4.642958665001529e-18,-7.23884305999414e-18,0.0
