fold,model,MSE,RMSE,MAE,Tail-weighted MAE,OOS R2,Correlation,validation RMSE,selection runtime seconds,refit runtime seconds,parameter count,best parameters
6,Choquet 1-additive,0.0003242971407325169,0.018008252017686695,0.014033971785477405,0.01824995016214941,-0.23998857761858794,0.1357333349832537,0.0295642039518141,0.24011319999999614,0.1358744999999999,11.0,{}
6,Choquet 2-additive,0.0003675494666774851,0.01917157966046317,0.015327252071529195,0.019646470120019084,-0.40536897537989014,-0.06017295902504519,0.030514350430536446,0.697867599999995,0.9454443999999285,56.0,{}
6,Choquet 2-additive L1,0.00032134545317675237,0.017926110932847437,0.013920947662538895,0.01807006816446352,-0.2287024501936601,0.1413670563543488,0.02930857494887542,3.367997800000012,1.365086099999985,56.0,"{'regressor__regressor__penalty': L1Penalty(weight=0.01, selection=[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54])}"
6,Elastic net,0.000275581088660531,0.016600635188465863,0.01379949383498645,0.016455899612657147,-0.05371697503989181,-0.28239278222537056,0.02306560288139499,0.04207670000005237,0.003229700000019875,11.0,"{'regressor__alpha': 0.001, 'regressor__l1_ratio': 0.75}"
6,Explicit interactions,0.0004848131090510912,0.02201847199628283,0.017376814945869963,0.020042742146863364,-0.8537404188800795,0.11648321216650291,0.028218524111897385,0.022828000000004067,0.004063299999984338,56.0,{'regressor__ridge__alpha': 10.0}
6,Gradient boosting,0.00023564402325074494,0.015350701067076544,0.012528219828214615,0.014189803274104441,0.0989871308917325,0.4107284183044236,0.026494600596495686,0.7787389999999732,0.06905790000007528,,"{'regressor__l2_regularization': 1.0, 'regressor__learning_rate': 0.03, 'regressor__max_leaf_nodes': 7}"
6,Historical mean,0.0002615323613345965,0.016171962198032633,0.013307422352189738,0.015870036176940855,0.0,8.026083778812041e-17,0.023136763095133635,0.004286299999989751,0.0031357000000298285,,{}
6,Lasso,0.0002683433838639157,0.01638118994041384,0.013557209269354725,0.016147135402289656,-0.02604275239424525,-0.26802126005451365,0.023074097504805734,0.019202400000040143,0.003159700000082921,11.0,{'regressor__alpha': 0.001}
6,MLP,0.002582347815715762,0.05081680642972128,0.04082783698757555,0.04347998953286462,-8.873913126995344,0.06198488706565326,0.08152946097995091,1.976464999999962,0.3783104999999978,,"{'regressor__alpha': 0.0001, 'regressor__hidden_layer_sizes': (32,)}"
6,Monotone linear,0.0002673198741964132,0.01634991969999893,0.013508407383472264,0.016212907945050103,-0.02212924179739395,-0.49542269811293405,0.023301159912295283,0.006661500000063825,0.00422240000000329,11.0,{}
6,OLS,0.0003139420118786203,0.01771840884161499,0.015076459683548466,0.018454626024292015,-0.2003945143789394,-0.15132355948260545,0.02408630528120247,0.004901600000039252,0.003274300000043695,11.0,{}
6,OLS oriented,0.0003139420118786203,0.01771840884161499,0.015076459683548466,0.018454626024292015,-0.2003945143789394,-0.15132355948260545,0.02408630528120247,0.00672589999999218,0.0041917999999441236,11.0,{}
6,Random forest,0.0002446814609789942,0.015642297177172994,0.012915572037826112,0.01525186574400153,0.06443141594260993,0.32390079548195766,0.024820812748685837,1.7902278999999908,0.22741129999997156,,"{'regressor__max_depth': 3, 'regressor__min_samples_leaf': 5}"
6,Ridge,0.0003109021175018569,0.017632416666522398,0.014984102493978841,0.018300799908649426,-0.188771117713032,-0.15720977918105636,0.023781954315433156,0.018511100000068836,0.0037846999999828768,11.0,{'regressor__alpha': 10.0}
