model,feature,training_correlation,absolute_training_correlation,minimum_absolute_correlation,meets_correlation_threshold,subperiod_sign_agreement,sign_stable,stability_required,orientation_supported,orientation_sign,transformation,orientation_training_observations,orientation_source,training_subperiod_1_correlation,training_subperiod_2_correlation,training_subperiod_3_correlation
Logistic oriented [balanced],market_loss_1d,0.04060645298330908,0.04060645298330908,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09716617724449794,0.02607683751924027
Logistic oriented [balanced],vix,0.1455892146704684,0.1455892146704684,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.024523707748389887,-0.08366277422074658
Logistic oriented [balanced],realized_volatility_20d,0.1970657285250977,0.1970657285250977,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.05379357440150551,-0.08430759869149033
Logistic oriented [balanced],drawdown_severity,0.1881037314176345,0.1881037314176345,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09238689219767326,-0.05233526956942516
Logistic oriented [balanced],liquidity_stress_20d,0.011898556816165338,0.011898556816165338,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.08841999805792704,-0.0020052712199274355
Logistic oriented [balanced],baa_credit_spread_pct,-0.0424578309509535,0.0424578309509535,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.10012889633629389,-0.13637940942975255
Logistic oriented [balanced],term_spread_10y_2y_pct,-0.3027993462786199,0.3027993462786199,0.2,True,0.0,False,False,True,-1.0,multiplied by -1,371,training only (frozen before validation refit),0.0,0.0073542176006996165,0.025707836760261615
Logistic oriented [balanced],average_equity_correlation_60d,0.19379220542259662,0.19379220542259662,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.002845001663884092,0.022535499749098672
Logistic oriented [balanced],negative_momentum_21d,0.1415121858358133,0.1415121858358133,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.02191342103675603,-0.034075388732282094
Logistic oriented [balanced],lagged_portfolio_loss_1d,0.02908566180369868,0.02908566180369868,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.032571093615022244,-0.00023752129171342203
Choquistic 1-additive [balanced],market_loss_1d,0.04060645298330908,0.04060645298330908,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09716617724449794,0.02607683751924027
Choquistic 1-additive [balanced],vix,0.1455892146704684,0.1455892146704684,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.024523707748389887,-0.08366277422074658
Choquistic 1-additive [balanced],realized_volatility_20d,0.1970657285250977,0.1970657285250977,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.05379357440150551,-0.08430759869149033
Choquistic 1-additive [balanced],drawdown_severity,0.1881037314176345,0.1881037314176345,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09238689219767326,-0.05233526956942516
Choquistic 1-additive [balanced],liquidity_stress_20d,0.011898556816165338,0.011898556816165338,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.08841999805792704,-0.0020052712199274355
Choquistic 1-additive [balanced],baa_credit_spread_pct,-0.0424578309509535,0.0424578309509535,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.10012889633629389,-0.13637940942975255
Choquistic 1-additive [balanced],term_spread_10y_2y_pct,-0.3027993462786199,0.3027993462786199,0.2,True,0.0,False,False,True,-1.0,multiplied by -1,371,training only (frozen before validation refit),0.0,0.0073542176006996165,0.025707836760261615
Choquistic 1-additive [balanced],average_equity_correlation_60d,0.19379220542259662,0.19379220542259662,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.002845001663884092,0.022535499749098672
Choquistic 1-additive [balanced],negative_momentum_21d,0.1415121858358133,0.1415121858358133,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.02191342103675603,-0.034075388732282094
Choquistic 1-additive [balanced],lagged_portfolio_loss_1d,0.02908566180369868,0.02908566180369868,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.032571093615022244,-0.00023752129171342203
Choquistic 2-additive [balanced],market_loss_1d,0.04060645298330908,0.04060645298330908,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09716617724449794,0.02607683751924027
Choquistic 2-additive [balanced],vix,0.1455892146704684,0.1455892146704684,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.024523707748389887,-0.08366277422074658
Choquistic 2-additive [balanced],realized_volatility_20d,0.1970657285250977,0.1970657285250977,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.05379357440150551,-0.08430759869149033
Choquistic 2-additive [balanced],drawdown_severity,0.1881037314176345,0.1881037314176345,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.09238689219767326,-0.05233526956942516
Choquistic 2-additive [balanced],liquidity_stress_20d,0.011898556816165338,0.011898556816165338,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.08841999805792704,-0.0020052712199274355
Choquistic 2-additive [balanced],baa_credit_spread_pct,-0.0424578309509535,0.0424578309509535,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),371,training only (frozen before validation refit),0.0,-0.10012889633629389,-0.13637940942975255
Choquistic 2-additive [balanced],term_spread_10y_2y_pct,-0.3027993462786199,0.3027993462786199,0.2,True,0.0,False,False,True,-1.0,multiplied by -1,371,training only (frozen before validation refit),0.0,0.0073542176006996165,0.025707836760261615
