,Shapley importance
market_loss_1d,0.4563103716372419
lagged_portfolio_loss_1d,0.4080314511920646
realized_volatility_20d,0.05419168439774129
term_spread_10y_2y_pct,0.042667515414843385
liquidity_stress_20d,0.03879897735810879
average_equity_correlation_60d,8.084362103917302e-18
baa_credit_spread_pct,3.849606094655275e-18
vix,3.742597598985482e-18
drawdown_severity,-2.9791143682522575e-18
negative_momentum_21d,-1.7304318423773818e-17
