fold,model,probability calibration,threshold source,calibration runtime seconds,ROC AUC,PR AUC,Precision,Recall,F1,Brier,Log loss,Mean predicted probability,Observed event prevalence,Calibration gap,Absolute calibration gap,Threshold,Predicted event rate,Observed event rate,base model,class weight,validation PR AUC,selection runtime seconds,refit runtime seconds,parameter count,calibration observations,calibration event prevalence
5,RBF SVM [unweighted] [sigmoid],sigmoid,calibration,0.017875999998068437,0.5133547008547008,0.0687040980360007,0.0642570281124498,1.0,0.12075471698113208,0.06959360155855264,0.2664550567537394,0.0989263350239043,0.064,0.0349263350239043,0.0349263350239043,0.035299861753107564,0.996,0.064,RBF SVM,unweighted,0.10688801296653547,0.0654008999990765,0.026281400001607835,,492,0.036585365853658534
5,Random forest [balanced],uncalibrated,selection validation,0.0,0.829059829059829,0.17800307673485982,0.064,1.0,0.12030075187969924,0.19435031268201577,0.5801839337648057,0.4324402895579115,0.064,0.36844028955791147,0.36844028955791147,0.08467820072235412,1.0,0.064,Random forest,balanced,0.11265625693987968,3.4658330000020214,0.5098500999993121,,492,0.036585365853658534
5,Random forest [balanced] [sigmoid],sigmoid,calibration,0.24103289999766275,0.17094017094017094,0.04025932355920678,0.054187192118226604,0.6875,0.1004566210045662,0.061557605473479424,0.26090660725026116,0.039434682553339186,0.064,-0.024565317446660816,0.024565317446660816,0.03455080129956489,0.812,0.064,Random forest,balanced,0.11265625693987968,3.4658330000020214,0.5098500999993121,,492,0.036585365853658534
5,Random forest [unweighted],uncalibrated,selection validation,0.0,0.8998397435897435,0.25414206657191196,0.21333333333333335,1.0,0.3516483516483517,0.062188657635380805,0.2515847591292851,0.15069353235791288,0.064,0.08669353235791288,0.08669353235791288,0.15976774215837322,0.3,0.064,Random forest,unweighted,0.11200934177298302,3.8519535999985237,0.4811655999983486,,492,0.036585365853658534
5,Random forest [unweighted] [sigmoid],sigmoid,calibration,0.2251853999987361,0.10016025641025642,0.03768833381769858,0.0,0.0,0.0,0.06409922096228866,0.29302345007769426,0.055235118146049034,0.064,-0.008764881853950968,0.008764881853950968,0.04085518470663454,0.72,0.064,Random forest,unweighted,0.11200934177298302,3.8519535999985237,0.4811655999983486,,492,0.036585365853658534
5,Rolling prior probability,uncalibrated,selection validation,0.0,0.5,0.064,0.064,1.0,0.12030075187969924,0.060634761932892245,0.24271591080783264,0.09103260869565219,0.064,0.02703260869565219,0.02703260869565219,0.01,1.0,0.064,Rolling prior probability,not applicable,0.12195121951219512,0.004722699999547331,0.0027945999972871505,,492,0.036585365853658534
5,Rolling prior probability [sigmoid],sigmoid,calibration,0.01072040000144625,0.5,0.064,0.064,1.0,0.12030075187969924,0.060644924073883354,0.24645434710131373,0.03678007946588833,0.064,-0.027219920534111673,0.027219920534111673,0.01,1.0,0.064,Rolling prior probability,not applicable,0.12195121951219512,0.004722699999547331,0.0027945999972871505,,492,0.036585365853658534
6,Choquistic 1-additive [balanced],uncalibrated,selection validation,0.0,0.28085735402808576,0.059743548413795824,0.0,0.0,0.0,0.13629192852106084,0.45557323496701835,0.3110356898331202,0.08208955223880597,0.2289461375943142,0.2289461375943142,0.9036544705237537,0.0,0.08208955223880597,Choquistic 1-additive,balanced,0.023134511536573393,0.2540830000034475,0.25854420000177925,12.0,492,0.06504065040650407
6,Choquistic 1-additive [balanced] [sigmoid],sigmoid,calibration,0.013291399998706765,0.7191426459719141,0.13812817924207407,0.08208955223880597,1.0,0.15172413793103448,0.07487106619615802,0.2800393442410435,0.06928787184894708,0.08208955223880597,-0.012801680389858891,0.012801680389858891,0.059203485297881456,1.0,0.08208955223880597,Choquistic 1-additive,balanced,0.023134511536573393,0.2540830000034475,0.25854420000177925,12.0,492,0.06504065040650407
6,Choquistic 1-additive [unweighted],uncalibrated,selection validation,0.0,0.29490022172949004,0.05946672969393904,0.0,0.0,0.0,0.07877062099448953,0.32896450152999906,0.031002796164101693,0.08208955223880597,-0.05108675607470428,0.05108675607470428,0.48121415360225067,0.0,0.08208955223880597,Choquistic 1-additive,unweighted,0.019877438677029652,0.3295728000011877,0.338045599997713,12.0,492,0.06504065040650407
