,Shapley importance
market_loss_1d,0.4558843763242631
lagged_portfolio_loss_1d,0.35460369501105676
realized_volatility_20d,0.1312192476836936
term_spread_10y_2y_pct,0.04553429315385967
liquidity_stress_20d,0.01275838782712685
vix,1.7037656318017277e-17
average_equity_correlation_60d,6.891567618600317e-18
negative_momentum_21d,6.852846112440121e-18
baa_credit_spread_pct,-7.76454397498195e-18
drawdown_severity,-8.588645185810265e-18
