fold,model,feature,Shapley importance
0,Choquistic 1-additive [balanced],average_equity_correlation_60d,1.616626001420644e-16
0,Choquistic 1-additive [balanced],baa_credit_spread_pct,0.2736206994750744
0,Choquistic 1-additive [balanced],drawdown_severity,4.206600096296595e-17
0,Choquistic 1-additive [balanced],lagged_portfolio_loss_1d,8.048318835266521e-19
0,Choquistic 1-additive [balanced],liquidity_stress_20d,0.28263605980528184
0,Choquistic 1-additive [balanced],market_loss_1d,9.269851669537418e-17
0,Choquistic 1-additive [balanced],negative_momentum_21d,0.44374324071964644
0,Choquistic 1-additive [balanced],realized_volatility_20d,1.6319940831967988e-16
0,Choquistic 1-additive [balanced],term_spread_10y_2y_pct,2.9457102391456347e-16
0,Choquistic 1-additive [balanced],vix,2.0032452358465711e-16
0,Choquistic 1-additive [unweighted],average_equity_correlation_60d,7.521291243006909e-19
0,Choquistic 1-additive [unweighted],baa_credit_spread_pct,0.24689293751399383
0,Choquistic 1-additive [unweighted],drawdown_severity,-9.643916064006892e-17
0,Choquistic 1-additive [unweighted],lagged_portfolio_loss_1d,0.1793433433485818
0,Choquistic 1-additive [unweighted],liquidity_stress_20d,0.15869509516808802
0,Choquistic 1-additive [unweighted],market_loss_1d,0.2562698006672697
0,Choquistic 1-additive [unweighted],negative_momentum_21d,0.15879882330206888
0,Choquistic 1-additive [unweighted],realized_volatility_20d,5.3124550637110434e-17
0,Choquistic 1-additive [unweighted],term_spread_10y_2y_pct,-4.886487173438445e-17
0,Choquistic 1-additive [unweighted],vix,-1.5485937725045066e-16
0,Choquistic 2-additive [balanced],average_equity_correlation_60d,-1.4413752121090932e-15
0,Choquistic 2-additive [balanced],baa_credit_spread_pct,0.29082645997273243
0,Choquistic 2-additive [balanced],drawdown_severity,-6.014199904886573e-16
0,Choquistic 2-additive [balanced],lagged_portfolio_loss_1d,0.2623641269142379
0,Choquistic 2-additive [balanced],liquidity_stress_20d,0.09140467189726496
0,Choquistic 2-additive [balanced],market_loss_1d,0.06031094776032568
0,Choquistic 2-additive [balanced],negative_momentum_21d,0.19883815628290025
0,Choquistic 2-additive [balanced],realized_volatility_20d,-1.8412849602946557e-16
0,Choquistic 2-additive [balanced],term_spread_10y_2y_pct,0.09625563717254458
0,Choquistic 2-additive [balanced],vix,-1.1667222023911172e-15
0,Choquistic 2-additive [unweighted],average_equity_correlation_60d,1.0239417012141359e-17
0,Choquistic 2-additive [unweighted],baa_credit_spread_pct,0.2980662964139948
0,Choquistic 2-additive [unweighted],drawdown_severity,2.9059457066055847e-17
0,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.15014696639535813
0,Choquistic 2-additive [unweighted],liquidity_stress_20d,0.04889199874696885
0,Choquistic 2-additive [unweighted],market_loss_1d,0.15430118020371422
0,Choquistic 2-additive [unweighted],negative_momentum_21d,0.2019337035860045
0,Choquistic 2-additive [unweighted],realized_volatility_20d,4.2542464728356114e-17
0,Choquistic 2-additive [unweighted],term_spread_10y_2y_pct,0.14665985465395925
0,Choquistic 2-additive [unweighted],vix,5.426737656004512e-18
0,Choquistic model aggregator [balanced],Gradient boosting [balanced],8.11241305828293e-16
0,Choquistic model aggregator [balanced],Logistic [balanced],3.344286271149143e-18
0,Choquistic model aggregator [balanced],Logistic oriented [balanced],-3.4179063396473244e-16
0,Choquistic model aggregator [balanced],Penalized logistic [balanced],-4.24981595219992e-16
0,Choquistic model aggregator [balanced],Rolling prior probability,0.9999999999999998
0,Choquistic model aggregator [unweighted],Gradient boosting [unweighted],0.22825847503198832
0,Choquistic model aggregator [unweighted],Logistic [unweighted],0.25794379372647563
