,Shapley importance
realized_volatility_20d,0.8082789261847121
market_loss_1d,0.1464011975619905
negative_momentum_21d,0.045319876253297114
lagged_portfolio_loss_1d,6.849823145966139e-16
drawdown_severity,6.216900014106492e-16
average_equity_correlation_60d,5.83444823556093e-16
term_spread_10y_2y_pct,2.9635250898721626e-16
liquidity_stress_20d,2.7396003407035697e-16
baa_credit_spread_pct,1.9694247429889952e-16
vix,-3.464161036123787e-16
