,Shapley importance
realized_volatility_20d,0.5011221283266653
term_spread_10y_2y_pct,0.16966300259333514
vix,0.1488354290168186
market_loss_1d,0.08356117326800377
negative_momentum_21d,0.0612978822622078
lagged_portfolio_loss_1d,0.035520384532972446
liquidity_stress_20d,3.2401868317329626e-16
average_equity_correlation_60d,2.0191091299371249e-16
baa_credit_spread_pct,-3.103403449382871e-16
drawdown_severity,-4.3187699511266174e-16
