model,base model,class weight,probability calibration,threshold source,ROC AUC,PR AUC,Precision,Recall,F1,Brier,Log loss,Mean predicted probability,Observed event prevalence,Calibration gap,Absolute calibration gap,Threshold,Predicted event rate,Observed event rate,validation PR AUC,selection runtime seconds,refit runtime seconds,calibration runtime seconds,parameter count,calibration observations,calibration event prevalence,OOS folds,evaluation_structure
Logistic [balanced] [sigmoid],Logistic,balanced,sigmoid,calibration,0.5522230036245044,0.06355745161941646,0.048060708263069137,0.6867469879518072,0.08983451536643026,0.08456137287581886,0.3058405065326039,0.12222220837186261,0.05054811205846529,0.07167409631339733,0.07167409631339733,0.05891602833982321,0.7222898903775883,0.05054811205846529,0.048829024246510436,0.06561119999969378,0.051013799966312945,0.07796970009803772,11.0,3451,0.04810943167721482,7,rolling_5y
Logistic oriented [balanced] [sigmoid],Logistic oriented,balanced,sigmoid,calibration,0.5522230036245044,0.06355745161941646,0.048060708263069137,0.6867469879518072,0.08983451536643026,0.08456137287581886,0.3058405065326039,0.12222220837186261,0.05054811205846529,0.07167409631339733,0.07167409631339733,0.05891602833982321,0.7222898903775883,0.05054811205846529,0.048829024246510436,0.0777552000945434,0.05742130003636703,0.08718970010522753,11.0,3451,0.04810943167721482,7,rolling_5y
Choquistic 2-additive [unweighted] [sigmoid],Choquistic 2-additive,unweighted,sigmoid,calibration,0.5191078618515113,0.060593051316805716,0.047058823529411764,0.24096385542168675,0.07874015748031496,0.04833902223645109,0.21019016195223192,0.04122912360889296,0.05054811205846529,-0.009318988449572324,0.009318988449572324,0.06824104792125746,0.25883069427527405,0.05054811205846529,0.045190979366931214,8.418638100090902,9.2578552000341,0.10166909988038242,57.0,3451,0.04810943167721482,7,rolling_5y
Logistic [unweighted] [sigmoid],Logistic,unweighted,sigmoid,calibration,0.5354451803364838,0.05830628637121945,0.044513457556935816,0.5180722891566265,0.08198284080076262,0.06367212847129995,0.24794825317894506,0.0875478260390616,0.05054811205846529,0.03699971398059631,0.03699971398059631,0.06339878167868732,0.5883069427527405,0.05054811205846529,0.07745347813245278,0.07040219998452812,0.045862200029660016,0.07448259997181594,11.0,3451,0.04810943167721482,7,rolling_5y
Logistic oriented [unweighted] [sigmoid],Logistic oriented,unweighted,sigmoid,calibration,0.5354451803364838,0.05830628637121945,0.044513457556935816,0.5180722891566265,0.08198284080076262,0.06367212847129995,0.24794825317894506,0.0875478260390616,0.05054811205846529,0.03699971398059631,0.03699971398059631,0.06339878167868732,0.5883069427527405,0.05054811205846529,0.07745347813245278,0.07739299983950332,0.05487249995348975,0.08799480000743642,11.0,3451,0.04810943167721482,7,rolling_5y
Choquistic 1-additive [unweighted] [sigmoid],Choquistic 1-additive,unweighted,sigmoid,calibration,0.5224309682604698,0.05196534066368181,0.0651085141903172,0.46987951807228917,0.11436950146627566,0.04973788560466294,0.21042306773310543,0.05696093407312188,0.05054811205846529,0.006412822014656594,0.006412822014656594,0.06652909220195848,0.36479902557856275,0.05054811205846529,0.04684517007186253,2.426790600118693,2.0484566999366507,0.09519699995871633,12.0,3451,0.04810943167721482,7,rolling_5y
Rolling prior probability,Rolling prior probability,not applicable,uncalibrated,selection validation,0.4442645501827709,0.05186173579331503,0.05054811205846529,1.0,0.09623188405797102,0.048559826781795046,0.2063748019643346,0.04777302322329761,0.05054811205846529,-0.00277508883516768,0.00277508883516768,0.009719820648043356,1.0,0.05054811205846529,0.04147573825266765,0.028366499987896532,0.015526600007433444,0.0,,3451,0.04810943167721482,7,rolling_5y
Gradient boosting [unweighted] [sigmoid],Gradient boosting,unweighted,sigmoid,calibration,0.534027063996847,0.050902985149976515,0.09116809116809117,0.3855421686746988,0.14746543778801843,0.0485999770318625,0.2051590590706465,0.040664246006182236,0.05054811205846529,-0.009883866052283051,0.009883866052283051,0.06452794837077289,0.21376370280146162,0.05054811205846529,0.11877181853673627,4.063172500114888,0.5537503999657929,0.12824529997305945,,3451,0.04810943167721482,7,rolling_5y
Choquistic model aggregator [balanced],Choquistic model aggregator,balanced,uncalibrated,selection validation,0.5071524069337001,0.04995901999896467,0.043243243243243246,0.6746987951807228,0.08127721335268505,0.2788368310219045,0.8807433839397719,0.42548543505088465,0.05054811205846529,0.3749373229924194,0.3749373229924194,0.19574296608801603,0.7886723507917174,0.05054811205846529,0.1466897518029874,0.059275400009937584,0.0,0.0,15.0,3451,0.04810943167721482,7,rolling_5y
Choquistic 2-additive [balanced] [sigmoid],Choquistic 2-additive,balanced,sigmoid,calibration,0.4803898081099253,0.04986390847087756,0.05597964376590331,0.26506024096385544,0.09243697478991597,0.048571599152677475,0.20983443055208423,0.04579372610390323,0.05054811205846529,-0.004754385954562054,0.004754385954562054,0.05784173954975775,0.23934226552984167,0.05054811205846529,0.0428642386912055,7.874445299967192,8.069773300027009,0.09501839999575168,57.0,3451,0.04810943167721482,7,rolling_5y
Gradient boosting [balanced] [sigmoid],Gradient boosting,balanced,sigmoid,calibration,0.5095094940377288,0.04853720273860847,0.08414239482200647,0.3132530120481928,0.1326530612244898,0.048795104517606026,0.20940889952022068,0.04065213026192819,0.05054811205846529,-0.009895981796537098,0.009895981796537098,0.07713511278684448,0.1881851400730816,0.05054811205846529,0.12178352750179301,4.19952469994314,0.6992020001052879,0.14855759998317808,,3451,0.04810943167721482,7,rolling_5y
Penalized logistic [balanced],Penalized logistic,balanced,uncalibrated,selection validation,0.48647959380820266,0.04735429541165699,0.04317656129529684,0.6746987951807228,0.08115942028985507,0.470121379241461,2.7728720635235096,0.6185360722363805,0.05054811205846529,0.5679879601779152,0.5679879601779152,0.17792543837753597,0.7898903775883069,0.05054811205846529,0.07284817429346302,0.2008831998682581,0.03818420006427914,0.0,11.0,3451,0.04810943167721482,7,rolling_5y
Rolling prior probability [sigmoid],Rolling prior probability,not applicable,sigmoid,calibration,0.42628886295663726,0.04586476085829989,0.05054811205846529,1.0,0.09623188405797102,0.048535022736607716,0.2075881468692413,0.04811746286908892,0.05054811205846529,-0.0024306491893763688,0.0024306491893763688,0.009999999999999997,1.0,0.05054811205846529,0.04147573825266765,0.028366499987896532,0.015526600007433444,0.06780929997330531,,3451,0.04810943167721482,7,rolling_5y
Penalized logistic [unweighted],Penalized logistic,unweighted,uncalibrated,selection validation,0.4594155969612897,0.0451899324663417,0.04462151394422311,0.6746987951807228,0.08370702541106129,0.33831441389329653,2.7222668890480852,0.35829369006230205,0.05054811205846529,0.3077455780038368,0.3077455780038368,0.027586079026349422,0.7643118148599269,0.05054811205846529,0.07773532377658023,0.178558100014925,0.03756520006572828,0.0,11.0,3451,0.04810943167721482,7,rolling_5y
Choquistic model aggregator [unweighted] [sigmoid],Choquistic model aggregator,unweighted,sigmoid,calibration,0.41867276675657084,0.044628857129733385,0.06633906633906633,0.3253012048192771,0.11020408163265306,0.04893085076461872,0.22206788742947842,0.0427763998094876,0.05054811205846529,-0.007771712248977686,0.007771712248977686,0.07761269723939236,0.24786845310596833,0.05054811205846529,0.15589907445488738,0.0747534999391064,0.0,0.060119399917311966,15.0,3451,0.04810943167721482,7,rolling_5y
Logistic oriented [unweighted],Logistic oriented,unweighted,uncalibrated,selection validation,0.4082513504949883,0.04053178491095602,0.05018587360594796,0.9759036144578314,0.09546258102533883,0.3830110739605606,6.001647398362544,0.4178357738185344,0.05054811205846529,0.3672876617600691,0.3672876617600691,0.0074935400396235995,0.9829476248477467,0.05054811205846529,0.07745347813245278,0.07739299983950332,0.05487249995348975,0.0,11.0,3451,0.04810943167721482,7,rolling_5y
Logistic [unweighted],Logistic,unweighted,uncalibrated,selection validation,0.4082513504949883,0.04053178491095602,0.05018587360594796,0.9759036144578314,0.09546258102533883,0.3830110739605606,6.001647398362544,0.4178357738185344,0.05054811205846529,0.3672876617600691,0.3672876617600691,0.0074935400396235995,0.9829476248477467,0.05054811205846529,0.07745347813245278,0.07040219998452812,0.045862200029660016,0.0,11.0,3451,0.04810943167721482,7,rolling_5y
Choquistic model aggregator [unweighted],Choquistic model aggregator,unweighted,uncalibrated,selection validation,0.40639272935230336,0.040501161581765074,0.04890895410082769,0.7831325301204819,0.09206798866855524,0.28026245061697463,0.8734740042921987,0.3133213088165426,0.05054811205846529,0.2627731967580773,0.2627731967580773,0.06047457856894327,0.8093788063337394,0.05054811205846529,0.15589907445488738,0.0747534999391064,0.0,0.0,15.0,3451,0.04810943167721482,7,rolling_5y
Logistic [balanced],Logistic,balanced,uncalibrated,selection validation,0.40238181719823485,0.039746590856265654,0.050165016501650166,0.9156626506024096,0.0951188986232791,0.5893447008118914,6.866323748587549,0.6782490357844957,0.05054811205846529,0.6277009237260304,0.6277009237260304,0.05412554932720991,0.9226552984165651,0.05054811205846529,0.048829024246510436,0.06561119999969378,0.051013799966312945,0.0,11.0,3451,0.04810943167721482,7,rolling_5y
Logistic oriented [balanced],Logistic oriented,balanced,uncalibrated,selection validation,0.40238181719823485,0.039746590856265654,0.050165016501650166,0.9156626506024096,0.0951188986232791,0.5893447008118914,6.866323748587549,0.6782490357844957,0.05054811205846529,0.6277009237260304,0.6277009237260304,0.05412554932720991,0.9226552984165651,0.05054811205846529,0.048829024246510436,0.0777552000945434,0.05742130003636703,0.0,11.0,3451,0.04810943167721482,7,rolling_5y
