,Shapley importance
baa_credit_spread_pct,0.20834534623314024
lagged_portfolio_loss_1d,0.1867732538006042
liquidity_stress_20d,0.18560972803094997
market_loss_1d,0.17637852835484474
average_equity_correlation_60d,0.11432392511293939
negative_momentum_21d,0.0576450796308242
realized_volatility_20d,0.0544395927779456
vix,0.013499723563623967
drawdown_severity,0.0024303226688148394
term_spread_10y_2y_pct,0.0005544998263126935
