asset,model,feature,Shapley importance
UNH,Choquet 1-additive,value_growth_spread,0.0030676151882622514
UNH,Choquet 1-additive scaled-q,low_volatility_spread,0.14285714285714277
UNH,Choquet 1-additive scaled-q,market_excess_return,0.14285714285714277
UNH,Choquet 1-additive scaled-q,momentum_spread,0.14285714285714277
UNH,Choquet 1-additive scaled-q,quality_spread,0.14285714285714277
UNH,Choquet 1-additive scaled-q,sector_excess_return,0.14285714285714277
UNH,Choquet 1-additive scaled-q,size_spread,0.14285714285714277
UNH,Choquet 1-additive scaled-q,value_growth_spread,0.14285714285714277
UNH,Choquet 2-additive,low_volatility_spread,0.0525448772228294
UNH,Choquet 2-additive,market_excess_return,0.05309599903534551
UNH,Choquet 2-additive,momentum_spread,0.16990306941258
UNH,Choquet 2-additive,quality_spread,0.23632883194376136
UNH,Choquet 2-additive,sector_excess_return,0.3779994588005179
UNH,Choquet 2-additive,size_spread,0.08928971298909041
UNH,Choquet 2-additive,value_growth_spread,0.020838050595875866
UNH,Choquet 2-additive L1,low_volatility_spread,0.052825654657592716
UNH,Choquet 2-additive L1,market_excess_return,0.11518839250543558
UNH,Choquet 2-additive L1,momentum_spread,0.15689620592461767
UNH,Choquet 2-additive L1,quality_spread,0.20476269795607702
UNH,Choquet 2-additive L1,sector_excess_return,0.35616854601227926
UNH,Choquet 2-additive L1,size_spread,0.10300062750481642
UNH,Choquet 2-additive L1,value_growth_spread,0.011157875439181515
UNH,Choquet 2-additive scaled-q,low_volatility_spread,0.14285714285714277
UNH,Choquet 2-additive scaled-q,market_excess_return,0.14285714285714277
UNH,Choquet 2-additive scaled-q,momentum_spread,0.14285714285714277
UNH,Choquet 2-additive scaled-q,quality_spread,0.14285714285714277
UNH,Choquet 2-additive scaled-q,sector_excess_return,0.14285714285714277
UNH,Choquet 2-additive scaled-q,size_spread,0.14285714285714277
UNH,Choquet 2-additive scaled-q,value_growth_spread,0.14285714285714277
UNH,Choquet 2-additive scaled-q L1,low_volatility_spread,0.1428571427836021
UNH,Choquet 2-additive scaled-q L1,market_excess_return,0.14285714287312962
UNH,Choquet 2-additive scaled-q L1,momentum_spread,0.142857142868865
UNH,Choquet 2-additive scaled-q L1,quality_spread,0.1428571428094043
UNH,Choquet 2-additive scaled-q L1,sector_excess_return,0.14285714319804632
UNH,Choquet 2-additive scaled-q L1,size_spread,0.14285714277126063
UNH,Choquet 2-additive scaled-q L1,value_growth_spread,0.14285714269569183
WMT,Choquet 1-additive,low_volatility_spread,0.07020063675483064
WMT,Choquet 1-additive,market_excess_return,0.19341345206411906
WMT,Choquet 1-additive,momentum_spread,0.03683683950817573
WMT,Choquet 1-additive,quality_spread,0.12268808924085052
WMT,Choquet 1-additive,sector_excess_return,0.47291437597691866
WMT,Choquet 1-additive,size_spread,0.07726906773107374
WMT,Choquet 1-additive,value_growth_spread,0.026677538724032102
WMT,Choquet 1-additive scaled-q,low_volatility_spread,0.14285714285714277
WMT,Choquet 1-additive scaled-q,market_excess_return,0.14285714285714277
WMT,Choquet 1-additive scaled-q,momentum_spread,0.14285714285714277
WMT,Choquet 1-additive scaled-q,quality_spread,0.14285714285714277
WMT,Choquet 1-additive scaled-q,sector_excess_return,0.14285714285714277
WMT,Choquet 1-additive scaled-q,size_spread,0.14285714285714277
WMT,Choquet 1-additive scaled-q,value_growth_spread,0.14285714285714277
WMT,Choquet 2-additive,low_volatility_spread,0.10412832244686511
WMT,Choquet 2-additive,market_excess_return,0.06431534902246021
WMT,Choquet 2-additive,momentum_spread,0.08166473878948302
WMT,Choquet 2-additive,quality_spread,0.1619914245316128
WMT,Choquet 2-additive,sector_excess_return,0.4280298841124664
WMT,Choquet 2-additive,size_spread,0.06587506888033422
WMT,Choquet 2-additive,value_growth_spread,0.0939952122167781
WMT,Choquet 2-additive L1,low_volatility_spread,0.12604357079522527
WMT,Choquet 2-additive L1,market_excess_return,0.07928726906534593
WMT,Choquet 2-additive L1,momentum_spread,0.0679778922685215
WMT,Choquet 2-additive L1,quality_spread,0.1609655010699452
WMT,Choquet 2-additive L1,sector_excess_return,0.4354326318481876
WMT,Choquet 2-additive L1,size_spread,0.05864488542606076
WMT,Choquet 2-additive L1,value_growth_spread,0.07164824952671353
WMT,Choquet 2-additive scaled-q,low_volatility_spread,0.14285714285714277
WMT,Choquet 2-additive scaled-q,market_excess_return,0.14285714285714277
WMT,Choquet 2-additive scaled-q,momentum_spread,0.14285714285714277
WMT,Choquet 2-additive scaled-q,quality_spread,0.14285714285714277
WMT,Choquet 2-additive scaled-q,sector_excess_return,0.14285714285714277
WMT,Choquet 2-additive scaled-q,size_spread,0.14285714285714277
WMT,Choquet 2-additive scaled-q,value_growth_spread,0.14285714285714277
WMT,Choquet 2-additive scaled-q L1,low_volatility_spread,0.14285714280670095
WMT,Choquet 2-additive scaled-q L1,market_excess_return,0.14285714287550874
WMT,Choquet 2-additive scaled-q L1,momentum_spread,0.14285714281401538
WMT,Choquet 2-additive scaled-q L1,quality_spread,0.14285714280784023
WMT,Choquet 2-additive scaled-q L1,sector_excess_return,0.14285714317744763
WMT,Choquet 2-additive scaled-q L1,size_spread,0.14285714275960176
WMT,Choquet 2-additive scaled-q L1,value_growth_spread,0.14285714275888525
XOM,Choquet 1-additive,low_volatility_spread,4.283114868066542e-18
XOM,Choquet 1-additive,market_excess_return,7.997488253652123e-17
XOM,Choquet 1-additive,momentum_spread,1.2718104512654003e-16
XOM,Choquet 1-additive,quality_spread,-2.2337662473694208e-17
XOM,Choquet 1-additive,sector_excess_return,0.9999999999999993
XOM,Choquet 1-additive,size_spread,4.6982610427787325e-17
XOM,Choquet 1-additive,value_growth_spread,-2.6267895348954165e-17
XOM,Choquet 1-additive scaled-q,low_volatility_spread,0.14285714285714277
XOM,Choquet 1-additive scaled-q,market_excess_return,0.14285714285714277
XOM,Choquet 1-additive scaled-q,momentum_spread,0.14285714285714277
XOM,Choquet 1-additive scaled-q,quality_spread,0.14285714285714277
XOM,Choquet 1-additive scaled-q,sector_excess_return,0.14285714285714277
XOM,Choquet 1-additive scaled-q,size_spread,0.14285714285714277
XOM,Choquet 1-additive scaled-q,value_growth_spread,0.14285714285714277
XOM,Choquet 2-additive,low_volatility_spread,-2.9916350031420832e-18
XOM,Choquet 2-additive,market_excess_return,0.14641661674283782
XOM,Choquet 2-additive,momentum_spread,7.797455285963003e-18
XOM,Choquet 2-additive,quality_spread,1.6595006149477972e-18
XOM,Choquet 2-additive,sector_excess_return,0.8210499849409038
XOM,Choquet 2-additive,size_spread,0.03253339831625889
XOM,Choquet 2-additive,value_growth_spread,1.0065999036277614e-17
XOM,Choquet 2-additive L1,low_volatility_spread,-2.1046959139435464e-16
XOM,Choquet 2-additive L1,market_excess_return,-7.375233500465137e-16
XOM,Choquet 2-additive L1,momentum_spread,0.002374096326225046
XOM,Choquet 2-additive L1,quality_spread,-1.9831318552450507e-16
XOM,Choquet 2-additive L1,sector_excess_return,0.9976259036737749
XOM,Choquet 2-additive L1,size_spread,6.664142138097276e-16
XOM,Choquet 2-additive L1,value_growth_spread,1.721008763524074e-17
XOM,Choquet 2-additive scaled-q,low_volatility_spread,0.0918878413019942
XOM,Choquet 2-additive scaled-q,market_excess_return,0.11662074056698712
XOM,Choquet 2-additive scaled-q,momentum_spread,0.10320293231885283
XOM,Choquet 2-additive scaled-q,quality_spread,0.11827589224269894
XOM,Choquet 2-additive scaled-q,sector_excess_return,0.3919990738745745
XOM,Choquet 2-additive scaled-q,size_spread,0.11937496350324776
XOM,Choquet 2-additive scaled-q,value_growth_spread,0.0586385561916449
XOM,Choquet 2-additive scaled-q L1,low_volatility_spread,0.09060562869862088
XOM,Choquet 2-additive scaled-q L1,market_excess_return,0.11803400387578473
XOM,Choquet 2-additive scaled-q L1,momentum_spread,0.10361067952000377
XOM,Choquet 2-additive scaled-q L1,quality_spread,0.11950468145801185
XOM,Choquet 2-additive scaled-q L1,sector_excess_return,0.3913429153538108
XOM,Choquet 2-additive scaled-q L1,size_spread,0.12064385384824362
XOM,Choquet 2-additive scaled-q L1,value_growth_spread,0.056258237245524395
