,Shapley importance
vix,0.47578471770949227
negative_momentum_21d,0.29751369746240336
realized_volatility_20d,0.22670158482809422
average_equity_correlation_60d,6.959266982364006e-16
market_loss_1d,6.282505364529915e-16
term_spread_10y_2y_pct,3.3678092367479725e-16
lagged_portfolio_loss_1d,2.2573490428975853e-16
liquidity_stress_20d,1.5449916318182734e-16
drawdown_severity,1.4576684910769192e-16
baa_credit_spread_pct,-1.4016299475537716e-16
