fold,model,feature,training_correlation,absolute_training_correlation,minimum_absolute_correlation,meets_correlation_threshold,subperiod_sign_agreement,sign_stable,stability_required,orientation_supported,orientation_sign,transformation,orientation_training_observations,orientation_source,training_subperiod_1_correlation,training_subperiod_2_correlation,training_subperiod_3_correlation
0,Choquistic 1-additive [balanced],average_equity_correlation_60d,-0.02699426765704811,0.02699426765704811,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.016135602645411324,-0.12684728370227005,0.06534410689985115
0,Choquistic 1-additive [balanced],baa_credit_spread_pct,0.06158328624668261,0.06158328624668261,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.0039289783701905775,-0.021403572995996045,0.1288514882538467
0,Choquistic 1-additive [balanced],drawdown_severity,0.12252960309158491,0.12252960309158491,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.02233675547239933,0.1370944555160717,0.14342353876250175
0,Choquistic 1-additive [balanced],lagged_portfolio_loss_1d,0.0696565703475654,0.0696565703475654,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.10744314505685765,0.10326649089316371,0.00901068696632709
0,Choquistic 1-additive [balanced],liquidity_stress_20d,0.041388672953833826,0.041388672953833826,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.06519085042125852,-0.044465064490331545,0.14906740754862707
0,Choquistic 1-additive [balanced],market_loss_1d,0.08658171862725784,0.08658171862725784,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.027447740546456666,0.2962752450616271,-0.09271705968723248
0,Choquistic 1-additive [balanced],negative_momentum_21d,0.1917177827847237,0.1917177827847237,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.14524620400287883,0.15770743098448756,0.24836281601089236
0,Choquistic 1-additive [balanced],realized_volatility_20d,0.05411922803151637,0.05411922803151637,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.00585262736751051,-0.003122434879960978,0.15581319737010152
0,Choquistic 1-additive [balanced],term_spread_10y_2y_pct,-0.0013453583233821234,0.0013453583233821234,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.013417115424283083,-0.07649667093582571,0.28685516732536404
0,Choquistic 1-additive [balanced],vix,0.12497089865449619,0.12497089865449619,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.006641212711855377,0.14668758614919783,0.15824573457418176
0,Choquistic 1-additive [unweighted],average_equity_correlation_60d,-0.02699426765704811,0.02699426765704811,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.016135602645411324,-0.12684728370227005,0.06534410689985115
0,Choquistic 1-additive [unweighted],baa_credit_spread_pct,0.06158328624668261,0.06158328624668261,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.0039289783701905775,-0.021403572995996045,0.1288514882538467
0,Choquistic 1-additive [unweighted],drawdown_severity,0.12252960309158491,0.12252960309158491,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.02233675547239933,0.1370944555160717,0.14342353876250175
0,Choquistic 1-additive [unweighted],lagged_portfolio_loss_1d,0.0696565703475654,0.0696565703475654,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.10744314505685765,0.10326649089316371,0.00901068696632709
0,Choquistic 1-additive [unweighted],liquidity_stress_20d,0.041388672953833826,0.041388672953833826,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.06519085042125852,-0.044465064490331545,0.14906740754862707
0,Choquistic 1-additive [unweighted],market_loss_1d,0.08658171862725784,0.08658171862725784,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.027447740546456666,0.2962752450616271,-0.09271705968723248
0,Choquistic 1-additive [unweighted],negative_momentum_21d,0.1917177827847237,0.1917177827847237,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.14524620400287883,0.15770743098448756,0.24836281601089236
0,Choquistic 1-additive [unweighted],realized_volatility_20d,0.05411922803151637,0.05411922803151637,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.00585262736751051,-0.003122434879960978,0.15581319737010152
0,Choquistic 1-additive [unweighted],term_spread_10y_2y_pct,-0.0013453583233821234,0.0013453583233821234,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.013417115424283083,-0.07649667093582571,0.28685516732536404
0,Choquistic 1-additive [unweighted],vix,0.12497089865449619,0.12497089865449619,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.006641212711855377,0.14668758614919783,0.15824573457418176
0,Choquistic 2-additive [balanced],average_equity_correlation_60d,-0.02699426765704811,0.02699426765704811,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.016135602645411324,-0.12684728370227005,0.06534410689985115
0,Choquistic 2-additive [balanced],baa_credit_spread_pct,0.06158328624668261,0.06158328624668261,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.0039289783701905775,-0.021403572995996045,0.1288514882538467
0,Choquistic 2-additive [balanced],drawdown_severity,0.12252960309158491,0.12252960309158491,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.02233675547239933,0.1370944555160717,0.14342353876250175
0,Choquistic 2-additive [balanced],lagged_portfolio_loss_1d,0.0696565703475654,0.0696565703475654,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.10744314505685765,0.10326649089316371,0.00901068696632709
0,Choquistic 2-additive [balanced],liquidity_stress_20d,0.041388672953833826,0.041388672953833826,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.06519085042125852,-0.044465064490331545,0.14906740754862707
0,Choquistic 2-additive [balanced],market_loss_1d,0.08658171862725784,0.08658171862725784,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.027447740546456666,0.2962752450616271,-0.09271705968723248
0,Choquistic 2-additive [balanced],negative_momentum_21d,0.1917177827847237,0.1917177827847237,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.14524620400287883,0.15770743098448756,0.24836281601089236
0,Choquistic 2-additive [balanced],realized_volatility_20d,0.05411922803151637,0.05411922803151637,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.00585262736751051,-0.003122434879960978,0.15581319737010152
0,Choquistic 2-additive [balanced],term_spread_10y_2y_pct,-0.0013453583233821234,0.0013453583233821234,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.013417115424283083,-0.07649667093582571,0.28685516732536404
0,Choquistic 2-additive [balanced],vix,0.12497089865449619,0.12497089865449619,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.006641212711855377,0.14668758614919783,0.15824573457418176
0,Choquistic 2-additive [unweighted],average_equity_correlation_60d,-0.02699426765704811,0.02699426765704811,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.016135602645411324,-0.12684728370227005,0.06534410689985115
0,Choquistic 2-additive [unweighted],baa_credit_spread_pct,0.06158328624668261,0.06158328624668261,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.0039289783701905775,-0.021403572995996045,0.1288514882538467
0,Choquistic 2-additive [unweighted],drawdown_severity,0.12252960309158491,0.12252960309158491,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.02233675547239933,0.1370944555160717,0.14342353876250175
0,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.0696565703475654,0.0696565703475654,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.10744314505685765,0.10326649089316371,0.00901068696632709
0,Choquistic 2-additive [unweighted],liquidity_stress_20d,0.041388672953833826,0.041388672953833826,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.06519085042125852,-0.044465064490331545,0.14906740754862707
0,Choquistic 2-additive [unweighted],market_loss_1d,0.08658171862725784,0.08658171862725784,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.027447740546456666,0.2962752450616271,-0.09271705968723248
0,Choquistic 2-additive [unweighted],negative_momentum_21d,0.1917177827847237,0.1917177827847237,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.14524620400287883,0.15770743098448756,0.24836281601089236
0,Choquistic 2-additive [unweighted],realized_volatility_20d,0.05411922803151637,0.05411922803151637,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.00585262736751051,-0.003122434879960978,0.15581319737010152
0,Choquistic 2-additive [unweighted],term_spread_10y_2y_pct,-0.0013453583233821234,0.0013453583233821234,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.013417115424283083,-0.07649667093582571,0.28685516732536404
0,Choquistic 2-additive [unweighted],vix,0.12497089865449619,0.12497089865449619,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.006641212711855377,0.14668758614919783,0.15824573457418176
0,Logistic oriented [balanced],average_equity_correlation_60d,-0.02699426765704811,0.02699426765704811,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.016135602645411324,-0.12684728370227005,0.06534410689985115
0,Logistic oriented [balanced],baa_credit_spread_pct,0.06158328624668261,0.06158328624668261,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.0039289783701905775,-0.021403572995996045,0.1288514882538467
0,Logistic oriented [balanced],drawdown_severity,0.12252960309158491,0.12252960309158491,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.02233675547239933,0.1370944555160717,0.14342353876250175
0,Logistic oriented [balanced],lagged_portfolio_loss_1d,0.0696565703475654,0.0696565703475654,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.10744314505685765,0.10326649089316371,0.00901068696632709
0,Logistic oriented [balanced],liquidity_stress_20d,0.041388672953833826,0.041388672953833826,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.06519085042125852,-0.044465064490331545,0.14906740754862707
0,Logistic oriented [balanced],market_loss_1d,0.08658171862725784,0.08658171862725784,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.027447740546456666,0.2962752450616271,-0.09271705968723248
0,Logistic oriented [balanced],negative_momentum_21d,0.1917177827847237,0.1917177827847237,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.14524620400287883,0.15770743098448756,0.24836281601089236
0,Logistic oriented [balanced],realized_volatility_20d,0.05411922803151637,0.05411922803151637,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.00585262736751051,-0.003122434879960978,0.15581319737010152
0,Logistic oriented [balanced],term_spread_10y_2y_pct,-0.0013453583233821234,0.0013453583233821234,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.013417115424283083,-0.07649667093582571,0.28685516732536404
0,Logistic oriented [balanced],vix,0.12497089865449619,0.12497089865449619,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.006641212711855377,0.14668758614919783,0.15824573457418176
0,Logistic oriented [unweighted],average_equity_correlation_60d,-0.02699426765704811,0.02699426765704811,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.016135602645411324,-0.12684728370227005,0.06534410689985115
0,Logistic oriented [unweighted],baa_credit_spread_pct,0.06158328624668261,0.06158328624668261,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.0039289783701905775,-0.021403572995996045,0.1288514882538467
0,Logistic oriented [unweighted],drawdown_severity,0.12252960309158491,0.12252960309158491,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.02233675547239933,0.1370944555160717,0.14342353876250175
0,Logistic oriented [unweighted],lagged_portfolio_loss_1d,0.0696565703475654,0.0696565703475654,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.10744314505685765,0.10326649089316371,0.00901068696632709
0,Logistic oriented [unweighted],liquidity_stress_20d,0.041388672953833826,0.041388672953833826,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.06519085042125852,-0.044465064490331545,0.14906740754862707
0,Logistic oriented [unweighted],market_loss_1d,0.08658171862725784,0.08658171862725784,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.027447740546456666,0.2962752450616271,-0.09271705968723248
0,Logistic oriented [unweighted],negative_momentum_21d,0.1917177827847237,0.1917177827847237,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.14524620400287883,0.15770743098448756,0.24836281601089236
0,Logistic oriented [unweighted],realized_volatility_20d,0.05411922803151637,0.05411922803151637,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.00585262736751051,-0.003122434879960978,0.15581319737010152
0,Logistic oriented [unweighted],term_spread_10y_2y_pct,-0.0013453583233821234,0.0013453583233821234,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.013417115424283083,-0.07649667093582571,0.28685516732536404
0,Logistic oriented [unweighted],vix,0.12497089865449619,0.12497089865449619,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.006641212711855377,0.14668758614919783,0.15824573457418176
1,Choquistic 1-additive [balanced],average_equity_correlation_60d,0.06725042362005322,0.06725042362005322,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.06702495604697822,0.0604170480538619,0.14042393945167098
1,Choquistic 1-additive [balanced],baa_credit_spread_pct,0.09998525236477919,0.09998525236477919,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.13188395926010676,0.04645025502158394,-0.0896506414309517
1,Choquistic 1-additive [balanced],drawdown_severity,0.13219394250640346,0.13219394250640346,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.14487809613289016,0.016723019665203898,-0.0851476861936667
