,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,-0.042258133929143724,-0.03925034465266779,-4.641102571126743e-20,-0.04906608495923996,-0.0084264377462861,-0.008342288112200103,-0.046905186279231764,-0.00014130500508201512,0.26042153052522576
vix,-0.042258133929143724,0.0,-2.8151558048250717e-18,-4.994503226235588e-18,2.2503546356455468e-17,7.809534961681192e-19,-9.800859707290403e-18,-3.3878899048301126e-18,6.004129730038836e-18,7.919676134759079e-19
realized_volatility_20d,-0.03925034465266779,-2.8151558048250717e-18,0.0,1.648302552395345e-17,0.020349305439611942,7.356381528918295e-18,0.06696199116918945,-1.5524647499396748e-19,9.473576681992447e-18,-7.749480358714637e-18
drawdown_severity,-4.641102571126743e-20,-4.994503226235588e-18,1.648302552395345e-17,0.0,4.7870107348979064e-18,-2.6544022711772094e-18,-3.568574007723717e-18,-6.4804312709705e-18,-3.188070673856185e-19,-4.217030164219811e-18
liquidity_stress_20d,-0.04906608495923996,2.2503546356455468e-17,0.020349305439611942,4.7870107348979064e-18,0.0,-6.8435692101489915e-18,0.048306266615060614,-5.133627498114709e-18,-4.759416408998209e-18,-0.010404742926798792
baa_credit_spread_pct,-0.0084264377462861,7.809534961681192e-19,7.356381528918295e-18,-2.6544022711772094e-18,-6.8435692101489915e-18,0.0,5.404129236112655e-18,-9.316238545747671e-18,3.998520787095698e-20,-6.788498623610044e-18
term_spread_10y_2y_pct,-0.008342288112200103,-9.800859707290403e-18,0.06696199116918945,-3.568574007723717e-18,0.048306266615060614,5.404129236112655e-18,0.0,8.89216251102316e-18,-3.313813512350871e-18,0.027860761200434122
average_equity_correlation_60d,-0.046905186279231764,-3.3878899048301126e-18,-1.5524647499396748e-19,-6.4804312709705e-18,-5.133627498114709e-18,-9.316238545747671e-18,8.89216251102316e-18,0.0,1.792415818639374e-17,-0.0308924645402196
negative_momentum_21d,-0.00014130500508201512,6.004129730038836e-18,9.473576681992447e-18,-3.188070673856185e-19,-4.759416408998209e-18,3.998520787095698e-20,-3.313813512350871e-18,1.792415818639374e-17,0.0,-5.814803327316166e-18
lagged_portfolio_loss_1d,0.26042153052522576,7.919676134759079e-19,-7.749480358714637e-18,-4.217030164219811e-18,-0.010404742926798792,-6.788498623610044e-18,0.027860761200434122,-0.0308924645402196,-5.814803327316166e-18,0.0
