fold,model,probability calibration,threshold source,calibration runtime seconds,ROC AUC,PR AUC,Precision,Recall,F1,Brier,Log loss,Mean predicted probability,Observed event prevalence,Calibration gap,Absolute calibration gap,Threshold,Predicted event rate,Observed event rate,base model,class weight,validation PR AUC,selection runtime seconds,refit runtime seconds,parameter count,calibration observations,calibration event prevalence,evaluation_structure
0,Choquistic 1-additive [balanced],uncalibrated,selection validation,0.0,0.6019441674975075,0.12842062775099106,0.06719367588932806,1.0,0.1259259259259259,0.2591001154998582,0.7236310314705348,0.502118076836919,0.06719367588932806,0.43492440094759094,0.43492440094759094,0.01621037870544784,1.0,0.06719367588932806,Choquistic 1-additive,balanced,0.017249958946544137,0.28521169995656237,0.24664710002252832,12.0,498,0.07429718875502007,rolling_5y
0,Choquistic 1-additive [balanced] [sigmoid],sigmoid,calibration,0.012025699950754642,0.6019441674975075,0.12842062775099106,0.08035714285714286,0.5294117647058824,0.13953488372093023,0.06212341739821483,0.2427021715700503,0.07548002950561329,0.06719367588932806,0.008286353616285227,0.008286353616285227,0.07329803395532207,0.4426877470355731,0.06719367588932806,Choquistic 1-additive,balanced,0.017249958946544137,0.28521169995656237,0.24664710002252832,12.0,498,0.07429718875502007,rolling_5y
0,Choquistic 1-additive [unweighted],uncalibrated,selection validation,0.0,0.5423728813559323,0.13196946662546188,0.06719367588932806,1.0,0.1259259259259259,0.06358208174543874,0.2534467877798104,0.06882635163012736,0.06719367588932806,0.001632675740799297,0.001632675740799297,0.0038649197239095812,1.0,0.06719367588932806,Choquistic 1-additive,unweighted,0.01750887561778033,0.2588693999568932,0.22010439995210618,12.0,498,0.07429718875502007,rolling_5y
0,Choquistic 1-additive [unweighted] [sigmoid],sigmoid,calibration,0.013540200015995651,0.5423728813559323,0.13196946662546188,0.06521739130434782,0.5294117647058824,0.11612903225806452,0.06215460468338205,0.2435943090669686,0.0804402748540477,0.06719367588932806,0.013246598964719636,0.013246598964719636,0.07526288610759345,0.5454545454545454,0.06719367588932806,Choquistic 1-additive,unweighted,0.01750887561778033,0.2588693999568932,0.22010439995210618,12.0,498,0.07429718875502007,rolling_5y
0,Choquistic 2-additive [balanced],uncalibrated,selection validation,0.0,0.5194416749750748,0.2008027234660598,0.06719367588932806,1.0,0.1259259259259259,0.2817557453071975,0.8037616887084684,0.5040968966824799,0.06719367588932806,0.43690322079315186,0.43690322079315186,0.010177392460069348,1.0,0.06719367588932806,Choquistic 2-additive,balanced,0.01821726163001,0.8598549999878742,1.3029961999855004,57.0,498,0.07429718875502007,rolling_5y
0,Choquistic 2-additive [balanced] [sigmoid],sigmoid,calibration,0.013747300021350384,0.5194416749750748,0.2008027234660598,0.07092198581560284,0.5882352941176471,0.12658227848101267,0.06250944750122012,0.2456654533202,0.0812411433332955,0.06719367588932806,0.01404746744396744,0.01404746744396744,0.0743188186016657,0.5573122529644269,0.06719367588932806,Choquistic 2-additive,balanced,0.01821726163001,0.8598549999878742,1.3029961999855004,57.0,498,0.07429718875502007,rolling_5y
0,Choquistic 2-additive [unweighted],uncalibrated,selection validation,0.0,0.5493519441674976,0.10673028388968878,0.06719367588932806,1.0,0.1259259259259259,0.06398720380279749,0.26372910962544877,0.04272775413297187,0.06719367588932806,-0.024465921756356195,0.024465921756356195,0.0042241996675146465,1.0,0.06719367588932806,Choquistic 2-additive,unweighted,0.020025222172961977,1.1126239000004716,1.3305236999876797,57.0,498,0.07429718875502007,rolling_5y
0,Choquistic 2-additive [unweighted] [sigmoid],sigmoid,calibration,0.014434000011533499,0.5493519441674976,0.10673028388968878,0.12698412698412698,0.47058823529411764,0.2,0.062359363872948104,0.24451961613438516,0.08106186226110551,0.06719367588932806,0.013868186371777447,0.013868186371777447,0.08522793151747828,0.2490118577075099,0.06719367588932806,Choquistic 2-additive,unweighted,0.020025222172961977,1.1126239000004716,1.3305236999876797,57.0,498,0.07429718875502007,rolling_5y
0,Choquistic model aggregator [balanced],uncalibrated,selection validation,0.0,0.6059322033898304,0.13977650330356028,0.11764705882352941,0.35294117647058826,0.17647058823529413,0.1821570641946872,0.54518956650626,0.3743689391142855,0.06719367588932806,0.3071752632249574,0.3071752632249574,0.5604486177132719,0.2015810276679842,0.06719367588932806,Choquistic model aggregator,balanced,0.09507281361399346,0.19570580002618954,0.0,45.0,498,0.07429718875502007,rolling_5y
0,Choquistic model aggregator [balanced] [sigmoid],sigmoid,calibration,0.009241099993232638,0.6059322033898304,0.13977650330356028,0.09090909090909091,0.4117647058823529,0.14893617021276595,0.06222128190956357,0.24286361587099406,0.08148165474918331,0.06719367588932806,0.01428797885985525,0.01428797885985525,0.0853418618097084,0.30434782608695654,0.06719367588932806,Choquistic model aggregator,balanced,0.09507281361399346,0.19570580002618954,0.0,45.0,498,0.07429718875502007,rolling_5y
0,Choquistic model aggregator [unweighted],uncalibrated,selection validation,0.0,0.6011964107676969,0.09029811189782963,0.06719367588932806,1.0,0.1259259259259259,0.07035434762157808,0.26581954608961245,0.0793974165879281,0.06719367588932806,0.01220374069860003,0.01220374069860003,0.047429253023271646,1.0,0.06719367588932806,Choquistic model aggregator,unweighted,0.02089836235224775,0.16047900001285598,0.0,45.0,498,0.07429718875502007,rolling_5y
0,Choquistic model aggregator [unweighted] [sigmoid],sigmoid,calibration,0.009540800005197525,0.39880358923230314,0.056170498345109454,0.052083333333333336,0.5882352941176471,0.09569377990430622,0.0640019105678289,0.2575399919906396,0.07654005259613968,0.06719367588932806,0.009346376706811613,0.009346376706811613,0.07192589311823017,0.758893280632411,0.06719367588932806,Choquistic model aggregator,unweighted,0.02089836235224775,0.16047900001285598,0.0,45.0,498,0.07429718875502007,rolling_5y
0,Explicit interactions [balanced],uncalibrated,selection validation,0.0,0.5716600199401795,0.08434116079828674,0.078125,0.8823529411764706,0.14354066985645933,0.1831455671393552,3.127297116501101,0.16472973599897875,0.06719367588932806,0.09753606010965069,0.09753606010965069,9.197266488155683e-12,0.758893280632411,0.06719367588932806,Explicit interactions,balanced,0.022789292177802636,0.027822099975310266,0.018412799981888384,56.0,498,0.07429718875502007,rolling_5y
0,Explicit interactions [balanced] [sigmoid],sigmoid,calibration,0.011252199998125434,0.43718843469591223,0.07315864606445974,0.0594059405940594,0.7058823529411765,0.1095890410958904,0.06306804420385288,0.24843332731585666,0.07471607222915648,0.06719367588932806,0.007522396339828416,0.007522396339828416,0.06885835820206947,0.7984189723320159,0.06719367588932806,Explicit interactions,balanced,0.022789292177802636,0.027822099975310266,0.018412799981888384,56.0,498,0.07429718875502007,rolling_5y
0,Explicit interactions [unweighted],uncalibrated,selection validation,0.0,0.5588235294117647,0.08192264255812365,0.06976744186046512,0.8823529411764706,0.12931034482758622,0.1663382715372624,2.6911497677422527,0.14251384427481953,0.06719367588932806,0.07532016838549146,0.07532016838549146,8.227274917669875e-10,0.849802371541502,0.06719367588932806,Explicit interactions,unweighted,0.021441966623690065,0.026991299993824214,0.013698399998247623,56.0,498,0.07429718875502007,rolling_5y
