,Shapley importance
vix,0.6925718119014819
realized_volatility_20d,0.24531088713722915
negative_momentum_21d,0.06211730096128866
lagged_portfolio_loss_1d,-3.224219351051516e-16
baa_credit_spread_pct,-5.150650207474225e-16
drawdown_severity,-5.19235671152042e-16
average_equity_correlation_60d,-5.224176109207565e-16
liquidity_stress_20d,-5.648085391002758e-16
market_loss_1d,-6.029260758121655e-16
term_spread_10y_2y_pct,-6.168207504990549e-16
