,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,-0.026906155252605514,-0.017152744092584812,8.29815640567086e-18,-0.02543735883725132,1.1196711774564764e-18,0.022880107681720777,-0.013708996000338983,-6.488668161023413e-18,0.2167900125894342
vix,-0.026906155252605514,0.0,6.092558764182018e-18,1.0453601584916385e-18,-2.469540677960647e-18,6.7864345323140396e-18,-7.543701307075342e-19,-4.989020012117437e-18,-6.0756387619813136e-18,-0.02801382488192903
realized_volatility_20d,-0.017152744092584812,6.092558764182018e-18,0.0,-1.5372558453431692e-17,0.038177541065422135,-7.285477093050195e-18,0.07817659571615233,0.030276395281006608,-1.3175614131514943e-17,-0.011768954563461827
drawdown_severity,8.29815640567086e-18,1.0453601584916385e-18,-1.5372558453431692e-17,0.0,-7.684074571857226e-18,-8.827863077710417e-18,2.3555752964750255e-18,1.9980634575982382e-17,3.3199128954468587e-18,2.9320606052987674e-17
liquidity_stress_20d,-0.02543735883725132,-2.469540677960647e-18,0.038177541065422135,-7.684074571857226e-18,0.0,-8.726949695707108e-18,0.07629114736526689,-2.008937484109647e-17,-1.7966541879051946e-18,-0.02132806557982097
baa_credit_spread_pct,1.1196711774564764e-18,6.7864345323140396e-18,-7.285477093050195e-18,-8.827863077710417e-18,-8.726949695707108e-18,0.0,-5.974222623625908e-20,1.9366274543251583e-18,3.902847406460701e-18,-1.1693536264714101e-18
term_spread_10y_2y_pct,0.022880107681720777,-7.543701307075342e-19,0.07817659571615233,2.3555752964750255e-18,0.07629114736526689,-5.974222623625908e-20,0.0,-6.287882862278738e-18,2.7682348945090352e-17,0.013212083249094429
average_equity_correlation_60d,-0.013708996000338983,-4.989020012117437e-18,0.030276395281006608,1.9980634575982382e-17,-2.008937484109647e-17,1.9366274543251583e-18,-6.287882862278738e-18,0.0,-2.5438456989074816e-17,-0.022757382256393684
negative_momentum_21d,-6.488668161023413e-18,-6.0756387619813136e-18,-1.3175614131514943e-17,3.3199128954468587e-18,-1.7966541879051946e-18,3.902847406460701e-18,2.7682348945090352e-17,-2.5438456989074816e-17,0.0,-5.105612081116182e-18
lagged_portfolio_loss_1d,0.2167900125894342,-0.02801382488192903,-0.011768954563461827,2.9320606052987674e-17,-0.02132806557982097,-1.1693536264714101e-18,0.013212083249094429,-0.022757382256393684,-5.105612081116182e-18,0.0
