,Shapley importance
realized_volatility_20d,0.6546768595599752
market_loss_1d,0.21887640183942536
lagged_portfolio_loss_1d,0.11426306916090072
negative_momentum_21d,0.01218366943969432
drawdown_severity,1.2647572849070396e-15
average_equity_correlation_60d,4.3145762503658954e-17
liquidity_stress_20d,2.2276766569604517e-17
baa_credit_spread_pct,1.7202600430199207e-17
term_spread_10y_2y_pct,-1.7507890339874938e-17
vix,-5.829151405011131e-17
