asset,model,evaluation_structure,MSE,RMSE,MAE,Tail-weighted MAE,OOS R2,Correlation,validation RMSE,selection runtime seconds,refit runtime seconds,parameter count,OOS folds
KO,Choquet 1-additive,rolling_5y,8.099692756821266e-05,0.00899982930772649,0.005904515885804366,0.007237686901318023,0.5099485690760301,0.7149606532270156,0.00810108344534744,0.1349849000107497,0.12055150006199256,8,7
KO,Choquet 1-additive scaled-q,rolling_5y,0.0001605307596967636,0.012670073389557127,0.008841822402272964,0.011642883783976888,0.02874922717952033,0.22018036481945805,0.011657156281641887,0.05532169999787584,0.03789589996449649,9,7
KO,Choquet 2-additive,rolling_5y,7.851082535519244e-05,0.008860633462410712,0.0057270271976754055,0.007114755905087087,0.5249901019278507,0.7262716968489564,0.008030614328094692,0.39757669990649447,0.4165076000499539,29,7
KO,Choquet 2-additive L1,rolling_5y,7.73890047771512e-05,0.008797102066996335,0.005777209006499599,0.007119505901380302,0.5317773936932833,0.7314636635362305,0.007939506124745848,1.4862950998940505,0.4785808000015095,29,7
KO,Choquet 2-additive scaled-q,rolling_5y,0.0001605307596967636,0.012670073389557127,0.008841822402272964,0.011642883783976887,0.02874922717952033,0.22018036481945805,0.011657156281641887,0.06391179998172447,0.04528839996783063,30,7
KO,Choquet 2-additive scaled-q L1,rolling_5y,0.0001605307597246252,0.01267007339065663,0.0088418224071358,0.01164288375046839,0.028749227010950618,0.22018036440620778,0.011657156267265536,0.2717482999432832,0.051428899983875453,30,7
KO,Elastic net,rolling_5y,5.8603154340396686e-05,0.007655269710493334,0.005363123940803265,0.006330093480640244,0.6454364319315207,0.8036111513935228,0.007197081964303849,0.2392198999878019,0.015571299998555332,8,7
KO,Lasso,rolling_5y,5.85542306959685e-05,0.0076520736206579,0.0053557204869171884,0.0063331924885159626,0.6457324320722404,0.8040136190015386,0.007169795252565753,0.10303780005779117,0.025648699956946075,8,7
KO,Monotone linear,rolling_5y,6.853918844748872e-05,0.008278839800810784,0.005535679903815457,0.006717890539654288,0.585320969801316,0.7672416336242137,0.007749499480533066,0.03669380000792444,0.021464499935973436,8,7
KO,OLS,rolling_5y,5.989996948331013e-05,0.007739507056868036,0.005443196231350243,0.0063998777547366395,0.6375903797970937,0.7985321504599945,0.007454759795454547,0.025539499998558313,0.016378600033931434,8,7
KO,OLS oriented,rolling_5y,5.989996948331013e-05,0.007739507056868036,0.005443196231350243,0.0063998777547366395,0.6375903797970937,0.7985321504599945,0.007454759795454547,0.03498640010366216,0.020794100069906563,8,7
KO,Ridge,rolling_5y,5.9819259621753604e-05,0.007734291151860887,0.005437964543055493,0.006400089134238238,0.6380786944076959,0.7988131945430735,0.007431409873871133,0.10154259984847158,0.01572089991532266,8,7
