,Shapley importance
vix,0.32979283951952443
negative_momentum_21d,0.26486595288729076
realized_volatility_20d,0.19154671000052714
term_spread_10y_2y_pct,0.1820387311746084
lagged_portfolio_loss_1d,0.031755766418049364
average_equity_correlation_60d,5.909283457018709e-17
baa_credit_spread_pct,1.5705763634395194e-17
drawdown_severity,-3.359508908629393e-18
liquidity_stress_20d,-9.342995000333121e-18
market_loss_1d,-1.2743575086199515e-16
