,Shapley importance
Explicit interactions,0.11987842157407996
Historical mean,0.1045282835675657
OLS oriented,0.10295776937312592
OLS,0.10295776937312591
Ridge,0.101940857251098
Lasso,0.10069818071991134
Elastic net,0.09861160635050048
Monotone linear,0.09833372011469677
Random forest,0.08639537642088031
Gradient boosting,0.07448034503034426
MLP,0.009217670224670517
