ticker,mean,std,min,max
AAPL,0.2547285650771451,0.03245182552693366,0.18589112574926658,0.32872878453675985
AMZN,0.15343358864658355,0.04446223755784417,0.05745764409810839,0.24766219867241954
JPM,0.07139578132288964,0.02412787739129319,0.038653139996579246,0.11377055897565137
KO,0.04504529615148682,0.021726991736322303,0.015980629500347093,0.08632922331636048
MSFT,0.20918306504840825,0.037327639155455485,0.1387203363493737,0.27284836120807004
NVDA,0.0750861061312526,0.08367769749551893,0.004039157283405508,0.2972760719089096
UNH,0.0460135483786904,0.012461047769069984,0.013438507630876097,0.0722881944807856
WMT,0.06655370585023233,0.021992170829703162,0.03806332887150234,0.1235609506044067
XOM,0.07856034339331136,0.05202574392994346,0.019417529919362346,0.20780571436806936
