model,evaluation_structure,MSE,RMSE,MAE,Tail-weighted MAE,OOS R2,Correlation,validation RMSE,selection runtime seconds,refit runtime seconds,parameter count,OOS folds
Choquet 1-additive scaled-q,rolling_5y,0.0013120140231724052,0.03622173412707356,0.025613928307329364,0.03665647699937591,0.0,-0.0777551160035311,0.033446077904311575,0.3179885999998078,0.3006347998743877,12.0,7
Choquet 2-additive scaled-q,rolling_5y,0.0013120140231724052,0.03622173412707356,0.025613928307329364,0.03665647699937591,0.0,-0.0777551160035311,0.033446077904311575,0.4099545000353828,0.3911249999073334,57.0,7
Choquet 2-additive scaled-q L1,rolling_5y,0.0013120140231724685,0.03622173412707443,0.02561392830732929,0.03665647699937799,-4.8183679268731794e-14,-0.07775511600390275,0.03344607790431027,1.7056908000377007,0.40268339996691793,57.0,7
Monotone linear,rolling_5y,0.0013531895101927104,0.03678572427168875,0.026672284850261428,0.03652769756721285,-0.0313834199124976,0.006333115075673711,0.035010277563934836,0.04164629994193092,0.024737400060985237,11.0,7
Choquet 2-additive L1,rolling_5y,0.0014985593046872754,0.03871122969743115,0.02779178559739092,0.035758660025392464,-0.1421823838923688,0.02742810958629229,0.03789019427797097,19.744985099881887,5.284699600015301,56.0,7
Choquet 1-additive,rolling_5y,0.001517900769706347,0.03896024601701518,0.028031138562011424,0.036094262867591535,-0.15692419661499857,0.009983153660271407,0.039336585881941014,1.3551290999748744,1.0110094000119716,11.0,7
Choquet 2-additive,rolling_5y,0.001520091132270461,0.038988346108426566,0.02816550756340506,0.03597037630467338,-0.15859366243276307,0.02346598451970398,0.03887481374239977,5.127599499945063,5.155617800075561,56.0,7
OLS,rolling_5y,0.001672164956401537,0.04089211362110715,0.030871866620995846,0.03841297237551896,-0.274502350484257,0.02603608729997096,0.041485980001119895,0.028528999944683164,0.01778509997529909,11.0,7
OLS oriented,rolling_5y,0.001672164956401537,0.04089211362110715,0.030871866620995846,0.03841297237551896,-0.274502350484257,0.02603608729997096,0.041485980001119895,0.04050860001007095,0.024504800036083907,11.0,7
