,Shapley importance
vix,0.37312250753342474
realized_volatility_20d,0.28709775385027325
negative_momentum_21d,0.2529730752805124
lagged_portfolio_loss_1d,0.04426801836754571
market_loss_1d,0.04253864496824309
average_equity_correlation_60d,3.747395626740856e-17
baa_credit_spread_pct,7.659697908304878e-18
liquidity_stress_20d,3.0221570590601226e-18
term_spread_10y_2y_pct,-3.928876627770003e-17
drawdown_severity,-5.3106298029998686e-17
