,market_loss_1d,vix,realized_volatility_20d,drawdown_severity,liquidity_stress_20d,baa_credit_spread_pct,term_spread_10y_2y_pct,average_equity_correlation_60d,negative_momentum_21d,lagged_portfolio_loss_1d
market_loss_1d,0.0,-4.748805515486511e-18,8.452044316856163e-20,4.454005781920208e-18,5.757113535898028e-18,-1.6940271730024398e-17,-1.1582893209386804e-17,5.0212758471670964e-18,6.517474845197088e-19,-7.268026706268908e-19
vix,-4.748805515486511e-18,0.0,-4.038900479908972e-18,-8.533187384209721e-18,-2.5079145109836123e-17,-2.192635403048145e-17,-2.148578933816988e-17,-7.855819169780683e-18,-9.350458551590338e-18,-7.566698590451215e-18
realized_volatility_20d,8.452044316856163e-20,-4.038900479908972e-18,0.0,-8.696850283580148e-18,4.70337228159186e-19,-7.886667303021656e-18,-5.7674392708740865e-18,-4.428836802916068e-18,6.517474845197087e-19,-9.251729466855746e-18
drawdown_severity,4.454005781920208e-18,-8.533187384209721e-18,-8.696850283580148e-18,0.0,-2.3096603994434055e-17,-1.3819963691948563e-17,-1.309303194963447e-17,-1.2432184911167116e-17,7.096899160988697e-19,-1.0903976134711355e-18
liquidity_stress_20d,5.757113535898028e-18,-2.5079145109836123e-17,4.70337228159186e-19,-2.3096603994434055e-17,0.0,-1.4902100717438857e-17,-1.7413319463614803e-17,1.0474425559707575e-17,2.6015366592946078e-18,5.212431015911263e-18
baa_credit_spread_pct,-1.6940271730024398e-17,-2.192635403048145e-17,-7.886667303021656e-18,-1.3819963691948563e-17,-1.4902100717438857e-17,0.0,-9.524457941910755e-18,-1.0251389684224845e-17,7.71805665564185e-19,-1.3712576048197617e-17
term_spread_10y_2y_pct,-1.1582893209386804e-17,-2.148578933816988e-17,-5.7674392708740865e-18,-1.309303194963447e-17,-1.7413319463614803e-17,-9.524457941910755e-18,0.0,-1.0449643795765052e-17,2.755476158229256e-18,4.592886917348118e-18
average_equity_correlation_60d,5.0212758471670964e-18,-7.855819169780683e-18,-4.428836802916068e-18,-1.2432184911167116e-17,1.0474425559707575e-17,-1.0251389684224845e-17,-1.0449643795765052e-17,0.0,5.678939117350165e-19,5.617199826972519e-19
negative_momentum_21d,6.517474845197088e-19,-9.350458551590338e-18,6.517474845197087e-19,7.096899160988697e-19,2.6015366592946078e-18,7.71805665564185e-19,2.755476158229256e-18,5.678939117350165e-19,0.0,4.462008226526659e-19
lagged_portfolio_loss_1d,-7.268026706268908e-19,-7.566698590451215e-18,-9.251729466855746e-18,-1.0903976134711355e-18,5.212431015911263e-18,-1.3712576048197617e-17,4.592886917348118e-18,5.617199826972519e-19,4.462008226526659e-19,0.0
